Brand Royalty,Age,Subscription score,Annual Income,Marital Status,Gender
36.5724345691312,53,55.99823097760665,28203.816514087674,Divorced,Female
35.35015973446581,43,26.111987702257338,25192.47856788106,Single,Female
78.88063905368283,34,83.3119090769604,95711.14942363165,Single,Male
21.553834352569403,57,29.989881493136657,32896.797620371915,Divorced,Female
10.820465949400777,62,27.12071098985694,41548.580580851936,Single,Male
10.373633981486531,59,7.012356456925545,41263.87009839447,Single,Female
38.88306774966143,40,32.97661398677711,30713.480725677044,Married,Female
82.57883187027332,42,88.31205544850287,88646.80835724784,Divorced,Male
96.72657510143587,35,102.5357902622654,92564.41867349796,Divorced,Male
67.48380652804306,45,70.04133658918708,83542.73838115908,Single,Female
35.059868947886315,48,27.01896248857679,26757.62912332372,Married,Female
4.05400762972652,52,-8.4250143938916,51150.40008570414,Single,Female
43.2309415415442,63,67.93512785898665,27039.830245879457,Single,Female
73.84407763988571,38,82.51587910519824,94632.60269499288,Married,Male
49.75904195973628,57,44.94469306989767,31280.67037249603,Married,Female
7.167698278892193,51,-21.984964387796616,48135.51589545711,Divorced,Male
70.92259704157924,38,82.30981773618498,91706.33814185191,Single,Male
63.52467413975032,42,53.34297954795815,88039.36113209029,Single,Male
74.90364635448933,45,73.39238579803953,91080.72407321408,Divorced,Female
51.972587469044,57,57.12652959895047,27239.146833801344,Single,Male
49.548020460746216,67,61.43095832507025,23870.27522340323,Divorced,Female
15.509477360721254,66,16.716546673678266,49405.44989479904,Divorced,Male
73.2387297786617,52,70.20433323021108,93109.54828504991,Married,Male
37.323460853838114,60,38.83208517991195,28811.9621342569,Single,Male
83.22364839775368,48,83.7142013419313,94039.82691430341,Married,Female
51.14965855883413,53,58.989615680105814,18062.06487913255,Single,Female
40.70719030762765,54,31.30405322636651,34724.65614373253,Divorced,Female
65.47904433356194,49,67.17353878590336,81260.63982702358,Married,Female
63.607947131995985,50,86.29762027056385,81851.04528029617,Single,Female
76.9977366836734,32,76.77130447867891,86678.89210973219,Married,Male
65.45748072301625,48,63.53962891169649,91831.45071679396,Divorced,Female
14.443476249763405,55,14.837808122163121,46227.52849685023,Divorced,Female
9.484815590936716,58,18.910084635232163,41313.99947376612,Single,Male
87.93796375338822,38,81.19257747581996,93744.45754757021,Divorced,Female
93.48083579353968,34,93.30772676283249,93292.02535282339,Divorced,Male
20.094827596066004,55,8.430278202836964,40849.707666720446,Divorced,Male
72.66391641018313,45,91.59087344124227,85153.20930608716,Married,Male
12.204100271196925,61,10.978079010217282,45821.476806263876,Single,Male
77.35788910249698,45,50.681272190592665,82344.57344248939,Married,Male
66.51904725378664,49,85.57999001145934,79980.36798855163,Single,Male
21.735340052873784,53,29.235622599086323,33421.32049456856,Married,Female
73.59431410931273,33,78.75590575821427,80305.10489314902,Married,Female
39.55131007048145,58,23.001981254703093,31352.964802760696,Divorced,Male
16.501207581781657,64,15.031515408280832,49708.909353797084,Single,Female
91.0339990027194,40,90.35470293932927,88017.53789131227,Married,Female
30.54626540265308,52,30.820318882461155,31806.541038597974,Single,Female
75.34858746893154,43,70.9496332776488,88710.93647272655,Divorced,Female
68.76960860785539,40,70.23061744177747,84615.97962405116,Divorced,Female
43.27053536156749,63,59.19750420717779,22694.727286798843,Divorced,Female
22.14668707537875,71,31.58176840383517,47876.730319865266,Married,Male
14.17949740130343,60,21.700094971147216,44010.32808009117,Single,Male
81.35847013820225,47,74.51514020028262,92211.26070149746,Single,Female
34.69903214630018,43,23.425521828163973,40254.23732061108,Married,Female
61.30002045375333,57,54.28853251347343,82684.58034742052,Married,Male
40.32739408792381,59,42.17087603414833,23542.471866572,Single,Male
42.52111211150978,72,58.87013729687892,26397.803186513745,Married,Female
63.290933352142076,38,50.53842884424436,92420.71965732536,Married,Male
45.78597845221665,57,52.161923537261224,21211.39784621414,Divorced,Male
58.17530409962083,56,60.43136271021655,88199.53866611463,Single,Male
57.469889109798785,63,49.716448717462775,29871.571080842434,Divorced,Male
67.01094246839324,38,73.48648895033256,85064.3724184968,Single,Female
26.547797039922685,49,22.212189023331522,26161.828465694074,Married,Female
74.07654890917499,48,56.17815876784,91830.16324822958,Single,Female
87.70001684088746,37,92.60644149593497,86473.56410759185,Divorced,Male
16.88883074091504,60,16.705522802807902,47506.31561521845,Married,Female
52.21736506391561,70,48.61815409861124,23425.04473924749,Divorced,Male
64.05244497228428,55,66.22212420325657,22859.898678739206,Divorced,Male
83.80996400045355,42,85.31548571647944,83129.05765698536,Single,Male
14.656261318840185,76,17.020117839228874,42010.84269531149,Divorced,Female
9.592309055070668,56,23.757585129394396,40005.17897719483,Married,Female
82.40917648184424,34,77.3760809279959,87008.56705139989,Single,Female
9.94147197984947,56,24.487016967498803,44699.442140237654,Divorced,Male
57.99387815267792,65,55.125196913139476,26513.08165399907,Single,Female
13.84671914779108,60,13.552712492779706,51100.99150653919,Single,Female
80.88477335023408,31,84.18097491408146,95665.84089652498,Divorced,Male
88.22941791482305,47,76.69702625437442,90174.9610647409,Divorced,Female
14.401854797232753,60,12.62590038507132,44256.32096398158,Divorced,Female
12.509940405558202,69,6.090445780662958,49540.17803705325,Single,Female
25.813490662819177,43,9.458099134030707,33608.33851421067,Married,Male
23.870160435017855,52,14.369951279912607,36276.288813918145,Married,Female
22.4207238080448,59,37.1408642902331,43164.939511424585,Married,Male
32.33816687890979,40,25.636616373836606,29092.183324101756,Single,Male
53.00348906674977,58,55.77542028772282,79713.33789563399,Single,Male
78.7289963451781,39,68.41832308610984,89526.21390130918,Divorced,Male
4.105427578547559,62,3.3166723632144803,43772.98055226737,Single,Female
18.828807098995473,70,24.494100728093397,51284.19311885892,Single,Male
42.80847658638347,58,37.55989300249946,30458.170861707626,Divorced,Male
27.505544631843176,46,17.934920399980292,35979.78491331974,Married,Male
7.5888570140718095,50,4.863963162534272,42492.1576723047,Single,Female
53.453502407400805,60,65.25507954393719,25950.4153300048,Single,Female
7.943651004635754,53,9.13854346620588,48992.148144343606,Single,Male
23.65328148689375,48,29.035968336993847,33259.89753748514,Divorced,Male
64.25570894861238,58,72.4047742929171,24352.389123709327,Single,Female
73.93596438172689,56,77.04879327543628,86824.53034050361,Married,Female
25.68299573484623,46,36.94289709439004,36155.08839563081,Married,Female
25.567777445279393,43,23.34964446687879,50302.1516990266,Married,Male
77.7998059409968,26,65.00835502063319,87590.82721695659,Single,Male
50.83452810428405,68,53.46501448260053,24319.671916682746,Divorced,Male
10.989027835734266,65,14.64752265996871,43723.74832568066,Divorced,Female
38.99010501384696,52,36.39326365596677,27045.82756386335,Divorced,Male
31.242819027843296,41,36.84021109107151,34796.41108496845,Divorced,Male
12.549822736711533,58,20.902616153435794,46947.370939436776,Divorced,Male
10.619340166607554,40,21.00853854880514,45081.37964979198,Married,Female
24.026607391845346,47,20.049682143305095,32630.781154631695,Single,Male
20.385376312244905,57,25.844115726047157,49339.05847412567,Married,Female
22.24922913363437,56,29.01272772589633,42396.99978811841,Married,Male
68.66558521129822,50,65.69095747094477,87998.86375260234,Single,Male
28.75765838822202,39,19.103594758426777,29519.040310574404,Single,Male
19.413837324169272,66,5.063799222002867,45250.2919459835,Married,Male
62.15849703629493,51,56.323525578026675,89895.60628570234,Single,Female
17.613427447182694,61,28.61052065716037,49537.46486975783,Married,Male
78.28531730350569,36,75.18002007950557,90104.47209624574,Divorced,Female
28.401436696875052,50,39.038492059998156,29543.444897319674,Divorced,Female
27.629846266778692,48,29.053464704152162,35029.215079957416,Divorced,Female
95.58614536664474,25,108.4102028696826,94404.11601338058,Married,Female
79.8684810121493,58,68.91721584062326,81552.50546371966,Divorced,Female
92.33903324862025,27,86.52416998527052,88385.81291479865,Married,Male
75.89699983868734,41,72.32396967350284,88358.23048273548,Single,Female
64.57677910577806,42,63.265793557049776,90091.15092155155,Single,Male
36.58348481019597,59,36.20055639450788,31815.432896893097,Married,Male
35.98199444107307,72,38.03150785258027,26112.455894679,Single,Male
48.17702215238232,50,49.3714356887719,24396.031588360638,Married,Male
68.89766218416494,54,75.85958276396278,89186.0536858093,Single,Male
69.05151925422605,39,53.58994848563391,90228.27186089354,Single,Female
54.60209729848865,61,63.36342452915746,31364.758702077346,Single,Male
88.0886559159787,27,88.68836268434863,91786.53784772137,Single,Female
43.8088718194724,66,47.40703490765681,33267.89164025648,Divorced,Male
16.89572629418401,54,5.146715209997119,42385.31437292298,Married,Female
51.28056230532224,68,43.71389508154462,23357.449577324274,Divorced,Female
79.62929099439114,63,74.71437565623654,89780.11573281496,Divorced,Female
