pricing_strategy,consumer_confidence,Sales,demographic_factors,promotion_effectiveness,advertising_spend,Season,product_quality,economic_conditions,brand_image,distribution_channel
29971.56349096297,0.08965418148901841,4778.539730052791,2,-0.24892868651268907,3192.082427203221,Rainy,6.936236545709635,-0.529176171240519,0.19642297383528842,Retailer
48441.15558468413,0.8720352947453726,5352.31195701638,0,-0.06008043341301068,6770.864178097613,Rainy,7.407180136129374,1.408177986252215,-0.2874117568437928,Internet
51520.35448989564,0.8235512254555261,5218.442426694709,2,1.8207400301982493,5407.515284609455,Summer,2.312663035148284,-0.7372710481112807,-1.05005421934018,Retailer
71571.5255244959,-0.2868979788587991,5290.155314095385,0,-0.5951900961506557,4450.706131498162,Summer,5.61706087313487,1.379878849614346,0.017671830303014016,Retailer
65767.57126527924,-1.3771014271087285,4288.731428878796,0,0.02700881191514434,4884.835578828035,Summer,4.222508077581297,1.4863609566939675,,
48187.65683912348,-0.2774560956506996,4850.394593290139,1,0.24723355436590416,7033.946286004245,Rainy,2.4132688782561744,0.44067365558362026,0.2743184086615475,Internet
40597.050644302966,-0.506705997878107,4598.202529581341,1,-0.01234697648495717,3290.9994968541523,Summer,6.280887091168836,0.2993868105354428,0.09818677249814124,Distributor
52685.94602019228,0.5792858098065062,5495.8156646406405,2,-0.35766442639738893,7675.557685170717,Summer,3.140411038236196,-0.6119946059735583,0.10469991718624126,Retailer
76985.78163365382,0.8242636762593462,5079.848537337399,1,0.04723508434411931,7249.869579300652,Summer,5.826327967936171,-0.1313461187434423,,
50155.099258105874,-0.9913138358285847,4542.607230692744,2,-1.1044891729377606,6226.897940250181,Summer,1.4313075059281228,0.5327994133367386,0.6132809834308447,Retailer
54915.55024503123,-1.905086606739329,3693.241571225443,0,0.5677414966551362,6377.258536369307,Rainy,3.457780100890723,0.04403931031810199,0.3299819210847941,Retailer
65188.105823790844,-0.3966369964964603,2857.8027347889592,0,0.2968962173906529,4790.911571694429,Rainy,3.7708092182817947,-0.3048500969727446,-2.283094447781353,Distributor
43777.352243698995,-0.46418706447904556,3333.003520654003,0,0.7490023448236313,5759.169539672663,Rainy,5.475607812636876,-2.417641553213765,-1.181196484415463,Retailer
47638.6461450574,-1.402171459727848,2240.6251596426387,2,0.04758775193402834,4331.085518754316,Rainy,2.6672430069034276,0.7619726270853381,-1.3535765821517243,Retailer
62448.035576943505,-0.24603161358290812,5000.925772377415,2,-0.22530722376522586,5482.898928234673,Summer,3.337247130237495,-1.744418228775188,-0.0815834161412108,Retailer
75762.17393929453,-0.24244335926933552,4406.753453569233,2,-1.440163651437351,2851.768189790387,Rainy,5.153369497461843,-0.15311275117500533,-0.5079207864323327,Internet
86253.50312896151,0.2787453237941092,6924.820906863328,1,0.06196136189021533,5743.677680073496,Rainy,5.186569024717162,-0.21434399002492902,0.5130701494347757,Distributor
58318.08602741096,0.2401777904208609,4042.5280639172815,0,-0.9727174402532027,4297.134084801185,Rainy,4.837348440662218,1.1030194279601755,-1.3079532302425014,Distributor
62048.833187051554,0.021441225507319753,6470.959511509512,2,2.4213058103738883,3571.563089192674,Summer,3.232646534137706,-0.1870719356841668,0.5728026076836027,Retailer
49739.176212758466,-1.9408666586778773,2557.580804988867,1,0.206483155644431,2841.656949651754,Rainy,5.3333115798622,-1.4032848698326694,-0.9830260060816647,Distributor
79600.64249055792,-1.3897382568935734,4395.238583615222,0,-0.27279653349877975,5592.463316935759,Rainy,7.139088506757643,-0.307663363951939,0.06391913466889461,Retailer
54711.46529048776,-0.3747760391073867,5579.637084632731,0,0.967359752269245,4567.193684886757,Summer,5.96153278713578,-0.31301807308983276,0.6239728656036906,Retailer
68587.92319101123,0.37123572334191696,4153.488481827938,1,-1.312211622544523,3919.068745016978,Summer,5.847430262594357,0.6175911757664453,-1.3510428660529934,Retailer
49379.675783421604,0.035432049756907905,5235.585464707986,2,1.7223987395372795,5153.593759443492,Rainy,3.552712326243112,0.22962992529644516,-0.2896043906044643,Distributor
72360.42496417311,-1.830109828026167,3901.171720985496,2,-0.8136863888301112,5622.7687814354795,Rainy,3.4314071048825587,1.100124001784521,0.298413484221533,Internet
61400.19967523087,0.3493078916130416,6355.827215334208,1,-2.8197914713906975,5339.613549046951,Rainy,6.066700439627224,-1.1366120836822244,1.2578235430935774,Retailer
73371.51752148819,0.8290110101134275,6010.00785095983,0,1.0334323053495615,3893.756221617743,Summer,4.533277864147911,1.2167030534047116,-0.6412108890269269,Distributor
44833.2361488456,-0.3914605731427864,3734.484445430174,2,-0.4400815829960598,4968.723490046218,Summer,4.791601040821154,-1.014522770586252,,
39259.1663108667,1.166711026204832,5030.899934594038,0,-1.393070708622038,5869.65360907637,Rainy,2.5460247573124644,-0.054582275099499235,-0.8443831139155298,Distributor
68167.23549730895,-0.7595842242459853,4974.8938180765135,2,-0.1842544721297398,5045.093422752391,Rainy,5.2243503641790445,1.116229688586975,,
64827.08287668204,-0.2647606862727877,3835.412078169523,0,-0.23388664170484938,4857.042774820389,Rainy,7.678212366951681,2.8847626144418297,,
81129.02269922328,-1.1727564050460417,4571.91565409844,1,0.09383041802425927,6040.919625165381,Summer,5.487242882562187,-0.017877132342434723,-0.37419501126566684,Distributor
44453.594686466684,1.6565225778176909,6565.084673937448,0,-0.18420226977124782,3212.9389945953626,Rainy,7.477325620118947,-0.4774203819583639,0.10521893139774782,Distributor
57918.44033650529,0.6532945311314856,6874.815566351039,2,0.9895001772042147,4946.261596800828,Summer,4.5072919280637365,1.0355189431266694,0.8876130109701645,Retailer
51613.014227276144,1.4973923253370474,5169.469030096722,0,-0.4778960004519682,5803.967156929535,Summer,6.403323539999635,0.5148547782806762,-1.1619108424479812,Retailer
44409.502378364894,1.1374650214965758,6776.8727284451725,0,1.8740982440203824,5685.884332237732,Summer,5.968683031394386,0.9158184670209064,,
58470.79200694741,-1.3949123658091036,4274.824621369951,0,-0.171373255004472,4925.017836954469,Summer,3.9588888689383253,-0.0029519134904128588,0.38850800599882124,Retailer
71547.58579266877,1.8309674129927236,7193.946836238878,0,-0.7158754332107683,4769.564592116779,Summer,6.056088404436535,-0.2264080705516844,-0.09893169624530808,Distributor
