Age,Subscription score,Gender,Brand Royalty,Household Income,Marital Status
33,-0.44090599050355195,Male,14.645413399809037,46315.58257132777,Married
35,16.89134736604558,Male,25.849702159535745,57721.008593213446,Single
59,58.93212131967279,Male,54.23474204914252,88425.03682181952,Divorced
74,25.816033344021104,Female,21.42214094461089,184745.7107135127,Married
62,32.44549848618683,Male,48.1049069292547,84755.51359475682,Divorced
74,1.3353791105948805,Female,14.487912714390813,177756.04063038717,Single
60,63.70482225545193,Female,55.39945894647037,69299.5176045962,Married
24,96.74424952531312,Male,90.63973838253662,65900.35907220311,Single
36,89.74823242831926,Male,92.60802322054306,79437.23991095313,Single
64,63.49450615856195,Female,52.46227804477857,79316.79003404247,Divorced
32,5.185468707447649,Female,19.894308797178407,51996.454137754554,Divorced
33,4.773455468311335,Male,11.926989081722269,63422.18362227464,Married
63,61.06612286540212,Female,57.93742526927856,84323.01793825062,Single
60,42.74633578019376,Male,53.0895209356741,79800.94880429181,Single
62,43.39342322062248,Male,56.181676423673764,96985.68106689061,Single
71,31.7271068323184,Female,8.23083471561424,188374.6481181811,Single
27,86.89903786582099,Male,89.62928466143218,76639.87700923273,Divorced
56,45.69484799532831,Male,53.02183680199346,71974.11891732716,Single
38,5.0246813079405435,Female,13.696935938135294,67406.73851704961,Divorced
31,4.138323094051912,Female,8.879398682090468,48578.40377855176,Married
71,25.323884810667238,Female,24.53425668665531,171623.0666887876,Divorced
62,71.62377996986733,Female,57.574725074204046,84362.73313638885,Single
29,100.9504902488268,Female,84.17123416648826,77717.09962185341,Divorced
27,77.74167179795008,Female,84.83666707511742,82721.10719400342,Married
78,49.17201806900147,Female,21.302595509155296,176577.28138572015,Single
74,25.452780988713826,Male,14.493166217205363,183412.54222161847,Divorced
76,17.047281396015336,Male,13.695841648265734,176272.69481838244,Divorced
73,27.930602007471176,Female,24.812368944846966,172458.9488159591,Married
75,8.77426859429808,Male,21.099108692974017,189566.83813138056,Divorced
57,59.82298651461476,Female,61.16853217009915,63579.446657190005,Divorced
72,45.11756516502636,Female,20.043167298262755,166303.3096912647,Married
34,18.289586106422373,Female,12.243079611494256,43110.750227863275,Married
75,13.935368931913173,Female,26.62213979007377,176605.04689088755,Divorced
29,91.09083949637075,Female,84.2977465062692,67062.04341289811,Divorced
36,14.355779819775135,Female,16.98044015042454,60011.93402013561,Single
72,27.841423636586498,Female,25.798092083773646,170926.81114035944,Divorced
56,36.8046425914802,Female,46.80125738944664,88807.61940086202,Married
28,77.14648461910244,Female,81.30207561471886,77312.13731239657,Single
35,3.0007907399736995,Male,8.05162624090552,65525.74733104597,Married
62,71.94273599226685,Male,55.6667683587807,86325.37804665603,Divorced
73,16.154390603054974,Female,18.968775004557695,164370.06034638823,Single
33,103.17904893885667,Male,93.42260030531612,72525.56169806064,Single
73,23.276961459808312,Female,14.740361747155372,167843.38414592293,Divorced
27,95.37615370202786,Female,90.01455791179781,86303.38118007808,Married
72,21.852530469671958,Female,13.074626272507217,182062.43333350963,Married
28,70.69744423563981,Female,86.73900349591366,70065.40848833058,Married
31,22.61520736176297,Female,15.939534608879523,72937.95126576177,Single
29,92.00239127475677,Male,89.52654935213667,66624.74121385507,Divorced
30,107.81226251584326,Female,89.18881919764486,76923.44462745203,Divorced
31,66.23615965158612,Female,84.737541781326,78840.72972956969,Divorced
65,63.9515127820264,Female,61.221225377568295,72303.22412885769,Single
26,71.3852468177334,Male,87.03511046211977,61967.1322989747,Single
35,31.85079657252078,Male,18.747720780285793,62425.322818668836,Divorced
31,10.140385874675824,Female,12.794869809257651,54887.96942649169,Married
28,91.07761082479404,Male,84.0228471238323,65554.56517243166,Married
60,59.754364830620304,Male,52.66168407015286,87010.74088098819,Single
37,9.118872991535456,Female,14.9921167558409,57922.296310482605,Divorced
73,6.14001621857017,Male,12.67723100658089,175072.1191717059,Single
28,107.97246383589939,Male,92.2437703313206,63838.780908240944,Single
35,16.774904871356604,Male,18.25420188829096,65571.58316048965,Divorced
64,62.86814200375178,Male,64.58090980280966,84743.87124939638,Single
29,72.98303831800773,Female,86.98496868153225,66307.31336168371,Married
58,69.54369575768014,Female,50.811810456203396,83598.93855951607,Single
32,100.14597383504562,Male,88.8782746937644,71469.90632353147,Divorced
32,19.444827153500142,Male,14.412103712305672,51860.12661439189,Married
30,74.18095315592582,Female,78.82932999618319,61209.67335331406,Divorced
75,17.210585650900533,Female,8.244813792712637,171034.8983021417,Single
73,22.07210353825198,Male,19.180364487910033,168371.46031675325,Single
60,54.12833953158948,Female,52.301111239926165,89080.16488366337,Divorced
72,8.067251521147295,Female,14.17754935087262,174645.1218319091,Single
72,19.881555553255215,Female,15.86935748322282,171582.50109389256,Single
32,19.99352599857315,Female,16.053193789534575,63197.21491945636,Married
34,17.39797047038838,Female,10.63461948699862,67298.11282458951,Married
31,17.422405271398972,Female,29.327610499214444,41373.285651485945,Divorced
30,88.21966552888631,Male,93.27934758234728,86300.01523010046,Divorced
35,18.21813177066092,Female,18.77452537302457,47953.54489904856,Divorced
29,31.23276265312618,Male,8.997499774963178,53838.90164849567,Divorced
35,23.872873277042853,Male,17.4254757961693,62702.960659601,Single
31,20.36080769184799,Male,13.129231705817329,49698.917279048066,Married
31,94.1406706563558,Female,85.87598522197297,80581.80062593377,Divorced
30,85.63320805391545,Female,87.3089548788314,75811.66769393178,Single
34,28.047563169589505,Female,17.855459979904037,46594.69704283004,Single
32,11.625103064493112,Female,20.761816276786604,70633.78630600197,Single
31,84.30352810345701,Female,83.02286772029072,76339.09877789262,Single
32,65.20367038022036,Male,79.7983848039203,79236.37120478976,Divorced
76,15.300666741677254,Male,14.029776116324374,182971.0895293889,Single
61,66.47114516511198,Male,56.31582065899947,83955.79336692678,Single
67,61.25980894824766,Female,61.40315507095087,86878.43693151206,Divorced
56,57.552717153503,Male,47.16453288297892,72218.81669327011,Married
29,69.69460605464053,Female,76.33003612145538,74168.54762334988,Married
32,-23.442418456513945,Female,14.19678506453982,57863.06677435002,Single
63,71.13477977423591,Male,55.466109024760165,76303.76904737734,Divorced
59,53.563903835240566,Female,55.732161235241634,83825.92970641959,Divorced
74,15.892885838098067,Male,17.488530294744447,169681.56949290432,Married
27,84.57906647046404,Female,77.65191770581248,60994.51757761909,Divorced
31,78.57824203791361,Male,89.97030766637471,84497.0267395835,Divorced
73,25.736119083704537,Male,23.12672202718194,181938.992281533,Married
31,74.09518022444485,Male,83.1227076729478,65294.60787251584,Divorced
58,61.784599227037106,Male,59.113146527561376,75955.79012715898,Married
27,93.50703441993848,Female,82.10634890516863,64209.53221700348,Married
74,17.71337013831488,Female,20.19176879287581,179979.2334869674,Divorced
30,89.1722964174797,Male,87.17603628407005,59961.181136499676,Single
62,64.57891264309835,Male,60.726425752792764,88356.98030221381,Single
29,85.51618531617031,Female,92.57355700123375,70643.98728984142,Divorced
60,58.80540425288745,Male,55.805543959027275,91027.5901173752,Single
33,75.83785097968715,Male,88.40573166570061,76017.76168507512,Single
23,91.64666388124888,Female,85.58579276953631,70480.01908210442,Married
72,18.253340184345184,Female,10.295258185996069,188714.71433281357,Married
27,87.92593384438815,Female,81.84323172802041,69972.92169667606,Divorced
79,3.464818336307248,Female,18.753389596627873,186800.13601924753,Divorced
72,20.522799036490778,Male,16.302627274727563,166774.82484022187,Single
28,89.10892255777527,Male,87.25226623520177,61323.928643728446,Divorced
30,58.94342751867856,Male,80.58402518439024,65085.75982427351,Divorced
65,48.34336508019475,Female,55.835700663454695,73182.76471252232,Single
30,21.54196096110065,Female,12.183799024602227,69294.2963595424,Divorced
60,46.64672429754148,Female,50.232348278343935,66416.1090848869,Single
74,34.840664624661,Male,23.41050404634155,165410.58940590254,Married
61,59.97473731397758,Female,58.75476255964088,76067.76690637556,Single
34,75.0538936631397,Male,84.34616384711634,69906.51302873887,Divorced
32,23.066440947913165,Female,14.828911437660636,49627.59548275631,Married
29,81.60818268751446,Female,87.48778805942146,69338.24601655631,Divorced
28,87.67286404563554,Female,89.07097624229999,71958.88438091459,Single
73,11.566554590092087,Male,11.218263292615731,176788.3339369371,Divorced
37,16.040477196863872,Female,16.276979019430655,56240.51251753543,Married
60,70.63973016718802,Female,55.33691104209723,74364.79408768055,Single
35,13.652646975934232,Female,14.992339108518895,52853.68046504844,Single
63,32.380224446601964,Female,52.287997678925464,82805.3034253334,Divorced
29,17.902393525167994,Female,27.83451229728868,62987.90678861993,Divorced
26,74.40306921037066,Male,89.72474513549432,79031.00002559295,Divorced
77,22.793710086429787,Female,29.24609126568231,186083.81271606835,Single
33,25.677204948293145,Male,16.541388346154285,55255.73546337221,Married
64,39.769425974655064,Female,57.095055897016486,86957.26914803972,Divorced
29,89.14729709866391,Female,86.44898753360795,65826.84156370084,Married
63,63.32823955525605,Female,52.05755582112138,88561.53983270974,Divorced
72,-4.715266712248749,Female,18.390108746974583,184898.99751083853,Divorced
32,9.927554546675221,Female,9.156530873680225,62632.24264131133,Married
60,55.986755977825446,Male,59.65690075106646,76467.28666042039,Married
34,42.312917597298146,Female,20.19581477258234,59637.57095548138,Single
75,26.12755731831812,Female,26.482775053668306,166273.17531064257,Single
59,78.62503095422362,Female,61.392051096111445,82662.79502994336,Married
64,47.140497780643415,Male,58.495475236751616,81120.88705390433,Divorced
57,54.171417540782635,Male,53.36248342872153,72353.78894855347,Married
77,21.26098114388654,Male,26.151175076557706,178519.0216437891,Divorced
76,31.39511803132344,Female,18.718415118372352,176663.3767266235,Married
30,18.009518599101405,Male,15.532962809172062,53570.89819150427,Married
30,8.478623828436033,Female,10.299264835176213,72170.96018353783,Married
33,21.421380703519798,Female,15.850296457914933,40500.90927832699,Divorced
59,54.54200809482532,Female,50.83481808108247,88535.83840042067,Divorced
