financial_circumstances,promotion_effectiveness,product_quality,pricing_strategy,Sales,Season,population_variables,advertising_spend,product_awareness,sales_channel,consumer_confidence
-0.7181481026989972,1.2943985638262525,5.857615805097872,54226.96299550396,4242.018063912368,Autumn,0.0,6295.805090846202,-0.4958546637819723,Call center,-1.3198121298064074
-1.839018476921132,-2.283921648630524,4.306964363624128,59910.91115117757,3045.585519375179,Autumn,2.0,4645.50180349485,-0.8465844085765681,Call center,0.42900089071389136
-1.2378629952480638,-0.2871575008009396,4.371952978052846,51109.18289970819,4278.336550277611,Summer,0.0,6432.523007590043,-0.6598069369436658,Call center,1.498542528761175
-1.0530134494717593,0.2588667375259844,6.11909601912985,15000.0,3222.0600421239496,Autumn,0.0,4798.055360524022,0.8902164370268443,Web,0.40189564647989806
1.3690240706404577,1.1554038804481441,4.8496320451761425,62351.75980915338,6804.7652790934435,Winter,2.0,4541.742560311115,-0.04189818155283236,Call center,1.2815980210697986
0.9815244944030944,-0.8859549439752568,5.6603875269378205,73823.07019708668,7082.489878408479,Spring,0.0,2005.8325121562066,1.7420286527282203,Call center,1.4053309094665778
-1.8998917608196855,0.5501121110473738,7.564743972602793,53858.54447646326,4117.733849577566,Winter,0.0,5652.956811755457,-1.2821744964907367,Call center,-0.04282208533726148
-2.0421681122931505,-0.8948779852919987,5.277124123374918,60512.15931819098,5118.763534610352,Autumn,1.0,6497.882531682529,0.4181971652040547,Call center,0.4507418902212335
1.6970439143194649,0.5535602379523137,5.744248675073852,55000.98207886335,5303.323343715699,Summer,1.0,5567.915947829765,0.05305212920509186,Call center,0.6990362457560283
-0.32052777341023936,-0.9608709033381118,4.960150166700249,36397.84618615464,2537.239775729137,Summer,1.0,5959.183715431242,-0.5232741774007128,Call center,-0.3132637316430085
0.9322166358147709,1.6365717969324058,5.78934416154398,69539.24781723203,6592.0649859194045,Autumn,2.0,3978.7449291061967,0.24604897028775993,Call center,-0.7676323191469949
-0.24235046331222815,0.8773774338350888,7.018624787489764,58721.247414507736,4634.135825757145,Summer,0.0,6414.27666897942,0.486344773399866,Call center,-1.634439180329166
0.7815213133694444,0.1746777958138755,7.149533329489822,52885.90126293946,2698.2624460620177,Winter,1.0,6013.821472216694,-1.4421846372223217,Web,-0.8187623387254399
0.07421194247594845,0.6746010085397527,6.902765901206015,62489.14753104697,5677.165023719339,Summer,1.0,7473.497724117673,-1.4455943442590484,Agent,-0.6253805489982809
-0.693126036489015,0.619670590175532,7.082755208358332,60708.94106630787,6147.97340748772,Summer,2.0,6226.665785184772,-0.3352651692459326,Call center,1.6463913630437796
-0.06004882315413557,-0.06385739897643652,3.799212055202393,73276.66846274538,4791.900557700807,Autumn,1.0,3594.849006246968,-1.2318435388984235,Call center,0.43172112524421796
1.149116377824717,-0.3361603216791768,7.1032732534629055,58793.907819864704,4725.63702633688,Summer,1.0,6511.228334444624,1.1803157651610166,Call center,-0.8652347492057473
0.5103780715174613,0.3527662606747417,5.500059810890694,69781.17896408377,6052.747642420667,Winter,1.0,2910.618810132978,0.8400616751985654,Web,1.3914772454232684
-1.1644215799733901,0.6250379508335271,3.166387135297731,62584.79467709474,8166.2023978915695,Winter,2.0,6210.071448966268,2.3745717547878233,Call center,1.5298247476690867
-0.30016258535517026,0.13547100367254455,6.8175733389247,47728.76441669853,3428.3164550791735,Autumn,0.0,3864.5753156360142,0.711205719031089,Call center,-1.6773900214029867
0.0773004136014586,-1.8391379039788245,5.5758257671558065,59075.28093875149,3583.440277842369,Autumn,0.0,4348.524558777476,-0.6461466269739747,Call center,0.4621505078724381
-1.599312979216286,-0.6803241302627685,5.411170650387189,58777.31499761304,3091.7449114669726,Autumn,0.0,4424.873847355462,-0.8585751467832611,Agent,-1.907076777385345
-1.503431090917714,1.2338702602205684,5.1586623990008285,65089.1470710518,4727.410146479055,Autumn,0.0,3095.661819056888,-0.9437247101467787,Call center,-1.2345757886325959
0.6731836113579456,-0.35374752981876223,5.533782925469043,43563.70129978184,5746.012826552245,Summer,1.0,4404.50820635456,1.2444549824471698,Call center,1.0547264750421042
-0.9699452876667561,-1.0417152388969346,5.486598949608254,50359.43599221863,3939.2538390042528,Summer,0.0,4649.63627074557,1.576728042205118,Call center,-0.5105858759433184
-0.28326012877102325,0.7051151999414493,4.305975267327719,66667.55734022433,4361.8833823847035,Winter,0.0,4780.898875694569,-2.225785068765673,Web,1.5867797977608455
,0.44480168716141916,5.445122069669615,56358.175430386655,4881.373707068442,Winter,,7155.086659401572,-0.597243893728223,Call center,1.14321589606464
0.26628070214004396,-0.5145614678936701,5.994158858415464,55992.12795372482,3609.73841862405,Autumn,2.0,6844.645977606278,-0.5489211473693539,Web,0.35232478449839605
-0.409574239530199,2.0156667507004866,6.681853630379935,49202.18976097321,5099.126757320413,Winter,1.0,6368.289565183472,-0.7796200517665379,Call center,-0.33628639911813396
1.1610894007380768,0.12452989797537986,5.944815664351672,54251.190837926464,5999.220941541039,Autumn,0.0,5862.586726394171,2.1091744599338855,Web,0.799142408781304
0.2921484142930947,1.2944379582717263,7.853210777193279,72414.98906374369,5770.765823488924,Summer,2.0,5041.283585192474,-1.0160867197998769,Call center,-0.2832942845062373
-0.8950003855297775,0.3661646288570233,3.6486895665930597,49479.52625252657,4757.302307763073,Summer,0.0,5408.170929760913,0.8908061021633901,Call center,-0.56965918117029
1.8298872589518151,-0.421911201854511,7.02581332912717,52382.87995634746,1616.3740533905002,Winter,2.0,2145.1115235157754,-1.1648815350906203,Web,-1.7755218210004264
-0.2623704331225358,-1.7683382338125644,5.1818747854593665,53665.981970155626,4473.923700127436,Spring,1.0,5352.710537764307,0.703698169764373,Call center,0.7786203977954125
0.6994813153165194,1.7392388409993427,6.497408517880783,45182.55305239907,5520.240574731779,Summer,2.0,3199.8605675329545,-0.840838658841252,Call center,0.728392724400199
0.3206346536452143,0.9698836584825274,5.17075376264873,61554.48406546471,2785.4717581199466,Spring,2.0,5843.01239978496,-1.1721106169859579,Call center,-2.273002152168403
0.43765880064106577,-0.5448545014900984,5.861659447692032,72893.28068537905,5923.927881829346,Winter,1.0,3213.059735775035,2.172828395418461,Web,0.7508417376095484
