Gender,Subscription score,Household Income,Brand Royalty,Age,Marital Status
Female,36.94715829553897,143910.60995818832,45.6365228838799,27,Married
Female,26.66094251785088,121812.94979846076,17.330698529466765,47,Divorced
Female,35.32593733096297,161504.1205292359,25.12205958849694,48,Single
Male,60.59133381215467,89365.85555553924,73.7887314875299,73,Divorced
Female,55.84971789051232,71434.10590480122,74.27181608155665,72,Single
Female,30.137907256016405,142019.06894250558,23.83142035355822,49,Single
Female,40.3807978558993,174683.71494591993,45.90752063542689,28,Married
Male,4.449109146393106,118338.06527091324,21.303544539962182,50,Married
Female,100.55084765673261,134701.78302676923,90.15578286296613,62,Single
Male,-0.23908625505656644,133301.45158821612,7.663131448857207,28,Divorced
Female,42.16274768392741,157659.77395069945,49.05485247185405,29,Single
Male,55.73222901163937,134386.90827674547,53.645340936034465,29,Single
Male,34.68567512269428,98592.32745699535,8.400920821570914,25,Divorced
Male,71.06449021459127,98180.9218148046,74.52850836402669,74,Divorced
Female,76.7547292012744,58040.30482049691,71.32076926930714,71,Married
Male,93.95914707142377,133137.2872834244,91.07909373790847,61,Single
Female,17.864365983468346,114753.52959911368,18.428493206314755,25,Divorced
Female,74.94084311972519,122685.67104531304,82.97359590061592,61,Single
Male,66.76170915713887,149628.57390857363,55.90544148847513,24,Divorced
Male,69.4173493457158,88481.76674530696,68.52860884160353,75,Divorced
Male,96.72668102518932,132292.19472132082,85.93372519273426,63,Single
Male,16.296568525749247,144732.38086893552,24.53623340252766,40,Divorced
Male,34.284877892424056,186385.54163977312,26.460815183397894,48,Married
Male,20.44877235966061,139641.27041415984,23.693048484276503,56,Married
Female,22.04934024755181,125451.018729695,27.53392635683076,48,Married
Female,75.3843215843256,159574.3307044265,81.91337120799922,63,Divorced
Male,67.28100354681156,67616.71687904853,76.6776529391381,74,Single
Male,83.94916205486037,184339.8706707261,85.82396425598719,62,Divorced
Male,21.608099899962063,135525.5405753474,22.889375449236084,49,Single
Male,57.63687860979938,85653.71646370037,68.13414275584633,74,Single
Female,65.64065882578048,45722.760343903035,73.27904661362565,75,Single
Female,70.9789886080184,44736.33535191031,74.00911837438167,71,Single
Female,107.9097684570778,143768.7081709316,87.0142028524752,64,Divorced
Female,0.9244987659688846,99273.43507361648,9.796659953224747,26,Single
Female,23.108438014742358,154431.97947844354,25.40148015890918,44,Single
Female,40.54380873587307,141956.42378618533,51.31521283735982,29,Divorced
Female,61.31394849812432,152552.2012615436,47.85433378371569,35,Divorced
Female,14.09619453576591,124564.57505933127,27.678178920029627,42,Married
Female,31.724126043409505,142815.35120494137,28.183345744476448,47,Single
Male,21.1459540065182,179853.37776915473,19.95949756515315,50,Single
Male,79.70888188638584,180896.03865988154,88.03468563851978,67,Married
Female,87.29182032912632,117742.2222098921,76.68927405595095,74,Divorced
Female,52.176304710928974,149511.5174264318,58.72256043590227,29,Married
Female,-0.35893048118952287,143024.45133554714,7.938244135812134,22,Married
Male,90.7622999291109,52113.39264562489,69.4601476950864,74,Divorced
Female,79.0122722465673,129902.98208667185,81.19999054017451,61,Single
Male,37.90246794106725,185069.81902200854,48.97074888218356,27,Divorced
Male,69.50823108208697,102989.98814537271,75.9709423609379,72,Divorced
Female,55.40373111740357,155847.982279949,59.0476406157545,27,Single
Male,68.24937788538453,90185.5407736584,71.24712960381356,70,Single
Female,89.15842648174001,89678.15698152641,78.74917008596822,72,Married
Male,94.30989558926659,182025.36710832952,86.46273915111699,61,Married
Male,81.59561155785931,116838.22852092274,94.68801226911884,60,Divorced
Male,90.98578802603119,119416.63796006254,85.50316449625082,64,Single
Female,71.40034679924008,144898.34813794142,93.001606221819,66,Single
Female,77.25388471206404,46337.036035100915,81.90078471370018,79,Divorced
Male,22.679699839593415,121889.95139449264,18.964115389827683,49,Single
Male,83.54405953589054,101086.17009736861,73.25719973280681,75,Married
Female,69.19529920218653,176956.75460323258,90.62009559260522,62,Divorced
Female,38.22754158415814,171122.3772579963,24.25185731713393,47,Divorced
Female,35.617003303103616,149143.71052150612,30.02623048792475,48,Divorced
Male,68.19831211054371,61634.50537984316,74.3028221678277,73,Married
Female,19.586161494423575,163985.09908399178,23.568224413156397,48,Divorced
Male,79.65166589999428,150577.9691586335,54.47386332716091,30,Married
Male,79.24846349302894,97778.39467936796,77.01208203070388,74,Single
Female,12.630890052450765,152259.83863937893,22.03774162120225,46,Single
Male,67.60511185263158,93146.96118442238,73.38581975464601,73,Divorced
Male,63.76605768810056,84500.24443768995,69.91175721873951,73,Married
Female,104.84363086704963,151278.47606364943,95.41867874555322,63,Married
Female,5.608516229966224,137759.53850061595,4.780848969597294,26,Divorced
Male,56.043656708149626,183212.81223449437,52.69706134159288,28,Divorced
Male,73.78141244779228,74341.41891540893,75.49921683705355,76,Married
Female,86.05288885760521,163892.33084735496,92.84598945749826,62,Divorced
Male,59.84382542975755,74428.88679269554,73.06687132651224,77,Single
Female,30.284733813294984,176131.3993277936,32.47828719118593,49,Single
Female,93.83141625001979,143811.25736700156,89.40741113988736,65,Single
Female,22.437573531609264,142751.566441645,22.458366719599926,44,Single
Female,35.83416120652866,152522.78796653432,26.657229011835497,51,Divorced
Female,38.878915778554,158468.26682123647,42.277788830952964,29,Single
Male,78.51095768237612,118963.04872336626,82.86244649910708,62,Married
Male,48.76095793302042,152447.33762358653,58.64818272273233,29,Divorced
Male,59.02342037556494,126334.00846335547,49.397454128413194,27,Divorced
Male,48.12099201213502,162940.4279719001,53.65486140221305,30,Married
Male,28.29416654692528,121726.87062865731,26.345258229359118,50,Married
Male,9.111055203554978,137990.61775723068,17.039976378169,26,Single
Male,2.8664817931140893,105090.42733266763,7.972755629044464,24,Single
Male,9.685355493777966,129658.96423360817,21.349765463408943,46,Married
Female,14.94991658590713,132412.76851377697,14.380475863879674,26,Single
Female,68.38594678620288,93919.09889943237,71.6726407902255,69,Single
Female,21.402915258824407,155228.90716980776,30.797567996332962,49,Divorced
Female,-18.351788721522492,132172.87850236206,6.693342185591078,25,Single
Male,71.18131400977303,92935.98262288024,68.7154955223532,74,Married
Female,25.039356928055742,157289.88421980734,25.835286407872914,46,Single
Male,60.92901890778751,71549.15553604116,75.62799279610368,76,Single
Male,33.37259084423799,163726.34068457366,29.604146457365083,46,Divorced
Female,50.49277058333498,147047.91979513876,41.41849359205821,29,Married
Female,72.8333979269157,64640.76059824265,76.67554780663531,77,Married
Female,9.423321482588584,103974.39367819497,11.141324333391793,23,Single
Female,23.18866428747961,88469.74975963123,13.498441450349844,25,Married
Female,62.81984975470892,92392.10910407016,67.46498185025965,74,Married
Female,80.84447273613226,108786.84822874439,73.54460765707368,73,Single
Male,13.466395228265677,130365.16198210082,11.227153807614485,29,Married
Male,13.73580585096155,153509.40662865245,23.485270954554085,48,Single
Male,88.94444732107505,120911.89319497804,95.53506655098586,65,Married
Male,99.39539318280552,115170.32175413896,91.28355663245132,61,Single
Male,23.99025758041624,102529.8011767366,15.272650009634276,27,Single
Female,71.45111731234134,110536.2566684355,69.3211729356903,78,Married
Male,44.6668096144682,147568.90184403627,33.44997979741824,47,Married
Male,16.141310589876365,121024.37557119736,18.531788449166868,28,Divorced
Male,77.37569199455235,85676.97151226611,75.07595373367214,73,Divorced
Female,69.16487986597306,61300.711983001034,70.70214814551613,76,Single
Female,16.26942087904893,113136.19060677252,40.873181011920785,27,Married
Male,13.232448164595981,100058.18853001056,10.990230427196458,24,Divorced
Male,75.4769097110225,58215.32629024045,74.34815440886061,75,Divorced
Male,79.09204539071979,55716.87775651505,72.6477627664178,77,Married
Male,23.363477221084157,171969.38988113662,22.387668392129807,48,Divorced
Female,69.67651714083547,126291.86693182605,87.2265745441243,64,Divorced
Female,12.699981301862564,127613.30388018294,6.539161555907434,26,Single
Male,33.21986199630028,143172.13507940542,25.62468500895682,47,Divorced
Female,87.8267107036982,65791.43929723058,78.21916849533262,73,Divorced
Male,25.29005079186494,125572.70385925713,12.955666061938771,23,Married
Male,8.198471980115448,101499.98028806777,4.455947179885385,31,Married
Male,110.714305371247,122535.8434236673,89.68415444916869,68,Married
Female,96.61060942688006,147645.97682057534,78.31575567214354,65,Divorced
Male,92.46590853047603,120855.9011944047,90.03533382659899,57,Divorced
Male,82.95044697464212,139416.33169073233,91.08057965463331,64,Married
Male,40.94357278775078,149188.0047392568,22.749421173459258,52,Married
Male,79.25086787785034,110568.853254849,81.91048189231576,60,Single
Female,16.81539987995322,117722.67761635812,24.23815307551735,51,Divorced
Female,2.255413832530401,120044.30434895186,12.51685821280038,28,Married
Male,82.43336222128112,126837.96915005211,85.98086331019255,65,Single
Male,51.25170867267826,134763.11346773565,49.90632029527547,29,Married
Female,-6.250553543400871,100690.88374659643,4.898899839466999,22,Married
Male,90.37753717504977,120271.6704710233,95.31882893263582,61,Married
Male,36.35645661837654,172679.59820538727,23.20380192137811,49,Single
Male,32.69553371589359,149271.55936964517,50.309081929566446,26,Married
Male,49.335570494397736,150135.27987289097,41.323431927068555,32,Single
Female,10.609962608854586,126527.54289954092,4.30471375188484,21,Single
Male,34.09505031010798,146966.10599101556,19.423460355304293,27,Married
Female,3.8212242922019763,156247.49837059047,8.72196725611343,26,Married
Male,66.58121493220075,78200.15853751583,74.39924578052674,75,Divorced
Female,65.5485771287126,48186.058062907425,71.76758323693313,72,Married
Male,6.09728837445239,154117.62302143883,12.27612776465643,25,Single
Female,69.56550965887587,156616.150557977,53.66325279002592,30,Single
Female,75.9121145728213,147606.8435883249,85.96156666995886,62,Married
Female,72.13186975838968,84567.88405993381,71.03694401102506,73,Married
Male,96.29697000999968,132781.43791132685,89.28743366485526,65,Single
Male,9.557102366233137,119481.380468013,5.63627185041323,28,Divorced
Female,9.091413246808353,168880.4619815953,23.279091368085624,51,Divorced
Female,103.32514968666399,144046.82196347334,87.80940919551031,68,Divorced
Male,26.90331251499246,127274.02372323237,19.09243825065971,47,Single
Female,20.825855366674013,169385.58058345623,31.950021810419297,46,Married
Male,67.77503264909296,185959.3869502725,47.04725121487167,38,Divorced
Male,12.195815291205054,128022.96389907601,21.192265776976058,50,Divorced
Female,-3.367097290653529,119447.76982236236,8.595453282787382,28,Divorced
Female,85.85194010110241,82334.69084340114,75.23489309521449,75,Divorced
Male,-6.6410571282130935,126459.34730199704,8.101584265617326,26,Divorced
Female,51.63013580362031,147393.43420995568,48.80335911563532,29,Single
Female,81.71723862741992,118158.67998328587,90.576213345317,62,Divorced
Female,76.95209724455108,91690.47882035033,72.89408330822151,73,Single
Female,19.154054325417796,116890.75086124366,13.672645989313537,24,Married
Female,54.294138331874805,164433.48133831553,50.10336680019248,33,Divorced
Female,87.3942492984283,128679.9652564683,80.01220498506845,65,Divorced
Female,45.318808016993934,189388.04483781892,48.44792495295066,31,Divorced
Female,63.87644014965811,166927.23793492976,84.20710547074039,63,Single
Female,86.8610315950726,67968.90758876002,71.04198938926459,77,Married
Female,103.13366186639466,114022.6752774319,76.34530118312054,71,Divorced
Male,71.88776838482808,101354.03612136253,75.53012994458163,70,Divorced
Female,53.27105867949154,163913.98725479853,49.13975773476976,26,Single
Male,83.22026759333613,126149.54076793065,75.83418794328273,77,Married
Female,88.72140266743632,158074.0364821878,88.12358409913702,60,Married
Male,42.354377784905864,147141.1693986879,45.85865579340696,26,Single
Female,44.37282249956297,149387.95442094607,51.65818017629587,32,Married
Male,70.56864653696661,98747.44439697228,76.20447895686591,73,Divorced
Male,83.37018704187328,110098.74950091031,74.48315938908252,73,Married
Male,62.87786077384672,153104.0200366382,56.51242935466615,29,Single
Female,13.413973740624309,119027.9711566281,8.192050014315917,29,Single
Male,82.42892811799737,133589.79606072392,84.57935788608702,61,Married
Female,79.73708803275467,146123.39322035108,82.04664185478916,64,Married
Female,36.94918108595967,150670.02841075545,52.742505187712354,28,Married
Female,24.12524903218429,163949.05778615832,22.4513081409189,52,Married
Female,22.58656015265033,175910.39527968448,18.75642137530634,50,Divorced
Female,55.564511318700696,165805.43955787932,41.93950712900204,24,Single
Male,36.85572529067206,130603.0103184024,45.79806263259674,35,Single
Female,65.25529596110029,80443.89552733517,74.68034406085417,70,Divorced
Male,78.32448606143673,76802.22945769133,68.6263142729727,74,Married
Male,15.898283646505137,138312.7117118715,18.77812838199506,50,Single
Male,21.76588157519913,125997.01888371984,10.521097425352707,23,Divorced
Male,83.82554911654975,95190.84926676353,70.95544508992732,78,Single
Female,45.4508095121463,162475.40549640806,53.99057465967204,26,Divorced
Male,20.20646976546114,114087.44562607586,23.395461969727023,49,Married
Male,89.11761885247968,188382.70787330388,89.67612837402407,61,Married
Female,61.08397478876044,84020.14867717586,72.14749713605512,75,Divorced
Male,18.574162058823408,135515.5695174901,12.120588880271903,25,Married
Female,93.81780469938352,150947.43270321647,79.50829567622759,61,Divorced
Female,68.00660093175652,85822.52270035491,73.10859510886308,70,Married
Female,80.41833328240496,177395.67258808092,83.5315919265645,64,Married
Male,97.58015661183168,158836.4881109585,87.66594057997987,65,Divorced
Female,91.68538825034156,92731.96920065543,80.17386915603353,77,Single
Male,25.53777163579415,162023.60794522424,19.643257264581322,47,Married
Female,72.51629256587066,83975.9702269017,73.57461987145223,79,Divorced
Female,59.319516763958326,177839.06724053525,48.07066855253118,25,Single
Male,41.02538038638946,155996.39029904327,21.547606360520525,53,Divorced
Female,83.5747103516406,150361.41638302122,90.43830385709424,65,Divorced
Male,26.03124892646158,147469.75962408638,21.020197927530255,49,Single
Male,10.723624171886206,141743.9538549334,7.703158152271172,26,Single
Male,62.066597985403135,107810.2109349698,78.96592915344621,64,Single
Male,68.82774993395483,52286.964812810766,70.67358526557136,76,Married
Female,67.79656802964551,58194.899243446765,69.21701663856061,70,Divorced
Female,97.9075957017092,134953.4078426789,95.01446914287945,58,Divorced
Male,14.218530901357493,101318.10896952944,7.597052919790187,28,Married
Male,21.92401912695459,175873.9598917426,14.33406902420063,54,Divorced
Female,67.309690553534,124111.4738428733,69.58563073741868,68,Divorced
Male,15.54436821601938,98016.30330505321,4.899040430708212,26,Divorced
Female,91.56896693469534,159066.5101409902,86.70034754454468,65,Married
Male,89.65250970102319,155338.99873949587,90.5356668370931,64,Single
Male,12.464133675048064,119519.25375043877,11.927820954700337,27,Married
Male,86.76648928779626,129006.094031665,89.39938870853656,64,Married
Female,52.42857147209399,146245.1714712168,50.674209573215634,28,Single
Female,77.75144187208214,55529.00244804117,77.16657272112487,72,Divorced
Female,76.8031891003031,98742.53696399297,75.15899136927584,70,Divorced
Female,18.693405102270308,138051.44487217994,23.98802485042535,48,Divorced
Female,44.99666112240044,130056.5303019449,41.89972410687542,28,Married
Female,27.936853298097258,95938.09931432978,11.559062365243754,23,Single
Male,41.98853190503156,129143.34692988687,49.80419685235754,26,Single
Male,69.70500591311718,137203.71508068434,43.91882223378118,27,Single
Female,18.69505568485848,154356.56478459964,23.55424152631131,52,Single
Female,51.78327928859945,157443.198742974,52.01442070242468,29,Single
Female,67.9953659185813,87013.93624092962,75.51548438532231,69,Married
Female,65.41733999087539,80765.11281149519,70.99010817053696,75,Married
Male,27.312860053797866,146816.48746664106,27.64653211187855,46,Divorced
Male,18.79512835296594,140933.79938674156,25.2867737114403,48,Married
Female,107.0257394083484,120004.2052112328,93.06768274703703,62,Married
Male,14.52238724922894,121291.94244410531,12.236766526088601,25,Single
Female,12.38966604905942,125777.59842217062,0.8229036352567647,26,Married
Male,39.685329069123924,170706.80428212177,48.988699936269306,23,Divorced
Female,68.32858055013166,51778.60869953457,72.71319416199401,73,Divorced
Female,96.17757257573659,127285.91092850195,90.98391625738302,66,Married
Female,62.80054122714766,173676.50960017007,56.98233713261208,27,Divorced
Male,83.66440673382182,104885.38463328755,72.43602644749313,74,Single
Male,65.84593904929977,71317.2308920953,74.20111800574753,69,Divorced
Male,44.16871307257971,147180.75972020646,50.42858368589024,28,Divorced
Female,48.57953053974417,158078.60862158745,55.3703537388071,27,Divorced
Female,49.83916815681644,182324.68420031364,44.88105759507721,33,Married
Male,8.90665491302467,152958.66444939876,24.0855285676281,50,Single
Female,21.265700012899714,179998.60356127255,22.15612035486444,48,Divorced
Female,-7.523694449828856,88720.9414794501,13.694215615739836,24,Single
Male,52.76901051901839,170739.5654177803,52.41906428179071,32,Divorced
Male,8.187307293794529,132766.73013560526,10.653916789352301,47,Single
Male,17.166453132296358,168810.55540840485,20.407565477863102,50,Married
Male,32.149683348393225,139611.75103870168,23.372985354083635,47,Divorced
Female,82.83478522396577,169370.8563448955,87.63858252486548,56,Single
Female,58.72699056403044,95968.39034227343,68.84763565052948,76,Single
Female,39.169450265613946,142421.87885318158,50.29164351949519,26,Divorced
Male,17.52386873850684,172064.5301646821,22.497413735346864,49,Divorced
Female,38.497318028685136,163667.87298603673,45.48489578352009,29,Single
Female,91.94147960527127,76556.55468755598,85.76646162737705,72,Divorced
Female,90.47921188376077,152769.31399904334,84.6630887821091,59,Single
Male,62.52862040073542,103059.39373535008,67.63363753238681,75,Married
Female,85.59377169942019,186396.2391198127,84.21540600475124,63,Married
Female,2.9107261384220067,134326.32123543572,5.147870581526519,28,Married
Male,24.9177754989903,150293.1605780218,22.19556731283435,49,Single
Female,8.821980862010372,169121.27410578998,20.983236217235586,50,Married
Female,49.04630534778161,135949.434176507,51.90605083343472,29,Married
Male,7.525169039838605,127092.40101715058,11.315133189127259,21,Single
Male,23.265508109894927,129596.41188027649,20.387526535611798,54,Married
Female,36.705908587322504,156072.5249198808,30.060422636428154,48,Divorced
Female,48.43941989372576,118377.67085008795,52.670463027901604,26,Married
Female,14.293995884594763,158824.8136374157,21.12884990805199,47,Single
Male,24.87273736582998,167389.49767092257,23.40213575303822,48,Divorced
Male,30.67120605387096,124777.92144728664,45.899319680667936,29,Married
Female,30.44172885853308,136069.73012277327,30.739083768405315,51,Single
Male,10.445669717404165,83271.1228649357,9.938685223934499,24,Divorced
Female,42.83372495435604,153775.04793110452,43.582831356155296,29,Divorced
Male,54.223019340259945,130840.56514391114,50.58410101237318,28,Married
Male,10.223215831979216,111850.28766313265,10.254497170460162,28,Married
Male,42.47085421404463,129353.63180354814,45.65869850360969,27,Single
Female,14.62139633453364,133607.40982042043,20.561119373785047,50,Married
Female,14.405380600078296,117507.25330477722,8.14707736723971,22,Divorced
Female,53.411838586508836,134670.14218101013,50.91695574691673,30,Married
Female,66.8141893259877,71855.56738810835,70.52404712957645,73,Married
Female,10.389505496808663,137767.34485395165,11.493502215390109,23,Married
Male,23.58530897577619,146338.64454652433,25.46294431001586,50,Married
Male,54.78113150260512,85042.51448347284,74.2694456267374,79,Married
Female,108.49131861057694,123197.85992301366,88.32283125409305,58,Single
Female,37.705713897129996,134829.39991268123,47.384696150214815,29,Married
Male,30.428108240286296,116839.4704781874,30.53021335538244,49,Single
Male,45.1669197104799,78892.22573421529,68.04310780151935,76,Single
Male,65.11890821228084,162719.1691589075,82.69126191292413,63,Single
Male,81.59778170861948,86742.78962082892,77.3898810802335,73,Single
Female,68.98488570646909,56894.50430623042,62.77631527189594,74,Divorced
Female,66.12418294320591,102870.65741466913,68.59836565846726,78,Divorced
Male,81.04971036226152,165004.77896816438,89.3554379575398,57,Divorced
Female,32.04001256932532,145816.3443902745,20.63383495339378,50,Single
Female,19.542984739480183,158954.98832742838,19.730737796757104,45,Married
Male,20.011471631786442,172456.12017499414,24.87921119949871,48,Single
Female,80.45976622589848,124719.98671852131,82.60089497781956,64,Married
Male,26.68495616383695,142291.81407117873,21.04700353755816,51,Married
Male,53.2414415199947,129510.11707913398,48.14996957413044,28,Married
Male,-7.249978683149898,130590.46673963685,3.6488318833172215,21,Divorced
Male,39.36664770410139,200000.00000000003,20.52620064999072,49,Married
Male,0.4634613938395855,167137.52457114938,15.955954709628095,50,Married
Male,2.486134577468741,104317.58797573275,2.402285203932088,24,Married
Female,10.01514350715301,131726.7949517985,8.074558043131354,25,Single
Male,35.43465942290413,140414.70299642312,20.72953853820799,46,Married
Female,78.6114631873807,128175.20799113534,91.41241763737972,58,Single
Female,91.46496665744009,160964.02831925207,92.80830061647816,61,Single
Female,43.51431265274494,163437.24007519573,50.665579846165315,32,Divorced
Male,97.83206023570861,58155.601647079384,71.38068603704497,72,Single
Female,-6.121667901944232,73151.77368997446,8.773137507702565,29,Divorced
Female,64.70585021215727,73780.97677908059,68.60678306009842,76,Divorced
Male,21.077684805378034,112414.6136835216,6.669466704906952,28,Divorced
Female,79.28180011618964,130331.90804732776,86.31622092301336,60,Divorced
Female,56.38588916160376,138264.10473051603,50.001426961295124,31,Divorced
Female,57.642419607082324,138438.082433355,51.25281407867677,33,Single
Male,80.67105950762596,142966.40671438558,83.99737290776702,60,Divorced
Male,27.92607109722944,163456.81869756503,27.567110019460888,45,Divorced
Male,82.97570020483639,117374.31260213282,86.31071156670151,62,Married
Male,82.99610285043755,74814.01474450972,71.6825357291303,73,Married
Male,32.58524016193534,147222.14459692128,29.971661871149095,48,Divorced
Female,7.185695296234504,88964.50673902384,17.615631846498673,28,Married
Male,-7.962812778894957,120047.5690396109,9.303819978064709,23,Single
Male,90.34663203054134,138249.8583754402,78.4568930414177,59,Single
Male,5.674371366100497,116690.89675202926,4.866612925331779,27,Married
Male,67.0724854700761,114310.79644666213,72.17147746110268,79,Single
Female,30.184608131238626,132513.37471797163,51.029943205449776,31,Divorced
Female,3.1990194004425305,135792.91578463785,14.02126437238298,20,Married
Female,95.0655962357433,152007.58801050312,92.01893954001389,66,Divorced
Female,1.6716641522949827,119729.38081684322,6.795343912422318,24,Single
Male,110.08649553998443,136876.8016393815,95.88226149706523,58,Divorced
Male,13.117806794276934,149108.91422435478,12.258370452895257,22,Divorced
Male,81.5696336145748,119051.92906892115,67.66573954403222,78,Married
Female,94.81918656554048,122552.77606917178,82.93805276968604,63,Single
Male,60.296432867154785,161699.2350385557,79.50234590252035,58,Divorced
Male,3.7518759942950304,138218.27757869166,22.67631834922357,44,Married
Male,88.35120621852015,157540.4228274396,85.06625144024011,62,Single
Female,55.78132434278319,165979.9687797061,42.89960525361873,30,Married
Female,97.89241571709208,161730.72995423054,96.73681377796447,62,Divorced
Female,52.67839048414299,162502.36051661684,50.74194057558,27,Divorced
Female,88.97473282885223,82638.82084793679,78.18883103398608,71,Married
Male,81.33536306680526,121880.78064950946,67.21776356236379,74,Single
Female,52.578984122338646,144078.51213446606,61.88208688819182,31,Divorced
Male,-16.82859987711695,160427.98073040377,9.76031952781269,25,Divorced
Male,14.76826366476521,102343.38110351299,17.537385634213692,27,Divorced
Male,67.36444036034203,183101.51317633034,86.94272145480936,62,Married
Male,54.078595594450995,184947.3306493235,59.416727253753095,27,Divorced
Female,64.44971179152934,170759.48234064062,52.983544936041774,31,Divorced
Female,50.025993779073545,159770.18025911116,50.322424896294805,35,Single
Male,55.447635803294915,160953.60799390145,49.942151526803045,28,Married
Female,12.980356237848369,101210.73343743072,4.7298153400068585,28,Single
Female,49.628736977855695,124003.20420785074,46.18316677824099,26,Married
Male,63.41073320821217,129877.49114714717,48.93120220082456,30,Married
Male,81.33510423062907,57454.17711885678,83.12876105829568,75,Divorced
Female,110.59372291698418,81172.50919686053,85.9390690879421,77,Single
Female,69.74514582023757,101535.80241179503,74.44647943749301,75,Married
Female,34.611377103593874,122893.62472432516,43.47731012090199,28,Married
Male,27.87700341310676,113602.23489429237,7.0984679975962734,25,Married
Male,66.54321369706474,78539.24452558486,77.4908959951739,75,Divorced
Female,65.02477065614671,148181.71753087678,57.53809926560625,29,Married
Female,77.1201435404609,85323.53079955265,75.37054221664633,74,Single
Male,43.16155449999821,164188.83232103652,49.85568491753109,30,Divorced
Male,77.77678236294784,64232.45894005732,70.42154776940414,67,Single
Male,85.74869329494507,154578.39223548613,83.0326868793561,60,Married
Female,26.388885086683402,156181.13726164433,21.483792993870587,47,Divorced
Female,90.28763806382287,77306.09054313814,67.4406779618173,72,Divorced
Male,72.38417922682908,101012.20262383863,72.90687546818862,71,Divorced
Female,-2.159177292480317,150499.78807167854,11.185004886667464,29,Single
Female,32.121837870184066,142215.38326455216,22.559681390077568,43,Divorced
Male,36.53656559556338,159730.21220483558,26.60193673980684,44,Single
