financial_circumstances,Sales,demographic_factors,promotion_effectiveness,distribution_channel,brand_image,Season,competitor_pricing,product_quality,consumer_confidence,advertising_spend
-1.4709526674387172,3333.73675172854,0.0,-0.8784542481974377,Internet,-0.0765480939052267,Winter,77177.62297329481,4.813948577562884,0.5475336433800743,4143.866765906607
-0.32885091635750874,5322.388406323257,0.0,0.08838082034561624,Retailer,-0.5625368762824922,Spring,62924.821302476725,5.519742303480633,1.2379425262421428,4741.414047291484
-1.6599502305141662,4319.117129470585,2.0,0.23304888959989836,Internet,-0.7202899140260894,Winter,61886.2248835357,7.256086189789851,0.48283385813354673,7244.5761800053715
-1.6450007633911843,4437.210067417082,2.0,-2.8641633418833106,Internet,1.0789241228764628,Spring,83463.2185216758,5.265596826627347,1.4359570847717016,5542.9004500195315
1.1482065732383617,5221.760644015442,2.0,0.6912810809352806,Retailer,-0.5688481650867121,Spring,79650.80363007128,9.093237190521872,0.47312501942558977,3863.37993702166
-1.2327700397703827,4350.825077418547,2.0,-0.9138764291763282,Retailer,-0.0693929897333854,Summer,30835.79027885998,4.326906027380364,0.8012024549845697,4895.115432782083
-0.749793271338929,4447.380144626151,0.0,-0.31664878414688774,Retailer,-0.8866052505479857,Autumn,38800.18892800421,5.029043768058566,0.4753552897504015,5631.379800366657
-0.11383947712867801,2251.6477064745663,1.0,1.0133611844870773,Retailer,0.04558826123709696,Winter,81570.13542404595,0.5100389783545305,-1.9612946287766257,3963.6531751130487
1.914690493864683,4008.3404852845006,1.0,-1.0315933692806698,Retailer,1.202744984163386,Summer,56857.3693478505,4.381373334263511,-0.7453295684013149,2784.5871006756097
-0.6072868415303517,5054.882159633608,0.0,1.0280203687883973,Retailer,-0.5877197553406917,Winter,67448.34382034617,4.4811912604187345,0.7375346575862883,5249.860814966321
0.08726967478815902,5928.321252322003,,1.0570390378263463,Retailer,0.6425291825843162,Winter,53379.0467835157,5.524467012659298,,5316.3067611988345
0.6381250651754962,7513.258011407659,2.0,1.372512457225296,Retailer,1.1580762866389653,Winter,60079.236802779626,5.593054322042285,2.5685413855056103,4788.97547437763
-1.6252489471408849,6194.93309862079,2.0,0.20053613135065962,Internet,0.9046660242930487,Autumn,51851.85269467814,7.176688437229131,0.6174629767276625,6539.283880667828
-0.20680631898889099,4718.812504195091,,0.3152311575425708,Retailer,0.5645233083174465,Spring,48136.19474766816,4.2702232720914255,,5155.209702837317
-0.48497006516352403,3161.6844855791774,0.0,0.09677749776193852,Internet,-1.0949973500484458,Autumn,49996.38738211617,4.427760356388564,-0.3428248445585596,4275.913897849273
0.3907421564896087,5659.327739308848,1.0,-0.2835032807841532,Internet,0.2132248304783843,Winter,50389.60310443358,4.791140600439717,-0.24626479432186285,5704.721161271957
-0.13245331587755496,5041.982099256902,0.0,-0.11534049277860038,Retailer,1.3998080786913367,Winter,69935.05625847372,4.684103151801205,-0.41863437681010734,6341.267977749129
2.6878121703705,7546.609456281372,0.0,0.5507505615969939,Retailer,0.19515724516097627,Winter,75696.02058601374,5.995967089492135,1.6559670796873986,5443.545830998501
1.1425160815312865,6582.938959239902,0.0,0.1867530426995712,Distributor,0.5631654568062243,Autumn,76974.95757303358,6.067266172118531,0.8620772031092045,6917.645065804962
0.7813774283487797,4670.433294978968,2.0,-1.187465014709339,Retailer,-0.21584330814786928,Summer,47228.604931671536,6.323707823908113,-0.6156747151300751,5170.158901190303
-0.2681358187476597,3419.0116567135865,0.0,-1.200190860678796,Retailer,-1.4574735494143314,Spring,57535.66890159736,6.915126974721741,1.2780386302339732,3846.3716445457558
0.9070591765337053,2395.87350680476,2.0,-0.6286101856619425,Distributor,-2.764894414232148,Autumn,71267.98213235429,2.1525565654053715,-0.34766476201290125,2892.456253725082
-1.5324025040770044,5807.40775156709,1.0,0.1697375266761336,Retailer,-0.531221458693415,Summer,61952.822409529916,4.8803865061731955,3.1654930920544873,6601.277267457025
1.4795398111057543,6773.278639121993,2.0,0.031118616159948834,Retailer,-1.0401194350062466,Summer,63350.8109680292,5.6026931641850615,0.3266912049848203,7973.191775924997
-1.2485906560598194,5259.049365395554,1.0,-0.4153162767085852,Retailer,0.8742768938160773,Autumn,70605.62136454787,6.301869055722582,0.29951375037751404,5487.794414166472
-0.3965136725105014,3225.7649738666437,0.0,-1.202194906374735,Distributor,0.9584690016472425,Autumn,56150.50445570005,5.7891427810385085,-0.2644251343920496,4031.853885142401
0.345828572400195,6258.120047564857,1.0,0.6786236464130354,Retailer,-0.1628244572821154,Spring,68894.95631038284,3.657414403826947,0.5909863356553383,6580.800557696168
0.6449629910834953,5089.525817047779,0.0,-0.8940470195345621,Distributor,2.7810823395462307,Spring,58864.47646068951,3.833089618397887,-2.5638388808630643,6347.75152631944
-1.388001096264399,2924.5716951063478,0.0,-1.6865379938586784,Retailer,-0.35779738657757487,Spring,49090.84115817603,3.738639511765574,0.042383653110501726,5616.149803883844
-1.0422050003589594,3975.931349250659,0.0,-0.07452602761259257,Retailer,-0.6069186204773612,Summer,49468.67685243927,6.308051024796104,0.04324572624027279,6760.6461486667
-0.41363567458261497,4515.433995394367,2.0,-1.3098193292679579,Retailer,0.3013421353029711,Spring,47614.49029024353,3.5093465666254087,0.0338065717650562,6250.042079582733
0.763903684767594,5296.676266964892,1.0,0.47880347415898167,Internet,-1.5113206740945786,Winter,63403.45090999927,4.948417572245007,2.545692320038816,3091.1414622083184
0.8926027982682363,4841.200509064275,1.0,-0.5819595693654043,Retailer,-0.09009164460352531,Autumn,57750.68343012056,5.457500976810915,0.3824152415653215,2737.356705725044
0.20793354203404804,3305.9355071068785,2.0,-0.009416867959985423,Distributor,-1.8261384531845948,Autumn,67058.2066814199,5.902335945009173,-1.3388765148992692,6269.52396489856
-0.7622303300376896,4577.454726309579,2.0,-0.48308451001929575,Retailer,-0.47450976136424183,Autumn,45168.39760324402,6.176260751822523,0.4404166722353018,6350.887978985062
0.56235148967829,2165.9154132606045,1.0,-1.9010833176690185,Retailer,-0.7829637918482433,Summer,66342.06856489647,3.923091873524882,-1.774921046426604,4461.667886212817
-0.5489466679320811,4960.471417109322,0.0,0.14149459185065266,Retailer,-1.7253963223781659,Spring,42622.49627746714,7.1107414803997955,1.379672333665453,8301.553252826967
0.13050765902631084,3791.3341232071666,0.0,-0.19876312262731186,Retailer,0.630308109203845,Summer,65452.144515260276,4.929672342355952,-0.07285407823955933,5108.093217620562
-0.5602969883375247,4371.221356554754,,-0.6331393966037862,Retailer,0.29176715088408506,Autumn,83168.58938606021,5.7260822412590535,,4930.0349881205575
0.8258894533880347,6373.917013430591,1.0,0.47742684298671106,Internet,2.2693409910337716,Winter,53220.3926984413,3.1022840896588195,-1.0923612709672965,5912.465355327052
0.8700449919625836,5142.083691403563,,0.6165034084858118,Retailer,1.7051916387125514,Winter,72446.90769271636,3.7752722403141146,,4535.9957442289
-0.9486357857268086,2725.3550073736233,2.0,1.4573075480928652,Retailer,-1.3144445570949324,Winter,50350.373362258244,6.172906398290078,-1.1470841524135003,5180.087099558871
-1.54803255025396,5094.6951582601605,2.0,2.134701156907279,Retailer,1.8039875395579663,Winter,34232.32530349489,5.693786874049463,-0.4859298266182991,5834.708240305375
1.1374857288999207,6739.011116923708,2.0,-1.3169215160885348,Retailer,0.5337751946397902,Autumn,51610.64145260797,5.036365141345619,0.36807371640612235,6291.266931428001
-0.7470858951853867,6822.96773319199,1.0,-0.6775931349661354,Retailer,2.297454967779562,Spring,77304.30938735034,5.9763300574044145,0.25907378259028185,6626.5976363878
