product_quality,economic_conditions,product_awareness,Season,Sales,advertising_spend,sales_channel,promotion_effectiveness,consumer_confidence,population_variables,competitor_pricing
3.7984135087436295,-0.5345824918901861,0.7368745231030422,Autumn,4436.754354742083,6507.64946192212,Call center,1.1015355933007829,-1.286862830182637,0,45158.29168345458
4.404864969000758,0.7399391931846824,-1.1807505611171785,Winter,5121.159718281736,4083.4190320357447,Call center,-0.10137320515269224,-0.3680589872468604,0,61737.83980937663
4.75790820092596,-1.7174145048297953,-1.2820979554612317,Winter,8665.918701046363,5600.3435415136055,Web,1.032324158545442,2.376348645519348,1,74118.70923835784
4.049855015897174,-1.4381323069743297,0.21964760377011117,Summer,7845.197547685357,4331.264734926852,Call center,2.04002946037436,1.1006764516389351,2,61729.34488591992
7.007842762871567,0.9991510202220475,-0.45966292729453107,Summer,3184.0730625614606,,Call center,,-1.3922326251499852,2,33092.94030119367
6.911507113936839,0.1425043067665507,-0.3686712315579386,Spring,7158.9857728383095,3245.5206228229576,Call center,0.8048276509068433,-0.6937313247995366,1,74612.53528229962
4.860869020440872,0.5699296878010812,0.9540154767243232,Winter,5674.495469654536,,Call center,,-0.6815814977470344,1,67911.66708085063
5.053822033385831,-0.09844157469996845,0.07951686347813604,Winter,5400.238776879929,4609.094950566891,Call center,-0.488269890599085,-0.9516626145844749,2,66655.78766935878
6.899796933686333,0.7707557078719814,-0.044772083818828974,Spring,7443.005825767443,4722.492390056257,Call center,0.7409491388664341,0.9957006864103717,2,61349.00802336408
4.711653831455407,-1.4942378798372316,-0.7755029804643755,Spring,5629.505102639151,2801.291854208346,Call center,2.557786094320082,-1.3899266685171467,2,54433.05262389288
0.6456090089893207,-2.1772735875627798,0.3352915174240883,Summer,5295.429705670656,7695.96612506574,Call center,0.6975268582388366,-0.888924607905084,0,65284.99429868868
3.387273396783211,-0.6812571360222904,0.34020965114378743,Winter,4875.540410277207,781.6800418788571,Call center,-0.022353018044726825,-1.2733670968932125,2,62402.52073339972
6.3760535106117056,-0.9255271140723506,0.1779644896151077,Summer,6482.473685927484,,Call center,,0.7632643530495195,1,68435.92510109588
4.749280789581947,1.5781687004216851,0.5362111370254102,Spring,7809.896648855452,5819.031734076601,Agent,1.2661739531441252,1.5765272437725575,0,59130.60257132252
