product_awareness,consumer_confidence,Season,Sales,demographic_factors,customer_satisfaction,sales_channel,pricing_strategy,advertising_spend,economic_conditions,promotion_effectiveness
-0.9534103525681701,0.463260689215706,Summer,5069.691320052958,2,5.93068845512826,Agent,40600.743654520746,6468.976822031926,0.3186233198515573,-0.904412630008954
0.12677669352137563,1.5542643018831819,Summer,6627.498521771855,2,4.875693870359099,Call center,48968.519670888774,5688.5178047755835,0.34695419698600766,1.0642224804606948
-1.6779202739757042,0.09260556051870818,Summer,4722.767380068839,0,5.127303422772556,Call center,82473.44870128672,5077.437789753364,-0.1139532066633185,1.4552310983630927
-0.5445179731829787,-0.38073272325996127,Summer,4417.2507276701135,1,5.476640695942978,Web,77668.78921820641,6816.182149014876,-0.012994811783500471,0.37433637493316335
-0.895131367350497,0.25146976856492737,Summer,4690.453874852537,1,6.655735573252761,Web,55349.538677124896,4287.432173340767,-0.5750480372188043,0.35459509163523895
-0.6407865590785082,-0.8083912152802348,Rainy,3009.77696568296,2,2.4264542984209942,Call center,47075.08429543518,5637.228999036119,1.706228674216025,0.3351964075972124
-0.3285371444998185,1.605733984087868,Summer,6844.176741386239,2,6.025544798099078,Call center,46699.54734284354,4672.475313600019,1.6991698827114599,1.5926194263509366
-0.36849645851814067,0.29448714540056925,Summer,5669.5183075834075,1,4.419695417150552,Call center,57373.977098686955,3338.3992254404675,-1.1488427354033153,1.0580960732343376
2.0795908172693105,-0.19896003000505014,Summer,6045.152293277307,1,4.256992290183871,Call center,50802.304399232016,4465.062577651205,-1.1331901867018617,-0.22935585001541514
-0.44760680761865346,-1.389402976291812,Rainy,3958.1026626319162,2,4.204503859354224,Call center,75246.55852788461,6531.4004567374095,-0.6535978735174024,-0.030178284406112584
-0.6775139877527292,-0.9186522406833884,Summer,4275.219817835938,1,7.530634838170245,Call center,62448.518098649474,2935.6097178156974,1.0969467970700788,-1.6248676266194988
0.270831618609456,-0.40686662444260296,Rainy,3027.30514167589,1,3.9583744105517025,Web,65291.485379864476,6251.385314482282,0.5224484601561821,-0.3148558774853662
0.1071235852100511,1.3716354926604721,Summer,4659.9860845484145,0,3.783656604003112,Call center,40138.69851170646,3390.1057269451558,-0.09920828520974903,-0.5784701558450257
