advertising_spend,Season,Sales,promotion_effectiveness,product_quality,competitor_pricing,financial_circumstances,demographic_factors,consumer_confidence,sales_channel,brand_image
4519.414144679207,,4218.843448945802,0.5735654857821069,4.282406682623556,59265.28134212338,-0.048285728591919125,0,-0.42353099743907663,Call center,
6359.524575283215,Summer,2357.640074563404,-1.9013508268308317,4.93045265157298,45743.560655755806,-1.4615097323610093,2,-1.7967774894275181,Agent,0.9130213048667966
4807.89617097121,Summer,3098.179756691572,0.25706581463730105,5.226015431071374,39351.88924153701,-1.8328792491673211,0,-0.5588231346490278,Call center,0.07792397659663157
4806.150253759829,Summer,2011.2785257112296,-0.3261444136148983,5.614936179412756,50619.500736824215,-0.8014858197603978,0,-1.4342324929024775,Call center,-1.654092650455366
7834.486483637584,Summer,3788.3532315123252,0.9589130554107459,5.208110934138724,29936.310933245393,-0.9361110216821589,1,0.5826972296588354,Call center,0.31886095439980155
3014.7980061761127,Rainy,3170.3503470227574,-1.567569131541219,5.901099727374777,53753.8795741448,1.134246135942127,1,-0.779865035824295,Call center,0.19735075914505415
8140.14139285252,Summer,5153.167672037717,2.672154853358928,4.417829083903522,52914.56611022507,-0.49597261281739324,1,0.09609093991129691,Call center,-0.46524415253509166
6388.323375243723,Summer,3761.8930828573134,0.00925811166756323,6.264564975783015,57631.18985946242,1.7339274788195482,1,-0.2677223466342107,Call center,-0.8796693970972045
8182.4364230424035,Summer,3990.3479330772147,-1.3287826788654593,4.8157229484392525,55594.42795443191,1.2301061207356125,1,-0.9183478542106198,Call center,1.3081033222718133
2974.765279333226,Summer,4782.853160122935,0.15673290009892032,4.864927839315344,62543.72856254928,-1.8045574305904217,0,0.40590635910963047,Web,-0.048577027419718206
5868.2246153402675,Summer,3004.8051377781585,-0.9369428625641497,5.0700708736294615,41577.60901262295,-0.3252195424938265,1,0.7170352723191824,Call center,-0.51241930946447
4696.538929601036,,3985.698396474391,0.46726293810511466,6.127699874898567,75368.28401322431,1.0798673964609233,2,-0.5129338710305549,Call center,
3259.531369679771,Summer,6131.399027480867,0.23753642438322478,5.3835550956177975,74261.70428228597,-0.8442292362539926,1,0.11849268449214294,Call center,0.7714895327688487
4597.690380037692,Rainy,4392.043179610548,-0.356506461827069,7.53152815132585,39207.481811361635,-0.2972041776727894,2,0.29193117071325914,Call center,1.059139101828759
3070.870186337173,Summer,4633.697320204974,1.9900749656883132,6.05104070030051,35648.29774310438,-0.09536416271214769,1,1.130966815896605,Call center,-0.17887577705816973
5730.921064821878,Rainy,3088.530895068864,-0.7248528256822533,6.578135716844151,45182.5569619661,-2.2114531879240173,0,-0.11578007805269362,Call center,-0.7307062330349636
6170.188447343701,,4870.527636786759,-0.004929376201503438,8.083056461997003,51149.56142757277,-1.070236070782428,1,-0.8343114791854546,Call center,
