Time spending score,Annual Income,Gender,Children age,Marital Status,Money spending score
48.08949389124456,26019.240037815307,Female,11,Married,34.28109944653747
44.74445474034158,26094.4305531554,Male,12,Married,32.801546045852824
26.69000050608096,58814.19378533581,Female,11,Single,13.110119351964784
24.956227558071937,59715.19312895243,Female,11,Married,11.4844242604944
35.734938897365765,89313.24750708927,Male,6,Married,35.552345447869385
45.722094659595854,25300.110131491045,Female,11,Divorced,30.877886924287623
27.300251148427023,92471.95830660463,Male,7,Divorced,28.77239383871646
22.602494232270068,24705.840229876478,Male,12,Married,22.151107983613453
-0.8958474070355749,56760.2499749748,Female,10,Divorced,14.375139809623878
39.371535649498476,24515.07632653861,Male,12,Single,40.498037793262355
30.97549406891858,23208.77424631264,Female,10,Married,31.567102962298588
79.8417853773285,80182.87117622033,Female,13,Single,87.92430470363888
46.093484016091004,95302.91539788085,Male,5,Divorced,41.018217788336294
59.82627076688223,77372.87303162749,Female,12,Divorced,76.11028470658582
22.38477737979057,60146.88259085326,Male,11,Married,11.58236359332528
15.99315591044017,67029.38345286013,Female,10,Married,10.798691182409954
18.04544801217462,27583.51735294196,Female,11,Divorced,32.39393121347948
98.38678348005857,82214.52317406953,Male,12,Single,96.10259009657226
30.165419767440255,90068.9037250809,Female,6,Single,31.589785299317995
8.784985442887326,57252.126614770044,Male,12,Single,13.854757119781588
11.52458414524747,87702.27663162914,Male,6,Married,18.657257105861575
73.70860032608364,78193.10714798569,Female,13,Single,78.24296323945845
14.11814098109226,92405.99366876695,Female,7,Married,26.283008757591446
19.206921215672615,62484.827097301895,Male,10,Married,15.552784179780385
11.57446643392146,62218.50484930334,Female,10,Single,23.487296209037527
18.203937942264112,89224.47177109517,Male,6,Divorced,19.886967406295753
36.95366623271319,16707.021672200615,Male,11,Divorced,29.56200522495171
83.10127076634537,78734.85420017768,Female,13,Married,83.90939193809632
40.23367101878161,23990.161853521167,Male,11,Divorced,30.25425869046764
3.464913615943268,66829.34170633432,Male,11,Married,4.160923257177522
106.52959432042505,81200.30161549227,Male,11,Married,89.36344701545124
44.098889896644025,27843.553792938626,Male,11,Divorced,50.3786513722021
47.120557710497614,33097.39020427888,Female,12,Divorced,42.390461458905236
79.01948137829467,77623.35413890686,Female,12,Divorced,79.37856078794593
35.249836269236454,22430.482433962563,Female,11,Divorced,44.054468955508284
1.1784699569197592,60323.124752023,Female,11,Divorced,16.35011639378045
9.678503003290576,70325.99309429174,Male,12,Married,12.418213606524258
18.8409717582945,25689.675723998276,Male,13,Divorced,32.616776648229056
14.253830185617257,64134.389158490056,Female,10,Single,16.423422352166945
22.834294169742087,58977.508078003666,Female,11,Married,17.295943475140284
38.031431930540364,30957.792969296155,Female,11,Single,36.62286246631674
11.349571664953169,56096.229124355756,Female,10,Single,15.68823508684034
39.314282635215875,21564.188808850522,Female,11,Divorced,27.651699179614056
11.130044815042607,93973.79330359896,Male,5,Married,21.496728077165347
39.65364123691933,20047.168163263806,Female,12,Single,41.33672417985653
65.2707010406163,80289.24992803506,Female,12,Divorced,73.35567522462644
17.984038795099828,93838.48526097037,Male,7,Single,32.98199300472884
-7.836304768685579,67427.15335575753,Male,12,Divorced,8.221001437789809
89.00690115812239,78808.5537842617,Male,13,Married,82.94984327615082
88.45648431711682,75699.75651397553,Male,12,Married,90.6898876185916
3.5978701244646807,63424.710652245594,Male,10,Divorced,12.019849864876093
80.36287964218057,80515.73353145081,Female,12,Married,76.16711179100936
25.434274297455275,93300.36100280023,Female,7,Married,30.2375530748663
38.085756120756216,27665.05712913775,Male,11,Divorced,34.26259475008768
5.168535084356602,95148.48974108472,Female,6,Single,23.748294470314754
71.92389408395462,86070.07854727044,Female,14,Married,76.1349538971182
18.89637126454623,89431.82354190576,Male,6,Single,24.399810626906422
27.138597564947055,61908.005495169076,Male,10,Divorced,24.341569959221488
21.25064786956193,32738.545994114094,Male,12,Divorced,31.017896102119792
36.252333143974845,28645.54388599902,Female,11,Divorced,34.42084862309584
37.911686904841915,60202.91508249363,Female,11,Divorced,24.5734825507254
85.5345335995471,81562.84513424289,Female,11,Single,96.30488343026977
19.113333568505126,86121.91470923086,Female,5,Single,17.539909685607356
48.85450699222037,30031.38454093927,Female,11,Single,35.41556003356862
1.8933459495411342,60466.87518178893,Male,11,Single,4.3332283193679615
70.96067372755977,86267.7726079692,Female,12,Married,74.18095691679625
49.81481831926472,26931.189758538854,Male,12,Divorced,35.587690484861
19.501622385405035,85728.47941539028,Male,7,Divorced,22.343170896524537
98.60811926644102,83557.5164762922,Female,12,Divorced,97.96081281978444
12.17032160367527,61629.68613277614,Male,11,Divorced,12.45212285234268
11.580482171281671,63405.253436752675,Female,10,Single,10.008603114247041
24.174296031328495,29114.19451969914,Male,12,Married,35.68871800566497
22.914982518378725,21211.656093650403,Female,11,Single,35.62972613871213
21.99229176386111,59886.472919576605,Female,11,Married,24.282451202447064
72.60542254123395,85158.10845520507,Female,12,Married,77.0573582362856
83.14765547492242,85095.86633901883,Male,12,Divorced,80.98903709984151
29.259485429804045,60640.24597911844,Female,9,Single,18.76836433244917
43.577377666753826,30683.33100719394,Male,11,Married,47.41196027735716
28.177207354433357,93879.98411070993,Male,6,Married,26.820573801725715
96.62404796293139,84996.43613347647,Female,12,Married,89.43074993029649
73.43302217603892,76956.12796080692,Female,12,Married,84.89167327264384
38.01573879432057,31266.67922340464,Male,10,Single,47.859743680005266
29.959366387318667,90573.08565378259,Female,7,Divorced,28.381272696399044
82.72501735083438,80982.5150035186,Male,12,Divorced,91.27014568723709
38.0486484717894,99325.59484694448,Female,6,Divorced,27.127594558236638
92.60315281886949,81705.31014599645,Female,13,Divorced,91.1112370306305
78.70950436610511,81080.00715705659,Male,13,Single,74.61857883303887
101.92912953209756,85010.27626203024,Male,13,Single,86.21291596871362
15.131698189839879,92690.71702758809,Female,7,Single,24.740634978068726
14.431038914402125,61792.75635931416,Male,10,Married,19.189081196627797
56.272426953075595,27017.738058317893,Male,12,Married,38.71209637386145
62.011180598596454,88042.15901836826,Male,6,Married,43.45728086772321
65.10854348575322,23785.6066274455,Female,11,Single,41.212282248719255
108.33014525302451,84707.69882966267,Female,13,Married,100.0
15.1966166335977,91157.3171016618,Male,7,Divorced,18.122860878368858
21.918779005700124,26274.211236096853,Male,12,Single,31.174996726499273
33.333313227772216,88081.09073670465,Male,5,Married,23.136546928158655
20.6843808982421,92008.74826363524,Male,5,Married,20.714721806234607
33.191843885838054,84366.90256458338,Male,5,Married,30.317537592237002
12.179544507746156,90952.07074095437,Male,7,Married,19.823537439618754
42.53578939421571,26967.91091141524,Male,12,Married,43.988359489520626
29.01526773145325,21665.28707770505,Female,12,Single,29.59497213916395
64.51168862347824,88457.42364954753,Female,12,Married,84.47376016826554
29.020209497685745,65249.57300453939,Male,11,Married,11.99903836621829
16.606039612852832,62151.76229278057,Male,10,Single,10.488091660046049
5.66911893420496,58886.26865396808,Female,11,Single,17.325960481550755
68.89833749880466,83827.62228990775,Female,12,Married,75.7147313535108
74.63686552658417,80216.9060079244,Female,12,Married,83.91210605525725
29.5382807665726,28696.52151348285,Female,12,Divorced,31.76347813403509
22.81949934891741,88101.94342647569,Male,6,Married,27.172868174667336
29.698191641094734,57170.954057639094,Male,11,Single,20.590668225816458
89.08942897478536,80834.06919641096,Male,12,Married,90.59579994824651
90.66206274583904,83549.89393591849,Male,13,Divorced,82.54092114709962
30.543460016345588,91371.75726129004,Male,6,Divorced,32.51703690950611
85.3714555532797,79778.45779167315,Male,12,Single,84.50210151170756
24.932027537990578,89388.3590076355,Female,7,Single,24.57173397110569
85.52182477053375,81288.20206148436,Female,14,Single,84.08685470460617
87.2293325796228,79208.36024795359,Female,12,Divorced,92.88512722141364
0.6166472876674356,62249.95511370353,Male,11,Married,3.555438715264714
55.93917435666142,86503.71156182059,Female,13,Married,68.60304452867726
35.01241022529746,20956.117388210885,Male,12,Married,39.20991617622447
31.440427595676635,88236.37913693908,Male,5,Married,26.422997828692502
40.84056730005756,19797.722311632504,Male,11,Single,32.89456553371883
27.465678691064557,18962.469152491547,Female,11,Married,27.867682204614034
13.383032186282122,92658.05242839223,Female,6,Divorced,33.07446610087624
47.90399735610304,25183.23725359586,Male,11,Divorced,46.3111562098032
43.65212695129467,28835.890802671478,Female,12,Divorced,40.16604093976616
5.045006306400744,62792.867212106205,Female,11,Married,4.7632730396384915
12.189097081314262,61362.97742097088,Male,9,Single,23.450430631618918
18.20103345842636,93387.95117882833,Female,5,Divorced,26.387582506593404
32.21208417578896,89473.89913890032,Male,6,Single,36.510941547629876
14.319144078933288,62597.22288578921,Female,9,Married,7.240499869847021
6.102626877898405,62515.44857291211,Male,11,Single,23.10423380315846
81.51298127066349,85039.26757474369,Male,13,Married,82.2712973593537
67.79866241748572,76821.30408726135,Female,13,Divorced,76.7632772672238
