advertising_spend,Season,pricing_strategy,product_awareness,Sales,distribution_channel,economic_conditions,promotion_effectiveness,consumer_confidence,customer_satisfaction,demographic_factors
3873.0635783246735,Winter,64373.96651555836,0.40719086008897504,5333.970383990874,Retailer,-1.1738423692742057,-1.3580127450649446,-0.7640767317365914,6.484858399263112,0
5328.330439098494,Summer,53412.29545617894,1.620980501693862,1379.5079404902822,Retailer,-0.17503624032622878,-0.482367227428231,-1.0536193157134461,3.0732200630799937,2
5398.139270944582,Summer,66778.12071547986,0.1558937946532854,4425.980567534227,Retailer,-0.34223092425876506,-0.36697434839131177,-0.7455112678150295,2.5996519698605765,1
5262.907973558622,Autumn,90084.8573965103,-0.6879767955855641,6521.390987980612,Distributor,2.5971957853618677,0.42996809000300484,0.1805667412913133,3.724062507311532,2
4738.254678987893,Spring,75814.34265814313,-1.743709110398957,3976.0263370999724,Internet,-1.252941110326601,0.8603145787526999,-0.9340703512773914,2.8479197344538556,2
4899.298150760416,Winter,57064.39386660781,-1.546030654472809,4401.517401003073,Retailer,-1.3530770897754005,0.26429901567389735,-0.4176735662864333,3.47037175693423,0
,Summer,64608.53501240885,,5453.899829649941,Distributor,-0.010458315116234934,0.5108625164897536,1.8169469899623811,1.9712724587665584,1
3069.5634730795764,Spring,62524.376048882456,1.0291357488907595,4458.054338779489,Distributor,-2.26203385731771,1.1780011195425164,-0.3540525074215973,5.2469844593254225,1
3422.2937386776016,Autumn,70159.12036990038,-0.7058085886116754,4501.316277110472,Retailer,0.6202813280055492,-1.2041562629249862,0.3470351615126171,4.383695003926207,2
6227.310924955484,Spring,70616.3326048509,-1.5366620364970398,6940.487000884825,Retailer,1.315795288938562,0.0002607901799309903,-0.19998078461925056,6.935334966250344,1
3236.014435217964,Spring,51229.326687669556,2.0462660926520986,4873.278172597842,Retailer,2.2312097147040535,0.45080973259412116,0.09688659896714555,5.16527434794287,1
,Summer,59645.324367609515,,2637.7272637036167,Distributor,0.8168500385635294,-1.54050042694671,-1.0760497487074039,4.470868575379537,0
5178.362689918347,Summer,60199.195407319705,1.1629510107600347,5455.091696363708,Retailer,-1.8540110694290926,-0.17360482736596125,0.8930459284467197,4.717420919823406,0
7363.409831246773,Spring,53699.74714447523,-0.20565805688477587,5085.3171328086755,Retailer,0.6857664349310527,0.8306271901617576,-0.7649048436638034,1.5293130319072685,1
5876.582887901957,Autumn,46755.38828237614,-0.1637377549464767,4556.171096931258,Retailer,-0.17187006492057455,0.29889305380026343,0.2737984048872902,5.6560122794756404,1
6540.652459104976,Autumn,65298.960666178915,-0.22456694992750414,6803.409268227121,Retailer,0.8202791738572573,1.4092136280427343,0.8979385420443221,4.089252027023111,0
4526.847849442006,Winter,57699.07938687047,-1.5025244918149905,2469.4075563872298,Retailer,-0.5861510416499803,0.6445291434962542,-1.2207489771926017,2.4742329699257866,1
3495.3195607311836,Spring,56890.96383335642,-0.1540771155050528,5216.26884975015,Retailer,-3.059553128955632,0.9132681374098096,1.9654330574237553,3.9432371223597196,2
3600.8036594224454,Autumn,61027.94542307703,0.6214985292250171,3464.921329446096,Retailer,0.872486709896205,-0.3423823441059597,-0.13345250527598204,2.853528429033081,2
3015.0237694974635,Spring,65545.46588479198,0.6186411613603494,4042.2806460248494,Internet,0.10872789883485681,-0.04794184637538937,-0.5589156563045674,5.4803531021204,0
2803.1108950612074,Spring,48665.0252869856,0.01497150117293936,3058.6305609047704,Distributor,1.0612036535527012,-1.4946125317331236,0.6357619576597833,3.3095991012545207,2
,Summer,60233.02517220332,,6393.437952236622,Distributor,1.121012908293542,0.44758069914594173,2.15016930860944,3.4435235413480383,1
5869.466684016082,Summer,61752.591801941795,0.8085708710021885,4745.180428259928,Retailer,0.6261000235306996,0.34505716128715785,0.28222659389313337,3.492612161652708,0
8489.305456343955,Winter,47364.13387086668,1.5291189514659154,4435.578118320728,Internet,-1.1070804260918379,-0.20803661024572193,0.18118258211896052,2.2445960907509845,0
3254.1519336456035,Summer,58930.97628316334,0.9796394512868719,3583.7553236978893,Retailer,-1.8792044119324318,0.110900433151088,0.1270577293821155,1.3476393644344795,1
,Spring,78133.29704455059,,5686.55646974503,Retailer,-0.07567203130806999,0.26988449728641023,0.12932058948038241,4.579184235568339,0
,Autumn,73818.7921699064,,4172.9151383178605,Retailer,-0.6632026998986837,-0.6020074962831969,0.020190599242343645,3.063678875820367,1
7725.132008278984,Winter,64638.347508178624,-0.9112143906809791,6370.758770965444,Retailer,-0.1883012925622151,1.8761499484097228,0.3206006704307787,2.732896037648721,2
5963.40743026541,Summer,54712.16391999871,1.1040836133531529,4043.4439328027875,Retailer,-0.01964074510068367,0.8480894567566706,-1.3476084642412347,3.877249031914492,2
4926.298462470632,Summer,70800.9118477794,-1.9395834338598903,6101.853640436543,Retailer,0.9132392741890691,0.6804601323470615,0.9354305431842744,5.44600220930751,0
5588.20623427478,Autumn,62660.96058682035,0.3329338780654242,6162.314778495635,Internet,-1.9294267920051238,1.03238625554843,1.474221325892908,3.631509956213596,0
4792.93356798783,Spring,57797.48008108308,-0.5777186881293376,5116.828821141867,Retailer,-0.9083949606560578,1.0465284470171885,-0.39200779870876645,5.669652691051785,1
4347.219875522165,Summer,60738.07057540428,1.871985033622251,7184.804054932312,Retailer,1.1789137498376399,0.9506974236433422,-0.16137074374055854,8.405850366966014,1
2979.755459566845,Summer,45117.79277676926,-0.644630355942546,4201.361917630019,Retailer,-1.2258830230696751,2.1885244096572425,0.16564247364904994,4.657749665604511,1
6265.765525005906,Spring,58270.54492361717,0.43584395887086125,3976.183363049462,Internet,-2.4190976454591264,1.185476268832235,0.05267756078711095,3.067672016335627,1
,Summer,56535.98880645538,,5295.3356047283705,Retailer,-0.05270714783530883,-0.21296995713593003,0.11612644390584341,3.5690269479843604,0
6583.534115574714,Winter,58145.73361550389,0.4206900666190011,4947.90969584434,Distributor,-0.6060135794289442,0.41860011836630245,0.4313458985595583,2.9398633343388205,2
5132.288965242803,Summer,69021.482081753,0.10013316838726535,4321.8884220549535,Retailer,-1.583155412064912,-0.3858429979359704,1.2006525415801084,2.657104514206825,1
3709.3092014266344,Winter,53136.45287627566,-1.114175784524055,3718.3299480470914,Retailer,-0.30509601935257635,1.3039223120327768,-0.47953609367502603,5.614259316061381,0
5122.158637555488,Spring,58149.83217066498,-0.3570594044913261,3702.9288338252163,Retailer,-1.332404461822168,0.6110679289534522,-0.2505508186797175,4.262034800277684,2
,Spring,68528.85459108507,,5042.91730082982,Internet,0.47839408573153996,-1.048724824805672,-1.4065588738380204,6.8067290216883185,0
7178.502240767077,Autumn,71435.88114840888,-2.1639781751750795,5250.893152640554,Retailer,0.45211432051662825,-1.6463629808934264,0.16010951847456312,2.343721560589602,1
3244.513966650457,Autumn,75191.20972473636,2.493407127914718,5637.798341199983,Distributor,1.4252184505806096,-1.357059083687671,0.7309374626560692,7.306631470409296,2
3574.64663651396,Summer,64123.36932015093,0.9547833525209891,3548.3119674937484,Internet,-1.5898281066129176,1.5014813599818149,-1.4051015548305916,5.248460969471983,1
5280.542825221817,Spring,52082.19390789777,-0.29719717281997404,5685.18973627065,Distributor,0.7958794809061914,1.0231534536233737,0.008306612247447694,4.82700111505034,0
1388.300226676135,Summer,51555.131471613386,-1.2773615156365616,761.5582977542995,Retailer,-0.494356556007368,0.16024156640836806,-1.8753560694031877,2.952720517191892,1
6356.51916191304,Winter,41943.9789348025,-1.8069902143548908,2905.9173770954153,Retailer,1.111055633470733,2.504781896091185,-2.564919729496461,4.312818018055194,0
4633.66773855058,Summer,43338.30376673879,0.2163238836561349,5546.639812699725,Retailer,-1.2561927658543928,0.4376903893126736,0.030714077344021994,4.930007500753722,2
4237.105289114303,Winter,54542.56475854593,-1.9537460978502288,4906.0258795574855,Retailer,-0.30661493408153295,0.8784163971261196,-0.719360550543492,4.412459004497053,1
5475.240802084839,Spring,51899.99457039896,-0.846117720806947,4275.320828469429,Retailer,0.32710288575181024,-0.4940662116514452,-0.30055292082649504,4.290843960739415,0
6977.952481744007,Autumn,80967.60205055017,-1.7939139229830843,6792.857487500669,Retailer,1.7100673690357047,0.32099506208002004,1.2969595095030917,2.738970749402514,2
2515.157944697293,Spring,26340.91312268756,-0.08350661151103247,3133.647308131045,Retailer,-2.2360343307113646,-0.6032706404394023,-0.7197186084501572,4.397390793978087,0
4296.235409045895,Spring,51458.02193386391,-0.5516236284865861,6307.236087997678,Retailer,-1.715684195733006,-0.5997704785741452,1.397024327497797,6.001120788292753,0
3787.095272434935,Winter,86331.64403210007,-1.6867512649052698,6565.178729537358,Internet,1.8548265119133112,-0.1757612441920485,1.40453420162632,3.835948999087965,2
4653.39914618978,Autumn,51760.57058515285,-1.3038733365851942,4234.0162609647705,Retailer,-1.1114408530196576,0.20108466447418452,0.5054953773763007,4.11644936436151,2
4564.52680484515,Summer,67776.8519432995,0.039150087353381255,4862.483001077758,Retailer,1.670238601746923,-0.24477326150036008,-0.6301139936156949,3.630737907705983,2
8173.52624726893,Spring,48738.844428310345,0.23700743150775752,6869.541049342193,Retailer,0.33670446221057426,0.9939001587414659,1.2341999096385723,5.077347136634765,0
7339.189194422738,Winter,49995.080377026585,2.2098270476007045,3919.80062563682,Retailer,0.10469575905718365,0.5023432513333043,-1.0750272864335797,4.763698825066175,2
2871.659024760938,Spring,65602.52988628697,0.1868281712049746,5425.91929268492,Internet,-0.6124124033900978,1.6027280160641797,-0.1983567056462558,4.740913322169936,1
7513.541901055098,Autumn,49063.5807997657,0.867586728698731,6143.70224665528,Internet,0.6597000821844365,0.13246119693437122,0.31240381091879665,5.908349817120681,2
4108.5123975699225,Winter,73712.89196110921,0.6760062284327172,4428.319109904824,Retailer,-0.05621457649397792,0.4934748227416667,0.2853982154617936,3.0214045313059543,2
5338.980114842118,Spring,69839.93602045972,-1.0342072430987856,3780.450708601679,Retailer,-0.10159350715847866,-1.444753017773335,-0.23582497583536904,5.3267762813305835,2
5650.728615566579,Summer,54962.52626113544,-0.48525480191829024,4077.1593981590936,Distributor,2.45128792464147,0.007505719077704421,0.051673996421469345,3.880221563311256,2
7022.089524226636,Autumn,59967.509890922775,-0.1458034278037381,4376.508356477504,Retailer,0.25813852620461714,-0.9499272185416566,-0.09308543604808946,4.208826992617686,1
6815.778957703469,Summer,71992.26569669014,-1.4804937232817021,7651.092104499286,Retailer,1.8435066015401884,0.7870897214965162,0.07689937608541987,6.626609283700487,1
4592.815962966256,Spring,68371.01604453204,-0.04746649589367806,1906.9442449055146,Retailer,-0.6111725821744971,-1.3019001079082961,-0.297661070166876,1.182485793847555,0
6755.573493084714,Winter,41388.84698105179,0.2196282598978209,2708.981975970696,Retailer,0.4284193370449971,0.3105468005444023,-2.475222434741382,4.489926285523598,0
5408.3309422120155,Summer,49028.73158015042,1.117625819262578,6131.371331720593,Distributor,1.7810333610494988,-1.9294539630506204,2.328107027399162,6.003657484812961,0
3889.3830864934725,Summer,49989.32937887422,0.5890858465901294,4910.727855741754,Retailer,1.4019411452903932,0.9180650760578944,0.248597200920629,4.37840943178701,0
5394.69977745748,Summer,35639.22615921374,-1.1919764404684976,1891.593688545814,Internet,-1.016409881929126,-0.9036276184124125,-0.5108657354490785,3.8257927807035297,2
7591.3586435613615,Spring,77329.8560160012,2.3046539300961544,6636.648704916764,Retailer,-1.6338367951187627,0.1912959726202032,1.2773192525183654,2.8857329871725015,2
5997.175405175764,Winter,63011.61753972734,-1.8611955114082244,5318.263638952114,Retailer,-1.7755840306539261,0.7272487726970183,0.4603382065572996,4.290466952472984,0
4241.103055891001,Autumn,48385.38109793299,-0.2776227809662233,3339.1345864400864,Retailer,-0.5264807718269536,0.5470960565584276,-0.01983670677801919,3.5636464225791107,2
4526.197893004499,Spring,60709.749908084654,-0.6405133146034951,5787.055009285368,Retailer,-1.3550084450754287,0.7268956765562873,1.0430111046920838,3.1466849456362445,0
3715.536801102112,Spring,73258.23962088925,0.12073799067127727,6552.332621251051,Distributor,0.9675633591256485,0.7700553721740069,1.9721301060863896,4.0768424041187075,1
3730.533151632869,Spring,56291.02226783778,0.08724104371379156,5416.810689669036,Retailer,-0.10818753816242713,-0.3306778302858765,0.6043493723928121,3.632582164787866,0
5631.052360707461,Summer,51036.77481285672,0.2883790621991197,5227.807307133199,Internet,-2.4800308566260494,0.3552591969754506,0.5799006972333842,5.1474342512420455,0
5669.631101262433,Spring,56333.4775512675,-1.552050973894146,3902.273190208265,Retailer,1.5763133778862777,-1.0883085841718367,-0.673560848265305,4.368631196959424,0
6533.838334453107,Spring,40314.71904440109,-1.0453441784714206,4178.766227429849,Retailer,0.705227837598954,1.4681417837895616,-0.867771791334442,4.658311218254198,2
3190.3428978763995,Summer,54163.96267154638,-1.1148681241991099,2772.0770417738668,Distributor,-0.2670110098778511,-1.4827133053303612,-0.55548973500163,3.7769431264483435,1
,Summer,60413.5170045231,,5924.942520924915,Retailer,-0.7453462903289706,0.850525468399411,0.4079753095973359,4.981837931039843,1
4230.473931763063,Autumn,71963.68633116875,0.5243510405647093,6520.8105601756415,Retailer,-0.7563431298645874,0.9544228175380608,0.47498838184427533,6.532376292779242,1
7653.973588216877,Autumn,36322.59120263732,-0.49053435483833546,5105.45405617979,Internet,-0.298343348545089,-0.8482990953912003,-0.4073538382897587,6.283149069717904,2
5552.96044578382,Autumn,53761.62068236328,0.7843015560756733,4015.8565282742625,Internet,0.42851052232098635,0.4536000333979337,0.008180170338367656,3.329257447200143,2
,Spring,64548.08599964609,,6640.886702430351,Retailer,1.4661855852532844,0.6768901043367994,1.6492822572095271,5.91498689198152,2
6010.024541065965,Summer,33094.97258834535,1.0820276481606736,2499.6718909780757,Distributor,0.5803751787803425,-0.6111603312944026,-0.5761729607952021,3.262087202875853,2
2577.9967889576037,Spring,79984.158343078,0.9862668415405403,5306.245873345357,Distributor,-0.3097336116793303,0.7459898849613246,0.6921427275142733,3.944228924038956,0
5799.80667696162,Summer,75679.87824509293,1.4147085066890075,6000.757251535611,Retailer,1.5851697134804663,-0.4863956988988882,1.2770294027064248,5.567219417937635,2
6850.616460747812,Autumn,58536.4469625331,0.22092155897907556,4805.341578393654,Retailer,-0.8952455181115748,0.1798507029207983,1.1723453390500655,4.351014268556686,1
3788.8780574170887,Summer,57433.07411699741,1.6899070990205423,5283.266958402789,Retailer,-0.81413262816942,1.2323081565085046,1.2717856413120903,2.7489637200382337,1
4706.066748878447,Summer,47749.0765782231,-0.05244926733576731,4877.558156123889,Retailer,-2.2729285436061666,1.106853257903891,0.12524210059512428,4.669543402540543,0
4112.278482857261,Winter,54504.62093934214,0.5854572533018936,6077.072843549024,Retailer,1.1175069881783348,1.3029971209909286,1.4429907518818934,3.676199020304346,2
4289.35277003834,Spring,59864.469176412305,-0.8231698498617878,5187.458155210457,Internet,-1.477791274471228,1.0404495849947433,0.5188201251437096,4.11724085116986,2
4386.436231212286,Autumn,83197.20131138556,1.3544410825437316,6658.5082933073045,Retailer,-1.2584288754619075,-0.9831261763067568,0.29236180782038446,7.292182181215202,2
2932.12155716779,Winter,59765.7053535675,1.441667618188605,4482.06242220897,Retailer,-0.5360652276644253,1.0338227361025636,-0.13676707689167422,3.7578379425967645,2
2900.1364808006606,Autumn,61560.436962288,0.44826864682719103,3245.5671877901186,Retailer,0.6923452644733922,-1.5222507964644156,0.4358243152303575,2.6639427601927865,0
3545.2400072626406,Spring,70131.4793433349,0.3999339935421191,3052.1908045223918,Retailer,-0.24498141269241683,0.7495183032728034,-1.3585721664204728,2.543034668366964,1
7830.93862308879,Spring,76446.0224397125,-0.7557303458417904,6256.681331052803,Distributor,0.010145588246703436,-0.3143824270689592,-1.0428117827104255,6.229700523079413,0
2481.6749701288354,Winter,67962.83033658561,-0.10929554387145443,3845.7511610589263,Internet,0.11476377456537828,-1.3982158966401188,0.4697610679357843,3.4784993748427717,2
7432.470018171223,Winter,39364.25983094459,1.1098180509743945,4864.298928258735,Internet,-0.2947086424206426,-0.40546446934257596,0.6339171614304588,5.158904244673992,1
2201.320638501792,Autumn,59027.94731063729,1.794517602277206,3991.5934758822045,Retailer,-0.6105236287092252,0.837069953619214,0.25256220433870963,2.654934940889036,1
6052.207845125498,Autumn,70297.18828836994,0.4856626572711056,5129.570189170296,Distributor,-0.05086472686301407,0.43822259819927,-1.880402640205188,7.787031446397554,1
5503.210217855647,Autumn,61554.752365940934,-0.05914020045722687,4590.202089384596,Retailer,-0.9703963683617924,-0.7523335836595099,-0.2473537474316259,5.942651835570973,2
5839.429342149047,Winter,55707.989213733694,-1.0718734596859578,4655.896045139774,Retailer,1.9014439577304498,1.351201867688029,-0.7518065987692921,4.379112954383011,1
5156.096341689055,Summer,51868.133357384555,0.10436861715370474,5508.359590383957,Retailer,-0.335750636581232,-0.3284445896190095,1.1318414459779755,6.314029684311585,2
4501.735667763457,Winter,43792.9935065432,-0.2296641981770104,4379.080616928302,Retailer,-0.13456471039651446,0.6015153461873015,0.5246562780886959,4.833834534376564,0
4959.96089557433,Summer,57792.94231485471,-0.46183924099394674,5312.727972010024,Retailer,0.7553513188418729,0.7854451842058621,-0.6603374596249505,5.26671572799993,0
6423.350738934324,Winter,57378.4896966053,-1.0427688233511887,5084.0992437786235,Internet,0.23313677698089832,-0.5109268069197486,0.744638898906219,5.179422972021909,1
,Summer,50463.36668488817,,4648.152037106881,Retailer,1.1673297575660837,2.771268619791557,-0.8055500776219134,4.894315973060611,1
6214.966300111011,Autumn,49788.29346127618,1.7843950447002515,6473.124998369933,Retailer,0.1860831825864269,-0.8318928862483098,1.2333169403001756,5.261019449746071,2
6676.374776516253,Autumn,85046.91385629978,1.2523970388901577,6050.446647659331,Retailer,-1.230691166918786,-0.08206389801953516,0.6679490452194342,4.62976381399734,2
4177.055993978054,Spring,47877.0605264857,-1.3040564615637744,1790.3859538062734,Internet,-0.9163763263672251,-0.7578182142682843,-1.4910351059646467,3.5757539319183596,1
6491.148056103612,Summer,59836.43103582421,-1.7880739737240876,7270.513497009935,Distributor,0.22046757441569886,1.4988343730730587,0.6952259878064893,4.715450043066334,1
4013.0884477557065,Spring,64230.31816965814,1.2990984507692933,5249.2003263261395,Retailer,-1.3294183781805278,-0.48285294909531995,0.10958036161412334,4.236538294568427,2
