Money spending score,Gender,Marital Status,Annual Income,Time spending score,Age
11.868163126689232,Female,Divorced,82314.04522357008,12.736191337542095,57
7.921234849541015,Female,Married,80959.46154996891,31.958081825259896,64
25.51235518190287,Male,Married,73166.93350988852,20.128971486663527,60
12.222292914527173,Female,Married,61778.3862348048,-0.7375925190148376,64
23.06920472696856,Male,Divorced,64406.688605199895,24.682263961972126,60
48.45007208373449,Female,Divorced,28319.6122711626,40.65266115105893,29
96.9882971882825,Male,Married,91791.19064551682,87.1069915242655,27
84.06904355805797,Male,Married,100000.0,97.80529830793745,27
44.91360479173894,Female,Married,28502.59801803078,39.62916658944429,22
23.54300989076541,Female,Single,78751.82659245629,23.69880568399278,56
11.210043065729153,Female,Single,80326.35367033676,16.139999973243825,66
41.57872210796793,Female,Single,22635.312910760425,30.464199600212503,21
80.31278559210298,Female,Single,82876.46141838146,97.35388898281167,68
37.71942427880865,Male,Single,28249.47112876684,34.2634795562957,24
49.3174430890046,Male,Single,37160.525977898134,43.102947888990755,29
82.14859245210681,Male,Single,85470.58429906468,83.83689903212532,22
15.876806456544074,Female,Married,82966.98630083389,11.076373056810457,61
86.92248181655515,Male,Single,90729.34981312182,84.42033082452885,25
84.3138002376266,Female,Married,80569.94297449263,84.72927904179475,69
80.06942028773906,Female,Single,84356.26894409451,70.51411336105426,29
90.70661404052069,Female,Single,89963.18282200453,95.62631454723112,27
9.225917606521278,Female,Single,85085.52719995897,29.218059366042244,62
31.788107737762143,Male,Divorced,81385.52378102865,30.352288067299995,55
50.412932999304836,Male,Married,27747.03410928441,41.11406671097086,28
76.84270575992113,Female,Single,79889.04582062944,60.40012576249167,70
87.76876574144686,Male,Married,88516.72311092846,99.65421485350412,29
23.386865605160747,Female,Divorced,85828.868255484,28.560329833696606,52
36.54622268674749,Male,Divorced,24043.514514236653,23.785605508631374,23
1.7958558885012863,Female,Single,83364.1716504758,-2.3578417957535924,57
80.55837730502299,Female,Divorced,93641.20306074053,54.892789530427216,72
6.088891213863981,Female,Married,84498.96611326064,18.251909631439304,56
44.214951835596196,Female,Married,38125.25094582247,71.04514653377524,25
5.315188021851853,Male,Divorced,76820.6541065441,12.844203116195196,62
34.76673014052279,Female,Divorced,60075.70772306556,47.514327722963145,59
35.90155854137876,Male,Single,84058.00387498643,50.72244822859709,55
10.860787173494323,Female,Single,84147.57277388776,5.8961088417452725,60
17.200266310467867,Female,Divorced,78812.07131693352,35.83066709548507,56
72.45108081534283,Female,Married,89972.0215944542,64.01870892053347,72
31.768153710914525,Female,Married,78466.46192754297,36.54167310578146,54
86.68995089662306,Male,Married,86258.99995617742,62.52124347388518,25
42.21062397323035,Female,Single,29080.270459972657,39.46518201115525,28
47.45613858913017,Male,Married,27693.22900113288,47.55831768827913,21
32.31980278836446,Female,Married,19462.45194831367,21.47426461129991,24
12.375986048043544,Female,Divorced,74212.14505266369,20.258164124601524,56
89.0373502258785,Female,Divorced,88827.60099006329,107.60195560926121,27
41.901507337838375,Male,Single,36766.14236510835,25.159973623695922,24
29.31313724355854,Female,Married,58759.09324867157,28.77298093537962,60
17.101314647137844,Male,Married,81953.32211909731,-0.35000958138776284,60
84.5013229321086,Female,Married,90353.188732816,78.62663762573852,26
10.638550802363895,Male,Married,89549.87579156441,2.3750397237406364,61
82.99859912603546,Male,Divorced,77252.60301346912,77.5056812177135,23
28.509079917010684,Male,Single,77708.88998066369,42.21497624700626,66
31.602031208727727,Male,Divorced,61922.592358033144,28.866845118213064,65
25.589992494351318,Male,Divorced,75581.12700841548,21.92502703519389,51
76.6735610386914,Female,Divorced,83521.99935098412,88.68915001708025,25
22.96995720852255,Male,Divorced,51014.43122242092,14.6810719156874,66
76.94494641861753,Male,Single,85657.50008589696,70.87428200053998,72
45.075775636397665,Male,Divorced,24737.602164126074,37.18336769890608,23
89.33095154040691,Male,Single,77869.98434882979,77.00160859491227,23
12.98984858499886,Female,Married,80306.99118433183,7.893466606712734,56
79.29110796632446,Male,Divorced,74243.21130202309,80.79860084042348,64
89.1386523734443,Female,Married,87338.36586527852,96.3668186210764,26
76.55562544969467,Male,Single,86487.89116021119,80.50952729887955,64
28.344753411286305,Female,Divorced,83705.83381171363,33.12136316165154,57
48.00307882636345,Female,Divorced,26792.674737347807,48.30701429183239,23
17.539684704725413,Female,Divorced,71123.71959177277,10.519130808765944,58
80.2573944124891,Female,Divorced,82569.75769085636,87.85743138013945,80
51.9110215897111,Female,Single,36581.5248206368,51.912598099049646,24
44.44719689613604,Female,Single,31399.6391508587,28.09899433967621,26
28.72025033571188,Male,Divorced,82613.27614301835,12.889623552844395,56
43.76495850739484,Male,Divorced,26174.69110285854,47.46950003195606,23
85.06814849587794,Male,Divorced,89302.71573931315,96.32030653641458,26
31.956565029831374,Female,Married,62362.81651210716,22.861089986317545,65
91.96040004282523,Male,Divorced,91269.97932014834,102.80537944969387,23
34.36445364761642,Male,Married,79721.30990046004,35.36060350666482,59
45.65065419440916,Male,Divorced,28216.37038624457,33.07139384034291,25
76.74835881302972,Female,Married,92007.16063234146,80.68692924411987,77
78.7069052082987,Female,Divorced,80742.38040343726,74.2511194354214,72
79.59213681685458,Male,Married,78457.53035545362,66.50964068970825,73
41.99115592538566,Male,Divorced,32843.664109602905,33.01154000041697,24
29.66819622280811,Male,Married,81266.45549308669,50.410459660005245,51
13.924672925326263,Male,Married,79925.84393469452,9.139112487033,59
25.288017685745157,Female,Single,56992.388499870496,24.772849904840058,60
37.63001278232441,Male,Divorced,81964.85334601917,31.91205425628892,53
70.56453134744842,Male,Divorced,80632.78115221181,71.29486521835287,68
8.311846263624972,Male,Single,84368.26222507929,25.190233589529903,62
30.778836986014262,Female,Divorced,65314.34137240101,41.36585782313573,61
38.65670143300525,Male,Married,29219.587615565804,39.70247762658174,26
27.234741317285874,Male,Single,61757.00292291694,22.051880142423414,64
2.163495307825279,Male,Divorced,74264.86228277224,15.356694717409034,53
83.82550966154983,Male,Married,89460.2334090916,88.30430234950538,30
84.07801128762756,Female,Single,91967.28475607536,82.72245537084063,24
45.2557371555766,Male,Divorced,24723.737424133426,48.70563316396395,27
13.88602883237806,Female,Single,82748.49363127019,32.15920445640688,62
93.95841625546583,Male,Married,83126.84252939682,112.03550817166214,34
81.44126063457769,Male,Divorced,83286.02346113109,71.94146649519222,76
8.034902851468281,Male,Single,84586.35579299487,-16.34651797338192,58
29.758333471426276,Female,Single,53997.545680906915,37.024647040336035,55
23.255298701780337,Male,Married,55670.187686517966,23.19660351700943,60
24.9784499178335,Male,Married,86068.0927617569,24.91652766113391,57
80.21580829163926,Male,Single,90068.73312456925,82.44352003254535,73
47.318754067597254,Male,Married,24355.342813040523,33.80986001737601,24
27.79915364739572,Female,Married,65281.17608670907,10.177833636381433,59
71.82427351456231,Male,Married,81277.91697868844,70.71298570002487,70
17.25118460296375,Male,Married,88661.74173993051,17.449265440247704,51
97.94377149412043,Female,Single,88154.46707609258,99.2403697198354,31
24.947269925102802,Female,Married,78632.72452742897,23.766887271519003,58
76.83684594807755,Male,Divorced,86778.62233922991,72.87424814435724,69
12.509467812667737,Female,Married,75542.1755582978,29.746749928709967,58
29.161188526110923,Female,Divorced,64745.61181426973,26.92143003650733,62
30.41296228039119,Female,Married,77429.37883650424,23.125016315983995,55
42.19713207883544,Male,Single,25638.270242183957,58.295821581009704,22
40.54573912525387,Male,Divorced,62402.854939267025,41.150741056422895,60
28.744938482772238,Male,Single,57218.65740384385,34.68762737486002,66
91.67636126080485,Female,Married,87019.41928968934,89.57218988292622,24
28.12226448958275,Male,Divorced,75418.01520591095,21.776184707068204,57
30.213129028045262,Male,Married,62362.133706488006,42.78637525850429,58
30.71109189083284,Male,Single,84345.32513426105,36.95674669559592,49
73.61787829285717,Female,Married,91073.42164984002,71.83850852182239,67
25.277589714935708,Male,Single,60889.32016699522,39.197566313542325,57
35.99237849951741,Male,Divorced,47128.75274810905,19.971656022335914,60
3.626073692350019,Male,Married,81071.85060020347,10.06695259718715,59
9.63163647676658,Female,Divorced,80049.25677591376,10.996484960596229,60
41.11168419317306,Male,Divorced,33354.59281579517,36.813352690621784,22
11.32550102765991,Male,Divorced,77181.97645364825,20.340159633829828,58
30.82109678502577,Female,Divorced,58864.18536458844,31.887476792507474,56
12.154898526510415,Female,Single,83421.3172154996,-7.023377837688052,57
73.72670197168136,Female,Divorced,85880.59939826906,85.19844498775147,70
82.42115984464445,Female,Divorced,91491.17356655502,70.3055291288376,24
28.242819476854578,Female,Single,60969.94793663175,42.87132226775731,62
45.03186669113197,Male,Single,32617.739773797617,60.04696484193066,27
32.15332428925661,Male,Divorced,58397.78342582977,23.066624958830587,62
21.749808967111868,Male,Single,63323.805595517835,32.30032568580053,59
25.836515273302375,Male,Divorced,59339.38111429788,19.44560655702116,63
30.648408586349362,Male,Single,57084.98585586909,35.31016927227299,58
80.54427001137101,Female,Married,86646.68231178196,88.9300672405248,69
80.00651461557534,Male,Single,85974.30323500716,85.27977350145372,69
41.44650647655107,Female,Married,28503.188579642454,55.45951945824256,24
12.275363348556084,Male,Married,78963.04264889543,7.882433869381233,66
80.31378844043036,Male,Married,77689.65162218372,88.5254949439524,67
87.84439708199059,Female,Single,84671.57823929847,75.1035175745863,23
22.451060310569037,Male,Married,85563.03178880764,15.199652534187365,49
