Time spending score,Monthly Income,Money spending score,Marital Status,Gender,Age
24.401528598533805,7159.834582204627,27.84640286153896,Single,Female,29
63.36556597864176,3314.7532818815957,61.26717083862458,Married,Male,54
58.06316540276396,4084.7004235331738,47.13365908546099,Single,Female,39
35.81073137070557,5281.264423225408,59.17752982685377,Married,Male,39
-8.275000939975456,1884.0700644206458,0.27981739518685345,Married,Male,79
29.368730379282535,5446.151367977272,51.78854844731465,Single,Female,43
25.9443557356159,6675.665008220532,29.574685355096463,Divorced,Female,29
20.348478179966595,6698.401592653416,25.515796932187634,Single,Male,28
32.902582893543205,6891.633251017376,25.806665224161755,Married,Male,31
50.672723985307925,5240.776316005036,58.184434793791176,Divorced,Female,41
34.35912094465772,7165.132779249794,31.800355589501105,Married,Male,26
25.507378480297927,3102.1875713969876,17.100485362246808,Divorced,Female,73
76.31140789088238,3164.6247724992127,80.80067717411796,Married,Male,58
61.720758595200074,4866.269053010563,49.62478845958385,Divorced,Female,47
7.022470508039504,7079.0477285406,18.62465292080972,Divorced,Male,29
29.609345279806387,7155.766650331969,25.426508248215203,Divorced,Male,23
91.97349007203763,2507.1812075597445,92.56457359959168,Divorced,Male,58
63.284253780976385,8218.284640788686,62.34552474942634,Divorced,Male,28
65.74218483642204,6829.375612754924,73.02716484300407,Married,Female,30
69.04779333927618,3108.953499474446,68.01055138062114,Married,Male,44
55.17746682772954,6934.335981516058,62.150451463436056,Divorced,Female,31
37.233008215530354,6592.955327610236,38.87241989268643,Divorced,Male,25
68.9171762924753,5417.3378109645155,55.86970734059287,Divorced,Male,38
60.9119767048997,2776.7763425813646,63.07352593011755,Divorced,Male,49
67.95481681815144,5557.117012130124,53.75040627636111,Married,Female,45
92.03660080428948,2833.7281983147172,99.27533284813174,Married,Female,51
53.37074802480934,2418.757675111229,55.82775834904859,Divorced,Female,50
60.93386022028338,7419.574112413245,60.936250246007674,Divorced,Male,30
16.904629435621302,6904.899567308987,23.544674697452262,Married,Male,25
66.49687083909976,6911.562111067684,71.90783374639467,Divorced,Male,28
80.30312195493636,2802.5323173860234,61.15689543931809,Single,Female,44
69.39922592441614,5436.028744766155,61.6220068873857,Married,Female,38
59.48998789439207,7313.894845284591,66.75023418160201,Married,Female,27
55.85630417621035,3411.410835437529,62.21103632854994,Divorced,Female,48
61.47894099008166,7154.699500634873,63.11880719295982,Single,Female,29
68.46169021366822,7228.223138415449,62.269280038853424,Single,Male,33
71.01429294194185,2972.533057804492,60.13683412213134,Single,Female,52
13.160222699833882,2607.648948411683,10.841193801425561,Single,Female,76
59.72788014479518,6802.817655893121,59.35855597470196,Single,Male,29
82.84938301150713,2091.323395954533,80.03526125865002,Single,Female,53
68.36309774258397,7450.617633766991,66.72353177599862,Married,Male,26
96.67234060818139,3357.344009812437,99.2528611572668,Married,Female,57
58.13177736832151,5704.750402890311,52.367128637791545,Divorced,Female,42
40.11961996663118,1944.218099917523,51.72741630769357,Divorced,Male,50
68.71229643089532,2645.8838241060866,82.64640140908898,Divorced,Male,56
74.12258166942075,2471.4696332676,80.58306679748844,Divorced,Female,51
40.78605528956038,2398.6520108324366,55.81267159004307,Single,Female,54
59.45360226368573,7513.626248195532,58.79695390653747,Divorced,Female,28
68.11304548724908,7012.007717243511,63.20803019970553,Married,Male,29
7.028112478989281,2420.8521952502974,12.527382623783275,Divorced,Female,76
90.88526048162767,2362.6883290249134,84.62145699818342,Married,Male,56
105.34136111377549,2448.759793570579,91.62534167493368,Married,Female,55
14.019970419963094,7648.9190739264795,18.638730249653147,Married,Male,33
89.75019572646067,2233.8624828137563,86.89251430161428,Divorced,Female,55
1.2791861106495221,2574.1704187572714,3.889145060119141,Divorced,Female,70
25.237715694000396,7034.640920041711,29.42311782138506,Married,Male,26
58.59067137174186,6603.983803134636,68.21691699223942,Married,Female,27
56.61239412788732,6894.782922983783,62.256220616822525,Married,Female,25
21.95401997187219,2024.5791459071752,11.450281951645536,Single,Female,77
74.72605045124703,1901.557867253144,77.37475386215627,Single,Male,51
23.94674730917294,7256.533901225794,30.63530124573618,Divorced,Female,28
45.38443976466691,6999.05648648709,28.583306654558907,Married,Female,23
4.754668594895644,2853.6073643886434,2.652928125002184,Married,Female,77
64.5573514001104,7544.201402183698,56.83050902965304,Divorced,Female,30
68.406590451507,4867.2129295456125,59.356811421008125,Single,Female,44
66.31350836338765,3166.2949845846297,66.50243965317958,Divorced,Female,51
61.37786464871421,3388.1558004148033,61.814073686087596,Single,Male,47
79.43044504998903,3090.182284185701,68.6508322422531,Married,Male,49
14.081918693258082,2302.2422536360436,16.99969442081989,Divorced,Female,76
50.11443215526892,5263.513132860093,53.662299283749114,Divorced,Male,45
10.13678616553369,2297.184457874079,11.915588693872813,Divorced,Female,72
49.1257265655803,4776.278412684666,60.7739705541792,Divorced,Male,44
38.2197492190031,4742.496859005091,44.62223965395255,Divorced,Male,44
23.355627233171983,6854.364496067273,27.373629473504185,Married,Female,30
-4.936008936617956,2383.2337307190987,12.887471283638256,Divorced,Female,74
49.54759513349539,6857.254711019852,55.19844441072775,Married,Female,33
15.614176501822513,2680.665327350196,12.597435553506841,Married,Female,74
46.41741558021419,3592.503627883511,57.34273163889273,Single,Male,50
65.0301882807352,4721.62041701091,64.15612341772444,Married,Male,41
29.682869095212247,7332.578959141512,18.276293131484085,Married,Female,27
38.31770135526522,2961.7515949896824,26.704162016823833,Married,Female,72
-0.8591134706756627,2801.0715264898013,9.848017434025287,Divorced,Female,76
40.0172648375992,5164.510155307588,44.020838030153165,Married,Female,40
6.864880400496101,2445.207617261004,13.87735551590876,Divorced,Male,72
7.6779160130411395,3188.8128259152254,18.809575872595875,Single,Female,73
13.107509628623113,2856.7939572808127,10.360586341004385,Single,Male,74
39.303159568801156,6888.570636036116,38.46768215835638,Divorced,Female,31
