Brand Loyalty,Months after becoming member,Age,Gender,Location Code,Renew,Hours Online,Annual Income,City,Marital Status,Education Level
-0.3429495986284361,63.0,54.0,Female,Rural,Yes,7.437844949001171,45133.22226299332,London,Divorced,College
0.9920513198641038,47.0,51.0,Male,Urban,No,2.467046126843454,21457.49015318283,London,Married,Graduate School
-0.001958674508335312,50.0,55.0,Male,Urban,Yes,5.945399211813613,55820.93152510488,Manchester,Divorced,High School
0.20126127616119496,,60.0,Female,Suburban,Yes,6.768586687730164,,London,Married,Graduate School
0.15522435420753086,59.0,63.0,Female,Urban,Yes,6.381140833896984,58679.42916358742,Manchester,,High School
0.44212644403262014,44.0,48.0,Male,Rural,Yes,5.198887821206747,48148.31373014131,New Castle,Single,High School
0.509452722517372,77.0,48.0,Female,Suburban,No,5.85981974798337,59494.8966557831,New Castle,Married,College
-0.36503021876742126,52.0,53.0,Female,Suburban,Yes,6.287947718880386,51987.09747507441,London,Married,High School
0.21489021416575696,30.0,70.0,Female,Rural,No,4.601470060851404,42157.625403214566,London,Married,High School
-0.6203334902684136,51.0,55.0,Female,Suburban,Yes,4.507641982081358,49059.14322065478,,Divorced,College
0.7514299532314743,66.0,57.0,Female,Suburban,No,4.169682680814327,75705.84718791486,Manchester,Single,College
-0.013914154629397046,56.0,55.0,Male,Suburban,Yes,5.700907634014308,54517.61282820776,London,Married,Graduate School
0.7766652804191926,72.0,56.0,Female,Rural,No,2.0429902794395662,32253.845256730106,London,Single,College
-0.12133340146330912,50.0,64.0,Male,Urban,Yes,5.670197858236938,41887.73793065451,New Castle,Married,Graduate School
0.729214528216396,89.0,36.0,Female,,No,5.361987703942533,78513.46235763837,Manchester,Single,College
-0.028526052178161287,54.0,51.0,Male,Suburban,Yes,6.635456001201608,37328.91481468991,New Castle,Divorced,High School
0.4558110544205652,33.0,47.0,Female,Urban,Yes,5.472219253660489,45554.04889204616,Manchester,Single,College
0.4114754422541303,37.0,46.0,Female,Suburban,No,4.153597369668266,34422.58547867318,London,Married,Graduate School
1.0019805930557686,67.0,64.0,Male,Rural,No,4.593358762829873,67074.52068491769,New Castle,Married,High School
0.6319876467285156,87.0,66.0,Male,Rural,No,5.6720010564538725,62900.01343976308,London,Single,College
0.1065658613312942,40.0,56.0,Male,Suburban,Yes,3.1713988761428973,31653.000811008213,London,Single,College
0.4711443335553022,30.0,51.0,Male,Rural,Yes,5.353341099042838,53269.34065749805,New Castle,Single,College
0.7464867034862257,42.0,47.0,Female,Urban,Yes,6.27094697889242,46748.99575605492,New Castle,Divorced,Graduate School
-0.07946843909377632,50.0,65.0,Male,Urban,Yes,6.23881917855449,57645.66473412111,London,Divorced,College
0.009846846025110767,83.0,54.0,Male,Urban,Yes,7.474816325901239,44643.20789083844,New Castle,Single,College
0.7584815774145977,95.0,35.0,Female,Rural,No,5.2296365291180535,67206.19899708635,Manchester,Married,Graduate School
-0.4911378336025469,51.0,53.0,Male,Urban,Yes,4.496915340714641,50013.9167707127,New Castle,Married,Graduate School
-0.7967927565046264,55.0,52.0,,Suburban,Yes,4.58979087912105,51404.70137370521,London,Single,College
-0.5192755873111308,61.0,51.0,Female,Rural,Yes,5.581636794219345,42776.52909290696,New Castle,Married,Graduate School
1.1555199312436724,56.0,54.0,Male,Urban,No,2.141662630652342,61512.10140497926,London,Married,Graduate School
0.5780543646464393,47.0,36.0,Female,Suburban,No,3.096528006288552,,New Castle,Married,Graduate School
0.430339840621644,85.0,42.0,,Rural,No,4.131458312634668,44151.173244236285,Manchester,Married,College
0.7980411382435371,65.0,,Female,,No,5.655565806193823,62533.127881970315,Manchester,Married,Graduate School
