promotion_effectiveness,pricing_strategy,customer_satisfaction,product_awareness,population_variables,Season,financial_circumstances,Sales,consumer_confidence,advertising_spend,sales_channel
-0.808288187945245,73778.60195536129,4.410691847390019,1.739369084659525,0,Winter,0.6091788371560797,5503.450967247363,-0.24189765207918176,6489.399377177369,Call center
0.5011471323724103,58524.32550523377,10.0,0.6848296416503789,2,Winter,1.7260780065962609,7919.396745402506,-0.8564269485707038,5606.871928139188,Call center
0.6303154413399897,58509.267266020135,4.118443932256106,-0.6216171056979687,1,Autumn,-0.320402665780212,4808.412224667805,0.464915554615703,7393.25808458928,Call center
1.3658874733064896,43775.32259560823,8.769925212412184,-0.002514156668529369,1,Summer,0.6608887831033768,8559.34374819784,1.6442906185498396,7235.382091048403,Call center
-0.4719101382100316,70779.33571578865,5.870203728052608,-0.06090881419771439,2,Winter,-0.8994747777280453,5157.2574676526865,-0.31003417098039926,5788.175495908153,Call center
0.6444238967547509,49778.768004157486,4.600501181334237,0.44829013685003427,0,Summer,-0.7278951704307512,5657.387634582544,0.15436858862944633,5499.599568481889,Call center
0.5657252890394301,52710.009953354944,5.947326047432279,-1.865092411883048,0,Winter,1.9502122209654214,3358.3855252714266,-0.9112898060350026,5355.915140077487,Call center
-1.335135154924001,63594.13286071515,5.7808878400996475,0.2346434705705476,2,Autumn,-1.4015313229411723,5544.0671482819525,0.9817324806040634,5650.831443595809,Call center
1.6008373037225165,46582.888435466455,3.9105903494353083,-0.26570341635795525,0,Autumn,0.15953960211310533,4107.657931055449,-1.451321164248843,4613.151737556011,Call center
-1.1576491898108285,58397.873678814285,7.343960572864756,-0.8220528132096865,2,Summer,0.24072639510100924,4967.985172354765,0.10925215797948835,4681.621744573014,Call center
1.0862729906230906,37958.34028015634,3.2104417654182815,1.0566072407160358,1,Summer,-1.6196709601988206,5148.864686909746,-0.06148241804753865,6612.815487289954,Web
0.26538917315839233,40103.117529245916,6.057276367637781,1.0920720111475017,0,Winter,-1.396145221384404,6197.218121856433,-0.125677774899635,6136.346847395726,Web
0.41381504677113906,36711.97769854852,,-0.30573159986910764,0,Spring,1.0343363961339918,5528.227144908623,0.6640788041386388,4935.758519000506,
0.5119844137306836,58550.159378166034,,0.6473830624231306,2,Spring,0.18165973389083123,5834.86615981684,-0.6716361576753546,6686.805850379997,
0.6223680268588714,56883.068134875946,8.885800165062198,0.8223969088491725,2,Summer,1.4707631462731543,7439.9445832772,-1.1391471539907196,6962.78348734432,Agent
0.05403858950151708,27686.452077130776,5.0725245492444735,-0.060949608051117314,2,Autumn,0.7974300552372203,4425.087379310185,-0.5447664762217023,1172.9112094191196,Call center
0.13659868229308153,65128.39847698774,6.844051293455326,1.1299918915196316,1,Winter,-0.31307828929237264,6810.997761686382,-0.25166205939602354,3876.466453985692,Call center
-1.9034185463316013,56343.37460525604,6.042788185027174,1.413696684045748,1,Summer,-0.6020671600322207,6013.420293178432,0.11571929008298683,5652.38647441716,Call center
0.12469231054611038,47651.78045526125,6.608078568837246,-0.5976161970292837,2,Autumn,-0.7547890326757845,5385.90789265224,-0.03186180396115667,6263.407493579656,Call center
-1.2024236969138835,46917.12745004197,6.133399734266677,-1.2023512913931644,2,Autumn,0.8564596744571755,3518.070607424508,-0.13345636955765078,6475.726049267397,Web
-0.5498149625351598,72115.85830365866,4.512521472096786,0.6704241250933883,0,Autumn,0.09043760142821505,4298.593948527603,-0.7319929529853489,4446.425807014666,Web
-0.8137588380590078,59640.662912348635,6.576130171957559,0.9793059216624822,1,Winter,1.6657169257869475,6051.4264024235,-0.19847001971911546,5620.708624485878,Call center
-1.698970493147971,45376.3305580791,5.39044825872359,0.29897272053381513,0,Spring,1.7402631318077704,4501.7779954723865,0.0499697424364272,3587.380541288442,Web
-1.3255965928868276,55087.639003068165,6.4336393336154,-1.8477342938406731,2,Winter,2.168661306972469,3290.2110376855217,-0.06391288388282103,4444.78510537561,Web
-1.1967123930092949,40316.43566491695,5.586160702475446,-0.39997624683484356,2,Autumn,0.7503262525621236,4667.942091529379,0.3896981232802321,3158.613658783473,Call center
0.2568099446910171,59060.352646099214,6.236161387075487,0.8781197956979927,1,Spring,-0.631202821090223,7389.411297311859,0.9038274351892445,6443.075946366293,Call center
