Monthly Income,Marital Status,Gender,Money spending score,Time spending score,Age
4848.9749493403915,Divorced,Male,58.25140704969243,55.08679106578711,37
5350.353340874492,Married,Female,77.38836946657074,80.46778801015975,25
6662.475904518571,Divorced,Female,84.7067395015901,79.93451326143372,29
6065.643813099897,Divorced,Male,49.65041429780886,35.534496797071526,31
7296.951540967304,Single,Male,21.367263428107165,19.52399957563354,31
5528.346809142269,Single,Male,67.195316388285,75.11847891678782,32
5137.169779927919,Single,Female,65.49164010348026,83.26552132983676,31
2534.8083559705256,Single,Male,80.54153444707545,77.4905601891681,71
6559.8510530822105,Divorced,Female,77.41631441896448,82.07962392777193,22
5395.2624739659195,Married,Female,66.5080404162912,81.58606572984154,29
7071.860468058737,Single,Female,19.557609366429023,8.042713839622131,34
2270.583644896024,Divorced,Male,77.18296337191856,80.98231666319354,73
5684.291294390376,Married,Female,81.37576919319012,86.433320395714,28
2650.4965913101278,Married,Female,79.08100013716663,72.021520569418,70
6280.946960847038,Divorced,Male,74.26996097720843,76.8664737874626,31
5662.767933488302,Divorced,Male,61.9370424491992,72.49934286780697,31
7019.227307792202,Married,Female,76.56846165642654,69.71016915837566,31
7851.985810010225,Married,Female,20.767042763018203,23.876171014793407,31
8216.691960561184,Divorced,Male,19.409157237454966,18.542406542206944,36
5979.719380205495,Divorced,Male,69.6855043149065,48.97968254697676,35
5468.80407568689,Married,Female,58.79702349766354,69.9647027457709,32
5312.825631218714,Divorced,Female,59.845307253927,59.6657688616594,31
6698.863963581253,Divorced,Female,81.20963196009014,90.06303923187923,29
2772.056268602671,Married,Female,98.07069655844585,91.21233844396382,70
7514.535826182079,Single,Female,28.41074165655865,25.054192496860075,34
5947.2110021945155,Divorced,Female,63.88053186125957,58.27671884784865,25
2474.524398837544,Divorced,Male,73.28481310415171,68.82624962589027,71
6124.107563917312,Married,Male,58.76366047684865,75.77506474376845,30
6116.630742593969,Single,Female,88.22222249754245,93.85294924665496,28
7231.311851861799,Married,Female,36.49567439594335,35.82493354600722,35
6722.679160117178,Divorced,Male,70.33541727136864,57.51117651909122,33
7122.245533195591,Single,Female,16.117411234956812,17.51417197183705,38
2941.56744974169,Single,Male,84.4955848567156,88.07250436619313,64
6677.184067335432,Single,Male,76.88031068702156,73.47573961697977,25
1841.0582858061844,Married,Male,90.83482755080219,82.60127857875165,70
6889.622204395866,Married,Male,79.51378299835409,65.46110999114852,26
5156.820643689816,Divorced,Male,60.19386522828119,64.74901630090048,31
4910.311526977868,Single,Male,73.29930426150119,82.11567197708965,29
6321.346692071589,Single,Male,83.42803269410966,90.16423935537053,25
6602.528887219522,Divorced,Male,17.98889411403956,34.54342357617888,32
8302.594356893307,Divorced,Male,19.63295158354338,23.072374429984087,30
7116.804553283641,Married,Female,70.08505661326835,79.2389423844573,30
2714.1184617205995,Married,Female,75.17324521840158,73.92663443344195,65
5749.918210545082,Single,Male,58.08760672105662,52.58816965772057,29
6179.107263391182,Divorced,Female,77.24513966391078,79.0605253974332,22
8032.705643278567,Single,Male,13.791025985475846,23.30307675903881,32
7109.555792137759,Divorced,Female,80.76711644257102,73.61700616581713,32
3512.7351238383753,Married,Female,81.48348941014689,82.61800175752396,73
7730.362857187361,Divorced,Male,13.857436406426855,8.543490528627052,33
7712.323902096802,Married,Male,15.544937994922787,10.2448701682884,40
6635.80593602367,Single,Male,87.50584127159598,98.95042994076327,30
4504.187000807478,Married,Male,63.10393393656956,56.86276619547997,29
5552.756347099529,Single,Female,60.06618370916337,67.74429120710798,31
4910.662517082828,Single,Male,60.10222696714341,59.15145562888198,33
6156.772915847499,Married,Male,72.92468140035639,68.09780981500327,31
6869.647295124783,Married,Female,70.24586514676864,82.87303642653481,27
6065.0274547665085,Married,Female,64.43905179622249,49.922287560549115,35
7324.284042901552,Divorced,Male,15.697492088164516,15.076284201068889,33
7569.878620756319,Single,Female,14.988782074592798,12.021067188099114,38
5599.843147391877,Divorced,Female,64.65133064033277,70.31976171956431,28
2404.2069039719963,Married,Female,89.85727347256254,83.56650278391889,72
5553.4536706679955,Single,Male,69.57450359582666,68.7417412695424,29
8227.640990388703,Divorced,Male,86.00138308994802,94.24077830304626,25
7234.9407622595645,Married,Female,26.57239706226419,25.254917617535163,33
6333.139224658444,Divorced,Male,69.23816960318325,55.452473372314465,33
5546.048993026153,Single,Male,66.24598205128083,61.467651804337535,26
6104.686512025925,Single,Female,39.694701488323844,51.73051612695369,35
1974.3274582543136,Divorced,Female,67.83725163782924,77.17834676087031,70
6594.19289260698,Single,Female,72.87368603837457,79.20191566269021,35
6918.642583918764,Single,Female,20.354847816476067,17.165337000062515,34
6045.21156964048,Married,Female,50.992603677640545,57.373142838676756,26
5878.738738899749,Divorced,Female,82.79789828931636,99.65275607938352,21
2735.7751306583687,Married,Male,76.1530082840442,74.8270075786196,73
6498.665074496463,Divorced,Female,78.75957081977879,85.72508314479064,22
2065.304942561208,Married,Female,79.34194193067182,88.68114255775525,74
2446.378174823452,Married,Female,68.7007733168044,78.20111347934369,64
2798.349574828829,Divorced,Female,75.13667316897524,77.38548898682811,69
3131.3132436007572,Divorced,Female,86.18056004390661,83.44957767277582,76
6463.774464703043,Married,Female,79.15507981516978,81.8860392387295,27
6526.9504451187895,Single,Male,59.8414571488867,72.40294943246207,33
6604.164815749629,Married,Female,84.32320737986254,76.6415499805345,24
7174.779818554825,Divorced,Male,16.442327526754614,1.7761513762452328,39
6421.834342423177,Single,Female,82.21625453459023,78.97671787616672,25
6745.179956736127,Single,Male,24.400243748544977,25.363832650722607,38
2833.0102232310005,Divorced,Male,71.18636377008315,78.03744659155737,69
6981.740519711559,Married,Male,25.1220877264465,16.526300376389457,34
6959.234613259639,Divorced,Male,89.10424556293887,95.26459332866095,26
6073.531897479407,Single,Female,71.5144894733013,72.96511117171802,27
7041.076757527927,Single,Female,73.5154190814252,75.24137847078964,30
1931.9186263595002,Divorced,Male,73.51820701549283,66.84338501044842,68
7460.271671469234,Divorced,Male,81.82100311434989,94.98147943442856,22
7249.782534060796,Divorced,Male,10.643224632702712,-5.443157269783594,32
7144.278976462698,Single,Female,25.207207343968655,40.934899981860255,30
2603.650710447928,Divorced,Female,95.88422450507036,107.25060985283127,69
6525.752357026326,Married,Male,69.19038419497285,83.98771929894973,27
7269.473708774222,Married,Male,9.248254305499088,21.90733213509072,38
6680.0214465138315,Divorced,Male,73.9276322978847,72.56264189402012,28
7374.399974360133,Single,Female,23.365910191525053,32.72711676875752,32
2267.1734017525428,Single,Female,82.09185571702903,83.94511790571099,71
7779.894692508396,Single,Female,18.68408822085836,29.10701261296593,37
7446.868880595659,Married,Male,5.780074117093786,4.626091667312401,36
6570.153629204744,Divorced,Female,18.998294619338196,22.892689908352477,34
6716.098103141171,Single,Male,29.564659264015226,17.365694964852427,36
6806.571798791853,Divorced,Female,83.69274291123237,99.39801659180249,31
7417.464419791455,Married,Female,14.656663624414143,27.199779582388473,34
2098.7000636058992,Married,Male,74.1525422471401,86.2635954393398,67
7782.365252251853,Married,Male,16.4324102361696,13.983715654326614,35
2457.505039164833,Married,Male,70.54222102825882,73.5985345609793,67
5499.5869890181875,Divorced,Female,66.90593755127051,62.136913104568386,25
5803.143856994428,Divorced,Male,56.970523550775404,45.44868438823058,31
7542.447508809384,Divorced,Male,28.195396832883752,26.554093656747494,38
7329.113267523801,Single,Male,20.728154200089524,34.99024722587997,37
7137.007277030052,Divorced,Female,20.76615347820391,22.56167774885183,36
6800.6772789900715,Divorced,Male,83.77669603638529,93.01245333989145,31
5479.111543583053,Married,Female,76.76476680097488,75.00168109005313,29
6710.479890489123,Married,Female,25.021489659425896,32.84733405791998,29
5140.997818670889,Divorced,Female,64.34623246636258,69.14782660743691,27
2354.5544233551054,Single,Female,74.8080151696457,70.60640934690322,69
2723.641500439151,Married,Male,72.6575383002414,75.35062024576513,66
5214.327762104383,Divorced,Female,56.644189880976114,53.31064469058484,33
6368.676596394788,Divorced,Female,64.1045445897698,73.61672620531915,26
5897.13893977557,Single,Male,82.32207436952484,85.2461542501425,25
6382.594806040958,Single,Male,73.28342801111916,85.51033635854262,28
6748.507530349592,Single,Male,66.4393230332378,73.94346192863729,27
7274.168841663028,Divorced,Male,78.75668579422567,84.66630927911541,24
5260.116927466681,Single,Male,56.408005290841935,56.79200289262287,33
5656.445403224459,Divorced,Male,65.96931170861447,61.90060832403195,33
4960.452041917102,Divorced,Male,73.43178400379612,79.45047351922425,36
2923.084584277342,Single,Female,77.21401925964113,65.0257694739678,71
4841.031429802657,Married,Male,55.921984626562065,46.46187132389789,34
6920.204171517385,Single,Male,15.401686013637233,15.366801403413255,39
6812.105243938513,Married,Female,17.970505311275872,19.30262401387382,34
5297.259813190677,Single,Female,67.30488356143213,59.882191891002755,34
7790.629758864863,Single,Male,11.677459858604074,1.5518684945590717,37
5846.203682317833,Single,Female,83.65761250601538,80.98292599693663,29
6778.508805756455,Divorced,Male,75.4662813310333,77.5455863509705,34
7227.117094777484,Divorced,Female,14.56123866694506,-0.8082563641214229,34
7213.50524542693,Divorced,Male,80.87960748922193,73.09858832439726,29
5326.434464270197,Divorced,Male,64.46203594192693,53.862496375453446,30
2716.425427233199,Divorced,Female,66.49279474583274,69.63609331931697,64
1957.1640418307798,Divorced,Female,77.65196608125659,65.6484104422195,75
2332.836465241804,Divorced,Male,86.73159862398933,88.5100432381168,65
5467.813948837286,Divorced,Male,70.61552055186311,67.66117970160774,24
7490.199844202359,Single,Male,12.53917073923596,6.631143291165251,35
2208.2653337733104,Married,Male,78.22815708212815,78.29977698396232,65
3018.9008659525416,Married,Male,78.41355299766087,66.98049530739134,68
2722.125623589548,Single,Female,92.79398457189166,99.92197207030934,72
6735.343172331181,Married,Female,68.64977993290523,69.24209891112568,28
5224.263673748971,Divorced,Female,64.5113299809868,65.04733207380472,33
5923.548949428163,Divorced,Female,66.67201541298354,38.47179556447731,37
1582.0549492534255,Married,Female,90.61994719590993,73.97357075750728,73
7294.938486323705,Married,Male,11.193462055769414,18.413386247478456,34
2520.977117010674,Married,Male,92.02109205201543,105.31364255433651,67
6196.76791425779,Married,Male,73.82074954073087,79.30000687574744,30
7308.57694638781,Married,Male,20.501579757597682,18.14052846837874,31
5903.866898012103,Married,Female,57.682603906655494,55.00527565257807,31
3320.783036838126,Married,Male,69.30468598389048,70.1043552350252,70
5707.066181454501,Divorced,Male,72.11852650740606,79.29398890578328,27
7349.370825127995,Single,Male,13.594961899558,25.658706564056317,38
7291.530313763625,Single,Female,9.462047058094285,14.847081308339384,30
6258.774136074879,Married,Male,69.40818488909656,53.58973053549151,32
6334.927091278503,Divorced,Male,74.198395177594,61.428244881259175,29
3087.5116391400115,Divorced,Female,77.5802880429749,82.20733235743296,70
6619.184385033092,Single,Female,71.30784806414997,81.67463687372289,30
7427.618622414802,Divorced,Male,10.299079516394734,29.72132825545057,34
2612.3265785454523,Divorced,Male,76.8332589715568,85.2682557606134,72
7885.057678411179,Married,Female,73.26759835326934,83.37407255570632,29
7181.674325552102,Divorced,Female,69.70409521345788,74.73870249666972,25
4537.570822198237,Single,Female,50.2749293816486,51.01712622381891,35
6607.452966691015,Married,Female,68.52836568464753,72.48149152318636,26
2662.4997354391967,Married,Male,78.83593513399725,85.260223400132,70
7124.437348500712,Divorced,Female,88.90156135018277,89.33152764681007,25
8042.538772515471,Married,Female,13.466759452845068,17.296833307369717,33
2406.904926738698,Divorced,Female,66.89451639088456,73.07106231808305,71
7366.13206095057,Married,Female,17.463410931222654,31.705188644434585,28
2295.5105078934316,Married,Male,73.36013789821575,88.32759477992435,67
5898.289980406993,Single,Male,54.89442306377813,61.3047498966831,31
