pricing_strategy,Season,economic_conditions,product_awareness,promotion_effectiveness,sales_channel,population_variables,product_quality,Sales,consumer_confidence,advertising_spend
51301.80104695389,Autumn,0.9303522755219501,-0.8921424083755346,0.19643585613788553,Agent,2.0,3.136044593401362,3390.5441079731895,-0.2794050771571518,2831.274791171731
61768.21645394316,Autumn,0.4205196209180443,0.37168171211228795,-0.9081158418624952,Web,2.0,5.266790768491071,3315.3171324129316,-0.8302639668387128,4921.500330503386
63071.44839608862,Autumn,0.8582350899912471,0.6574222337729949,1.0476745387670334,Call center,2.0,2.8519424011036536,4606.290056663144,0.19301861685335495,2993.835878379734
68603.94290484462,Spring,0.7643171757085654,1.0037863733715375,-0.44002999381395047,Agent,2.0,6.486668843225618,6535.774127937955,-0.7180082569070718,7734.752560533212
51106.73774048723,Summer,-1.1286875662204756,0.32963146073088007,2.0935097002633243,Call center,,,4945.801357478443,0.3059330249033329,4272.100029114318
51186.879699162906,Spring,0.92887154430074,0.48192946065874953,-0.7498924403079663,Call center,1.0,4.660906629221455,3932.595052010099,-0.3951981078507858,3318.162107487808
36044.72907861853,Summer,-1.0659087391770963,-0.47402141484095434,-0.18257567213672835,Call center,0.0,4.641274474345261,2344.400304331985,-2.524940146831335,5326.022469884598
26511.95911201692,Winter,-2.1476281181387593,0.8823750104765187,0.8369915761111731,Agent,0.0,3.0242461131228033,3638.6469015192956,0.3558222147488802,3665.0032791167405
74407.64923422482,Winter,-0.702712314504022,-1.5797848495142166,-0.4498631657816335,Call center,0.0,5.820175521687479,4287.838547823007,0.862140004217414,3573.1517239936475
61957.737877466105,Spring,2.1352645142519395,0.8357777882316593,0.15387513086436244,Call center,0.0,3.438434205719939,4555.395460035564,-0.14902770605900034,7922.984350916918
35739.96654485799,Summer,-2.3998737032700963,1.1901869509647482,-0.7592519809493234,Call center,0.0,3.973389980611774,2664.773054336325,1.2303696927437326,5121.542404986549
72261.78155266115,Summer,1.2426685949399752,-0.8142559257650257,0.9908048415647673,Call center,0.0,4.925516095723596,5087.770191092588,-0.9518005929226242,7507.773772944
61589.989222086166,Spring,1.5889326851738443,0.5272627404627885,0.6532944569440136,Call center,0.0,2.1043091883572753,4374.018927983293,-0.7538681639824153,3517.337800103847
56729.78599232599,Autumn,0.24287240992566633,-0.7629767600402109,1.0007536221744961,Call center,1.0,5.462999751111808,4131.00007824482,0.6359089886753866,3962.808881552678
51178.592497875215,Winter,-1.461742995612314,0.3066549927846327,-0.909985348716866,Web,1.0,5.925903060316152,3208.5928540874584,-3.227388720680313,6918.850528266143
58877.61600985331,Summer,1.8840665957774283,-2.706702563842523,-0.17701387246571043,Call center,0.0,4.047458246794943,1501.443199782365,0.7896604152558164,6738.538583312635
51323.45830708863,Summer,-0.20164625579340087,0.5018693773380728,0.18028711601002334,Call center,0.0,6.240605683639389,5013.531062522253,-2.3695699117327247,6088.261705795344
51725.28981035525,Autumn,-0.49117926692157543,0.3058104012143322,1.3756370616566003,Agent,2.0,4.351449203174374,5485.993231352528,0.5119064492167826,3232.6258550586663
