promotion_effectiveness,consumer_confidence,Sales,competitor_pricing,population_variables,brand_image,economic_conditions,Season,customer_satisfaction,advertising_spend,distribution_channel
-0.7651762730954345,0.8442168023000621,4152.592038460676,70410.09044743431,1,0.5746484527170539,0.252619617879443,Rainy,1.6506864709544975,4097.035593816084,Distributor
0.020132158118288737,-0.6818572729395298,4053.239456976966,51727.51965422063,1,1.3487260066089333,1.0799043813769347,Summer,3.9913363213011475,3036.379862566283,Retailer
-1.0481492900495903,-0.23890654343282805,3420.3558257464674,49471.108322292115,0,-0.9421196390538535,-0.528181958083315,Summer,3.8040968184361557,4717.619309279651,Retailer
0.013794966154854567,1.6926657105051466,6958.290420305606,40883.87849748299,0,-1.2685976060935118,0.031147068914540086,Summer,6.04869432004816,6496.054345663599,Retailer
-0.4053459427572362,0.41798908675631635,4143.19928265448,56632.14132424572,0,-2.1482471396506773,-0.46850807861509386,Summer,4.53220100302044,3911.90166133357,Retailer
-0.6633548974875818,0.09271537584969368,5720.2611561244885,56127.189648650354,1,0.136556569931325,0.4078339548200339,Rainy,7.186983394799025,6138.2238213252585,Retailer
-0.04807805653761821,1.1807942273608973,6238.5043900466835,52107.141111489334,2,-0.668980162052086,-0.879310474383597,Summer,7.113258168765093,3515.862520354283,Retailer
-0.622458136937029,-0.7911160180553092,4023.133424359937,74642.57844110097,2,-0.6292090866545336,-0.8851307447316235,Rainy,6.866694114276985,2293.6997451462807,Internet
1.5417789300859444,-0.5028325527291825,5830.752139289997,58943.567926029624,2,0.011120656324520821,-0.08912605698848958,Summer,5.204690898462229,4629.640312064949,Retailer
0.3410627041186282,,6477.126845160908,56532.85330211663,0,0.7433248617676679,0.11488386620506957,Summer,4.815943280942113,,Retailer
3.502233086912742,,6657.15701156904,85841.23099422635,1,-0.641492447146825,0.48380956321798824,Summer,4.149748514535575,,Internet
0.7348489016349566,-0.023673589619208946,6368.441430157989,62233.68942094123,1,-0.44649050816591257,-0.5928240230733124,Summer,7.49155279289466,4958.547490993992,Retailer
2.08058436456727,-1.7209641068938757,4846.69610542247,68874.02034385757,2,-1.9506999214665282,0.7287643274738268,Rainy,5.201178090623188,5695.082341607257,Distributor
1.3858338733021232,-1.1942990409577998,4861.908136458415,65568.77336244665,1,0.5421921490619007,1.7440278527695863,Summer,4.3079465393744405,4741.475262298079,Distributor
0.11395628442528688,-0.10652849361625204,3960.0787064367223,29818.038549638823,2,0.019646010461187628,0.6437390530994123,Summer,3.447429562778994,3890.3845768801757,Internet
0.33000080067387927,0.12116786315877431,3210.669044906677,58197.88079382682,2,-2.231155721968593,-0.11077577813503707,Rainy,3.083192709124207,1920.4187793463866,Retailer
-0.050522432581384655,0.6058232872988625,7519.223594526256,51614.57833741478,2,2.8705975214483073,-0.5826345849549491,Rainy,7.592139931285157,5273.700858174863,Internet
0.4344228389926591,,4575.4809058813335,64305.17493358614,0,1.1905895494616412,-0.46875128312578485,Rainy,5.320592394315516,,Internet
1.1945727645315494,-0.24418668936089064,5491.8089201396915,52926.788884405025,1,-0.6325827290934178,-0.4153129853418494,Summer,5.296960359209495,4798.43954116917,Distributor
-0.3383873688618061,0.2272311539009386,5103.01469724139,49493.01124853425,0,-1.1303178996926442,1.8920191474934314,Rainy,6.191541927295443,5214.081390463376,Retailer
0.37787198759359475,0.6022123330803517,5410.603410917591,60223.90033487165,2,-1.5990219240128185,-0.3992996305035773,Summer,4.338307358395902,5496.881672089232,Retailer
-0.3658247504434406,0.7664330312701787,6155.206895119454,68097.45906441871,1,1.0490118432386464,0.032849451252997895,Summer,5.973557346621227,5056.665999601307,Internet
