product_quality,Season,competitor_pricing,promotion_effectiveness,Sales,consumer_confidence,brand_image,population_variables,financial_circumstances,sales_channel,advertising_spend
5.487604774486415,,53259.10540790312,0.7508886147754784,3634.942872574351,,-0.015693258408063092,2,-0.3873102567371695,Call center,6232.448736255908
2.8617938548391098,Summer,46945.42991445789,1.1555917753090734,7941.47473167194,1.6951046957333449,0.8675779254206,0,2.1735607321004915,Call center,6654.160671346831
5.570032267997623,,45837.807873737795,0.2369223263552231,4170.728858266615,,0.2433183356180077,2,-2.3258514336348513,Agent,6073.203476496763
3.7259287210848857,Rainy,68987.82042845375,0.4674618847325709,5957.187895522151,0.8234253961077385,0.15792859074200336,1,-0.4100127769152041,Call center,5017.270489368159
6.264541997344315,Rainy,49510.637963267065,-1.2909122844729743,2241.6276800776045,0.18794265045130742,-1.6477585992518757,2,1.1068089908805576,Call center,6993.339191761639
3.1640462128253524,Summer,57500.65762626803,0.8566895384367247,6031.941689420923,1.0043705299571655,-0.8177347330669295,2,1.1506307179665933,Call center,5335.759684513947
4.705100256459426,Summer,62922.403442663905,1.8277341950808317,8536.967493287111,1.6883068691558758,0.2760344692382741,1,-0.09964755781465136,Call center,5872.644522093854
4.642100823966993,Rainy,54001.441801138935,0.6493921798219213,4393.615277455696,-0.3258895529134611,-0.5916341758151216,2,0.339431774360924,Call center,7331.005344333991
5.9851471191915735,Summer,55468.423868013255,-1.0389934545140997,1951.2677736950727,-0.1722717201469093,-2.275186231218591,2,-1.6643515304350232,Call center,4608.661762796019
2.4782317012443618,,72332.28151941208,-1.111211226314724,3362.1862863892056,,0.5715927956467505,1,-1.1739640487945089,Call center,5541.687811215457
4.355492386093028,Summer,51291.350560470964,-0.18026876323715718,2411.8760196908365,-0.7407243972088278,-0.3084976628157661,2,-0.9827597095259911,Call center,4408.99660603741
2.9294676582488925,Rainy,51296.08794601633,0.3634099221757974,8149.483628432576,3.2359644039350886,-0.9142978269879526,1,-1.5139334344859134,Web,5919.292704834321
6.769703898263635,Rainy,57139.78429537982,-0.6812889176073622,4950.029433954241,0.4172949274757865,1.3086896518492355,2,-0.7575406418946518,Call center,5718.82951508941
4.584867550960855,Rainy,55328.55589669017,-0.5088670719007596,6020.003139742612,1.0566609696072704,0.7622592474499787,0,-0.8300903122928933,Agent,5289.149410126409
