pricing_strategy,consumer_confidence,advertising_spend,economic_conditions,Season,product_quality,distribution_channel,promotion_effectiveness,demographic_factors,Sales,product_awareness
63755.538955792894,0.6866550276834552,2177.1434487421584,0.13408829658821694,Summer,5.134268529027259,Retailer,0.9763060574990474,1,6429.013045391798,-0.8398786433552323
30775.451320597913,-1.090380587595955,5178.3748842275445,-0.5783552196578758,Summer,3.731681031831119,Retailer,-0.6762465691574239,2,2647.5745079717813,-0.557247814036657
28548.23882115,-0.13482224659939954,6947.214001129934,0.3982298302888456,Winter,4.970497690633865,Retailer,1.653084592430952,1,5934.753427769456,-2.1475303834942596
52956.487915301535,-0.5530834324295371,5787.906101749025,0.8095072350783595,Winter,6.8626180132219226,Retailer,0.424908308527829,2,5187.522968718029,2.442917871256483
46400.184238453076,0.38840718397082036,3965.705509963173,-0.3106386636797855,Summer,5.053899646616017,Internet,0.1466263419635688,0,6452.065362312241,0.34661061845624014
51579.95141729789,-1.246630199922043,5037.322891747817,0.7545572630955802,Winter,5.378457291660362,Retailer,-0.4637210487232602,1,3895.219952014582,-0.18662898639352485
40513.315719303944,-0.3795006993712329,7051.765688890282,0.10393884958799562,Winter,4.300263740325313,Retailer,0.5260660364286648,0,5084.054272791609,0.7156079636197289
74096.607639572,1.3726365198386832,3197.6544248162845,0.532619899680719,Autumn,4.795676140864839,Retailer,-2.0382055721439274,0,6693.878349076284,1.9408883247376483
44136.166268211295,0.6729000655952523,5271.450075654891,1.377621243724092,Autumn,1.3096522910064916,Distributor,0.10977635803898708,0,5124.82802578839,-0.7421530224357475
44467.40376581074,-1.0418635382249966,6819.415319812582,-0.33142550869141907,Winter,3.0352372470818922,Internet,-2.4099780167208493,2,3309.5913286770174,-0.15786957002423527
25695.265707000326,1.6289301567000822,3378.619154028695,0.19773180989242237,Winter,5.896329887653282,Retailer,-1.3726860594372408,1,6922.03607980456,0.23078504963006855
46133.559853053936,0.44130267952008545,5734.172229588592,-2.402146338399034,Winter,2.430017001455629,Retailer,-0.3169833030296228,0,2238.5554695193096,0.6335538102617354
31820.338962542875,1.2759113200024583,4434.5321131094925,1.0550085633952284,Winter,3.3683175522838407,Distributor,-0.943535713941301,0,5603.555826192125,-1.1720981260342842
52480.37986413096,0.5687604547554586,3964.5188249998064,0.4826516158949045,Summer,6.397142108680169,Internet,0.07197234113031031,0,7453.800211915421,-0.4559439843187432
56083.14485862685,-0.3615710982212872,8048.789676552795,0.027725724534690837,Winter,4.682107853654221,Retailer,-1.405235219568598,0,6019.090484353157,0.3219138289132908
76807.89226289166,0.7741315097257396,7244.811892203632,1.096704268631189,Winter,4.993534159184034,Retailer,-1.6391211949000017,1,6700.091863600197,-1.2264674511136215
42776.3908504652,1.4680669784086244,6917.459855320059,-1.404991091870577,Spring,4.82648752814758,Distributor,0.7533769603762837,1,6592.477952291525,1.2751281110801151
53964.9291632188,0.2804347308666345,8828.938497640866,-0.25842664605073973,Summer,5.004251709236457,Retailer,1.160926293407232,0,5452.617026829033,-0.13292080226326136
47537.54945141711,-0.41195933142991575,5621.446346694211,-1.0283871123830886,Summer,2.884355177669322,Internet,0.11524154104347384,1,3906.4977275647443,0.22434259539812484
72463.73232229023,0.33866457217718793,1220.7534377747247,1.8002081790598816,Spring,3.4824102508035506,Distributor,0.9312998334247841,0,5298.782870494945,-0.1376243918712935
47953.79194389913,-0.8211897971917232,5406.902014573557,1.497090940855696,Spring,4.910978307226399,Retailer,0.03899089062444907,2,5190.243223423554,-0.5411826792831268
44384.04260957342,0.1339662823752698,6011.394381132434,0.475247443238659,Spring,3.2555684157226263,Distributor,1.2789905762959344,2,4725.413383078224,-0.7775824275788396
39699.03881865792,-0.9482201813357468,2532.828349324835,0.05342524449289038,Autumn,4.232588282533179,Retailer,1.5722417893915217,1,2303.6511341622286,-0.25595340988408466
,-1.7223148931221952,7500.5686142092745,0.6687568524100937,Winter,3.4501228861119566,Distributor,,0,4351.651106462459,-2.357981845620981
,1.0843328105973806,6182.52134915346,1.8528203194381037,Winter,0.0,Retailer,,0,6950.307846010521,-0.45793494277669067
35683.02861726901,1.588603425385172,6220.845956538207,1.6238634024923515,Summer,5.54598868276416,Internet,0.13062331367705363,2,4696.68002146499,1.369466532323042
44769.098293580406,-1.0482205149190336,7279.175657932079,0.14964982354110642,Winter,1.3351929976995858,Internet,1.3138016460604371,1,4036.665609845608,0.470574349661515
60098.73341152087,0.24513700608344793,6002.362985190895,-1.866798045023395,Summer,4.498605976387837,Internet,0.6920138813893035,0,3835.817676503514,2.0705674122731765
,-2.1042342675568277,5079.3896864560975,1.9236946075123866,Spring,5.445880200838014,Internet,,2,3210.918249621813,-0.208938931030672
,1.4733534457537174,3515.499522235948,-0.8080475480596451,Summer,2.1464369672475967,Retailer,,2,5756.370903649739,-0.35423356758440744
65708.22045684849,-1.2357419069343485,4643.865774109097,-0.27711534274495714,Spring,3.627070010928829,Retailer,-0.7399079963540812,2,4549.557999243131,-0.3957361108070813
62877.414486934074,-2.246662604042653,6152.826783241939,0.4991539493642361,Winter,5.439432538922599,Retailer,-1.3869031671525687,1,5128.680827635396,-0.17490443750869863
38006.55816438044,0.7242966304853342,2635.236857477269,1.8913387445586893,Autumn,3.411058664771324,Retailer,-0.5484850239463939,0,4109.047910083502,0.15330106049078196
39464.32865122166,-0.8910178282006634,6702.2928792538305,0.0781150625815592,Spring,4.2897851589706315,Retailer,0.08793865288488317,0,3570.406769886699,-1.9489362467237425
35238.20162637548,0.8802493644334789,6465.154870197118,0.6027896295787506,Winter,4.810121878462421,Retailer,2.4857130968534458,1,4775.55196479213,0.2969544746108275
51622.10640457334,-0.4795610445421473,5128.03714033938,0.6363685348614473,Autumn,1.8399409516787149,Internet,-0.23685153928279282,1,5195.591478391225,2.33386320855581
34255.61988878607,-0.20243361051384398,7378.141276794249,-0.9703465440322232,Winter,5.199887551557451,Distributor,1.847148781312636,0,3956.245355794108,0.43370854006898596
,-1.4807348624861896,4598.194237049829,1.2828685499574384,Winter,1.7844827386918136,Retailer,,0,3902.0541962832913,0.295869947547776
27712.189910017074,0.5895843984311336,6259.080720418914,0.5806443821565594,Spring,5.678392467357167,Distributor,0.3875379483104313,2,5234.132296491708,0.300129673625656
52867.98832746277,1.0467796510922829,8275.631702518702,-1.3120882216479697,Spring,2.9460038758160483,Retailer,-0.3432042600458875,1,7759.8990983241165,-0.6830318624448847
38555.718795827364,1.966991853218145,5135.429639706532,-0.14299096600485445,Summer,6.234452155460849,Retailer,-1.4621771577617833,2,5853.497632318698,-0.0754814407528358
44729.746228203934,-0.8217152663353691,4788.462371511074,-1.432917529055544,Winter,6.622975305336406,Distributor,-0.8154205434572492,1,2845.364108692521,0.6827451888869933
67186.92350027448,-0.46985364335413066,4532.184125672658,-0.33195486621103065,Autumn,5.8122354217536225,Distributor,-0.21390804503883393,0,4934.385107422817,0.1494950859483513
21754.424263387846,-0.24511164141118216,5368.955589904229,0.14791083008487757,Autumn,7.1093744945675414,Retailer,1.7228069777086379,2,2675.567602219796,-1.2992879245700537
26917.773853666695,-0.421920562387599,1860.7808769060239,-0.3488176783180789,Winter,2.7405014680611073,Retailer,0.10261962676696056,2,2551.320518846246,0.4750812780895281
39115.46588178697,-0.2694845155901309,3748.350410879081,0.5565667017982261,Spring,5.015343592431996,Retailer,0.4148033255963149,0,3653.8417907965118,-0.8036641697075724
38329.60540988171,-0.43602469915757436,5254.548909276973,-0.38418940139299357,Spring,4.782608760018037,Retailer,0.6055061205196915,2,3375.529957876283,1.6134464620617568
51799.74464968275,0.28248817394154224,4073.744614806774,-0.941209092025968,Winter,4.68593589123713,Internet,-1.7088505056821304,0,4229.585191685592,-1.3370617565903766
81267.92942226017,-0.11331441032545579,6368.044336414343,-1.1299614541129765,Spring,4.786696791594306,Retailer,0.7915363276537448,2,4963.544313928764,0.42639477064171694
56303.91183109293,-0.05714626125210962,4837.434207164385,-1.364178881428335,Winter,4.196100308540739,Internet,-0.4467364262108578,1,4998.2907649116605,0.2081149933581232
45846.571835511495,-2.606512301228392,5950.5754261891125,2.0076342092550594,Winter,4.739071603000097,Retailer,-1.5959661985164062,0,4503.004568130223,-0.7326384124376307
45149.96258979139,-1.3522283571254625,5278.942568415412,-2.800558111963048,Winter,4.942857464662711,Distributor,1.330397660128076,0,2578.4269222351777,0.44463013445068195
69500.96846966437,1.5802814513418026,4779.886966188487,-0.5222163463236567,Summer,2.7896075394098396,Retailer,0.027287870457440036,1,7141.329868899957,-1.7398058704939374
56688.61967411517,-0.17594743639372445,4024.1452039249343,1.384924575662244,Autumn,6.071643953008532,Retailer,-0.38044130487414873,0,5845.054769395165,0.18086331433140554
74604.24588286328,-2.289695297896709,7083.303204328806,-0.10674718107957817,Winter,5.371235932090944,Retailer,-0.226175062016924,2,3198.4004944676553,1.0026979344822193
52938.63567104415,0.31027349092254897,7389.916039583591,-0.5402494815360467,Winter,2.649261672061281,Retailer,0.42066451830862456,1,5550.817082570513,-1.3592969535822366
50464.280945612605,-0.4220341516897319,5009.685101001483,0.33931602106254677,Autumn,3.7699530037447277,Distributor,-0.11716168901617749,0,3722.859157455672,1.5681486973207637
54990.378780564,0.12042941933482387,3612.4649654507502,-0.9160229755711489,Autumn,5.90883970023234,Internet,0.09203373995970557,2,5955.186539969042,-1.5087015226345701
47656.86675229879,0.3049402732988842,6502.884491354965,-0.8684821523763,Spring,4.141376706633732,Retailer,-0.5656814420513289,1,5527.22535112341,-0.5911356724265607
76058.85579144744,0.6582658209589521,4859.16826412363,-1.7987398810643984,Winter,5.021238907576446,Retailer,0.768978148874499,2,6228.678002446378,-1.0048434471333307
32557.895853259877,1.1857847103447028,3531.266838014976,0.46266505811017655,Autumn,3.751592097795222,Retailer,0.6663335938859228,2,3924.0075181383672,0.7615426193032693
49595.22197315321,0.8298034396670602,2630.429913348232,0.4902915350436779,Autumn,1.8868156591221972,Retailer,0.3092584991561972,2,5983.962921370275,-0.8228658399334051
29775.626008618336,-0.34738008070991644,2801.7434243756393,0.5920156350189696,Spring,6.496689658016473,Internet,0.05339544679690817,0,3890.315424315662,-0.45773620414140337
63491.96781207547,0.12651139783790327,4974.015411162062,0.7596389297326404,Spring,5.21361020208729,Retailer,1.0674685366528673,1,8523.265464612212,-0.3386246548976602
53162.77171647663,0.044416928001415265,5357.394358594072,-1.2674439001789868,Autumn,3.1943991823123947,Retailer,0.008554563233704201,1,4351.155928021392,-0.12587819571056746
56793.55200382954,0.688624016359252,4619.779650143597,1.2221715544924197,Spring,3.2358876685600824,Internet,-1.7925302057172199,2,4787.711285631576,2.3658580726589817
43040.785733895806,0.41584429315327986,4856.1898173155105,-0.24419583051137547,Autumn,3.182545839947011,Retailer,0.6490313386528817,2,5114.588186287826,0.16585882936366966
39331.17239997198,-0.28875610174585226,5208.520915518583,0.8983166178776293,Spring,4.564964078623149,Retailer,-0.578750757688309,0,3532.2960683236806,2.017638028143677
29381.302179962575,0.7073857373851065,5310.303641844146,1.514690245015114,Autumn,2.1906768171281468,Internet,-0.17136455792299723,0,4208.837251767009,-0.3696913538644835
57141.425415655925,-0.0016231885195541803,4376.685765963982,0.5436192068641919,Winter,6.057001956918255,Retailer,-1.6368891432421389,2,7018.56635240895,0.8263992847649183
52191.16865118115,0.5103416695311396,4734.875123779497,-0.5137993111132823,Summer,7.777364268380321,Retailer,0.16932929607487535,0,6234.626534159658,2.3316956903969754
50093.15185474581,0.10357945790028972,4096.663088631487,0.5068525015626845,Summer,2.1878701753172423,Internet,0.2763617788482328,1,5290.848224622139,0.8583765026028007
61905.670573476076,0.5666475471866217,2902.975278211333,-0.4262786279284305,Spring,3.6765982324440962,Distributor,0.7044604706263997,1,5597.862549952476,-2.683297168334165
62483.26069182757,0.13141943989718016,4317.114624726357,-1.3335200167850196,Summer,2.27579214875719,Distributor,-2.2685281690527273,1,4067.1046493992944,-0.9853300786452157
66014.96017855004,2.83772865562051,2966.080947821841,-0.05180593357820786,Winter,5.0114257158991995,Retailer,1.9664462680112331,2,10000.0,-1.5802135452361834
36973.25430787574,-1.0893996627063074,7485.07916527841,0.9317267000515227,Spring,2.349005159377309,Retailer,0.8332730529486151,1,3526.8216567547734,-0.7494073037421654
37463.49053583713,-0.03375785258673426,5504.496061504788,0.872156012500435,Winter,5.4808916299446535,Distributor,0.8315182170793923,1,5290.53231825613,1.1266165635986911
48244.24109685878,1.3605354131620213,3822.452925993288,-0.8848487349477209,Winter,4.189305332670566,Retailer,0.022329639019758252,0,6301.651636689197,1.2120686675094747
64204.689828693285,0.46169279816801345,2939.198746985366,-1.2092850746703707,Autumn,5.787354105645946,Retailer,2.446739882428887,1,6042.0751927294805,-0.017647993180815495
51036.562948053645,-0.22352593129488144,4588.788105255974,-1.0526591585615785,Summer,4.602632768374574,Distributor,-0.846118629574842,0,4176.145194184641,0.9771849954208137
63808.77848670585,-1.4966394979867166,6121.622671986932,0.44857725446920466,Winter,3.8538799159174673,Retailer,-0.4002037595660906,1,3300.250930161282,-0.2793879955721718
46185.543835068805,2.5305516062064592,910.8035322438286,1.0459157551032288,Spring,2.8845859046883753,Retailer,-0.13339973148456813,0,7471.595917143247,-0.9197391483101366
69309.09630957707,-1.54238548409885,5946.173434852374,-0.29036218521190493,Summer,3.8466914344644367,Distributor,0.9004330652867234,2,4733.354060432944,-1.4955432867686553
43077.12966621472,-0.5784925016153529,4918.274543605717,0.6522136285402719,Winter,6.6296335700029605,Retailer,-0.2881251975281341,2,2963.7370534021575,-2.7838519383994145
40935.55503198833,0.9205112231405446,8431.907854182527,-0.21652545434087303,Summer,5.214875382156451,Retailer,0.7933830674717121,1,6388.92974005549,0.825436075184196
51539.17899314711,-0.4657500860879161,5371.092367853446,-0.5524755484591986,Autumn,0.3218087669815368,Retailer,1.368658470722486,1,5220.586737345136,0.08311262759452989
55696.51004934219,1.5768647116511905,4929.931967733701,-1.094465102255794,Spring,6.108461556568233,Internet,-0.22189974633637766,1,7454.564891564134,-0.016836617245709364
47963.43782234146,-0.05084375699694864,8035.653528694445,2.675941181140967,Spring,5.601890610308362,Retailer,-2.66508976287596,0,6029.248332038718,1.3571627424534431
69174.87991701085,1.9312568087172415,5400.706211849696,0.4204633316202467,Winter,3.8457405275875405,Retailer,-0.325121376938537,2,7964.080554466752,1.0036696161760457
39817.98876374832,2.0332159470183817,5950.320204092967,0.2603002991526711,Summer,3.0523005617338814,Retailer,1.0493526698933298,2,6485.09708837008,-2.168121442304011
47249.07431764106,0.29403923858558484,1356.6454302878424,0.29463813223458857,Summer,2.5215265962565123,Retailer,0.19942168031386093,1,2886.645052107613,-0.2967178313249788
66208.40423038955,-0.7419016827473878,5114.366368919333,-0.20234574647762668,Autumn,6.218886943436474,Distributor,-1.4212514930516076,2,3328.7734809053204,-1.33121220632275
78254.55127649814,-1.407415072349835,6658.82174578537,0.12073702801229474,Spring,7.456935797332971,Retailer,0.3592872602020301,1,3751.3751309643935,-1.2412278324133041
69244.58235995333,-0.07409946833032201,2351.139502827136,0.6853708970980616,Spring,8.347885983585499,Internet,1.2576978759120012,2,4081.7575341828606,-0.11879587332072912
51745.01696557379,0.5286754223639234,4178.483616573361,0.5754586254769474,Autumn,4.05373420592592,Retailer,-0.31382014037788086,0,4473.788000287649,-0.32204079648371275
47233.22890458431,1.378090486287834,4100.056760863167,-3.013606553201732,Summer,4.307420536678798,Distributor,-0.37840154463289255,1,6243.02762935097,-0.38071171308491464
,-0.9684131868857233,3552.0264240686283,0.39663995927462975,Autumn,3.60268320774166,Retailer,,1,3878.076777519868,0.43368435265619687
42772.60541551189,-1.2919912246725083,1434.927626393936,0.15163178312905662,Summer,4.311582353361497,Distributor,-0.7730388791354902,2,1482.8341428041094,1.0457079238482903
60714.903137862355,0.3211160226681301,4863.861174183792,1.7947012911822295,Autumn,4.611819035779516,Internet,-1.176047335681343,1,3836.551837998991,-1.5590347463583816
52448.40084682501,0.34378930256254,6855.694070273906,-0.46640973940668473,Autumn,3.579289610067731,Retailer,-0.2193542037736898,2,4364.523103856958,0.37605840548764236
46725.201630629665,-0.04516618732173474,2992.8569364222426,-1.0543028350535155,Winter,3.703594779165915,Retailer,0.8279675814458634,1,3768.7464383325573,0.27330168063380583
55749.598493010286,0.004032634689360011,3669.309013955318,-2.445805217063001,Autumn,6.043263189411501,Distributor,-0.3746742326895693,1,6214.6145488635575,-0.4736810664254137
60157.77349217621,0.8763373709999683,3428.6071737874067,-0.4690563630036084,Summer,4.578057158265016,Distributor,1.5476222733640042,2,4895.479192986873,-0.05167729476718072
59619.90681552869,2.8808439556457732,3563.6297291167202,-0.0575518773979181,Spring,1.411981300101731,Retailer,-0.5334934750848989,2,8854.225537879025,1.2719077311075138
45854.67269608534,1.0219827301484115,4626.311694132251,-0.8714688089598017,Spring,3.5021098819135976,Distributor,0.1276038847022811,0,4588.362866699407,0.6494651577003994
59572.70658556326,-0.3269895948575833,5937.349164225921,0.364635076295385,Summer,3.9406522346932693,Retailer,-0.2692161012070623,1,4301.717317943136,-0.17994108799621822
53392.23484617213,2.3984881692698634,5094.118108764206,-0.8517478334869565,Summer,6.568022675342501,Internet,0.08367824737410952,0,7441.280684870777,0.35483348184958563
28311.00142334343,0.1364891883624333,5767.316497099163,0.6632432306903046,Winter,6.4951031191855755,Retailer,0.8295693216240629,2,1914.7865918732118,1.5934855710168148
66710.62482214457,0.5131281782549565,3751.3287687081383,0.1934787904360875,Spring,5.184152657743736,Retailer,-0.4976979962504861,2,6287.250258515287,0.5129922317980853
41619.870495492265,1.4612344040851521,4389.205873551008,1.3101319374791753,Spring,4.343036410098136,Distributor,-1.0483425811325053,1,5840.297841301011,1.517895715704885
