Subscription score,Age,Marital Status,Annual Income,Gender,Brand Royalty
62.55997674507145,37,Divorced,83779.92075517755,Female,62.417421346416354
38.527116374844184,62,Single,24563.659312268137,Female,26.50339131230515
45.01395983705083,26,Married,78661.6269709213,Male,55.11899015079418
95.89157074036116,38,Single,86077.69538133247,Female,83.75270843029753
68.09619117231284,39,Divorced,77217.93627119783,Male,56.20898365855997
89.10730644832529,38,Married,90295.38013070356,Male,82.2963999150717
76.53410166570181,41,Single,86224.16190905051,Male,77.8136339167888
14.32034574167772,72,Married,20133.0638389627,Female,17.677131810944918
92.97455683790923,38,Married,88043.45793639286,Male,88.79384439252769
56.951069149108214,36,Married,79806.0524986423,Female,52.49710258245284
43.082871855049596,48,Single,39000.759147228404,Male,57.096931716002885
65.39738068060579,37,Divorced,78407.47647393605,Male,59.60229530953306
35.23277305028715,33,Married,38111.57428437733,Male,49.44535288914904
44.628886411419195,29,Married,83031.55327909229,Female,55.81072163390837
3.9247474096691732,63,Divorced,30028.71894681704,Female,14.35181228711099
65.07531777759428,38,Married,90266.70691790723,Male,65.99770366107697
85.17085528880008,42,Divorced,91312.86179745673,Female,79.25676973810256
62.5297123090168,40,Divorced,35034.28816945138,Female,55.0291990785442
3.0843419751963204,68,Divorced,25755.13017917613,Male,22.916684180291867
10.04701703736985,65,Divorced,22297.46877495276,Female,20.009402047249267
65.60850046341133,40,Divorced,77237.98919535414,Female,59.20771070748601
74.19250266067992,47,Married,92284.70749088089,Male,78.22917262395211
97.6523557817327,38,Divorced,87315.6644732666,Female,91.83902553497775
14.153132966856845,64,Single,27642.934477692128,Male,18.02272939977768
50.40296369146901,28,Single,79131.61349784659,Male,55.163330718940756
85.59461306622885,41,Married,84681.69575469072,Female,83.0021775344974
57.67709254500307,36,Divorced,75081.00897651365,Female,55.56829015130788
88.70085747154234,41,Divorced,83821.76906554,Male,84.35932189847117
14.222082928356587,75,Married,26041.529232604837,Male,20.103849718423323
51.72355491480244,42,Single,39491.42114077316,Male,46.725350892819904
43.92188912572733,52,Married,32013.876246988042,Female,52.04115875362082
42.40388747926966,32,Married,38848.96576679413,Female,44.95487153607761
24.31462482879262,66,Single,23584.23685503775,Male,12.526491615872999
97.07110244755192,36,Married,100000.0,Male,88.21944326966674
21.993574793198114,71,Divorced,23217.556343326265,Male,16.21171319184073
3.84590800702642,69,Single,26542.572952416398,Male,22.89807271513475
95.71168811171049,47,Divorced,85753.20206011012,Female,86.149323197395
61.480624874145384,47,Married,39974.47131592683,Male,66.42922900727237
61.8822748336308,37,Divorced,84759.17845234652,Male,61.115754401325084
4.4012841808282115,66,Single,18092.70379173133,Male,12.91304905448986
75.36048208327799,40,Divorced,84181.78803452858,Female,93.68250707200016
69.1373149648156,52,Single,97868.24252011799,Male,68.67665009136962
61.50603024039868,44,Divorced,83068.13464323097,Male,63.082754471462934
57.32495825041523,35,Married,39678.72418067817,Female,51.53321508334129
51.98691637236206,44,Married,81685.25842263622,Female,60.50823732520585
67.80312395639231,24,Single,86266.41951942598,Female,58.60800262056717
69.92266473020487,28,Single,81546.76986168342,Female,67.72955925570069
47.2859929884857,42,Single,37776.206098299575,Female,57.26587162292567
88.98580201412857,43,Single,78095.19860697305,Female,88.19606019360708
88.42381327676435,42,Married,83904.36294553945,Female,84.99718243444359
62.646255616069666,29,Single,81028.31087995517,Male,54.21431489568511
50.61806931006946,34,Married,43313.43468227747,Male,51.84063114725134
80.8929191838103,47,Single,79709.88178967244,Male,83.23948640124719
5.561291640457512,62,Married,23631.016726801252,Male,23.4864376639434
47.51739001879834,32,Single,40619.923806724226,Male,50.68667403372115
68.04620768661691,40,Divorced,29269.28214888813,Male,52.431359144330685
7.049146293738971,61,Married,18388.210905264175,Female,22.106674768152555
54.46348776815865,42,Married,38600.83531290382,Female,56.1409477123556
54.9422911892252,36,Single,36154.33260497982,Female,62.70680559000445
61.302026093835266,39,Divorced,74077.81053499375,Female,53.812768407629136
48.27630108009337,43,Single,72552.34727126251,Female,54.549362261811794
14.147807589435475,66,Single,29260.25512506821,Male,12.40851109340013
19.62464333083041,72,Divorced,20926.749394572704,Female,13.983672156993553
63.8776836077928,36,Married,83092.97192824922,Female,56.048099121256556
96.81441066009383,33,Single,89149.75545680088,Male,83.74761073615079
77.55509114740741,34,Divorced,90361.57955414258,Male,81.07987679644603
48.0335950057854,31,Divorced,85818.41609956176,Female,61.43293069769703
18.892523520145733,62,Single,23626.162216696488,Female,21.98442770729882
60.66426472302008,39,Single,35613.48235568088,Female,43.953358465377725
85.7393029203609,45,Single,83938.16306668893,Male,87.82453145209792
59.640370083151026,39,Single,27724.283847629205,Female,54.253979505029264
80.76511085568819,32,Divorced,84500.8570747306,Female,84.2220124618012
1.9175264946525772,69,Married,22309.74070519176,Female,5.970227911007445
80.9006161972215,27,Single,94800.3297208704,Male,79.57089138948068
70.98458355434259,37,Single,37919.872165336,Female,57.98163224282477
87.91359376370089,37,Divorced,94642.08391145497,Female,82.5631460828143
81.70709649342754,39,Divorced,79251.80990084715,Male,62.97908700110105
69.9853742572438,41,Divorced,34695.10604437221,Female,61.906459908517334
62.751322734218505,29,Single,84288.39678532768,Male,61.102172670028985
18.537315999126236,69,Single,27091.313090270836,Female,12.156933321304095
57.641231839116884,45,Single,34233.41096477313,Male,50.08154699362511
86.09788619108004,36,Single,88545.97160128139,Male,84.3057148692209
53.228525952713376,43,Divorced,36136.37907783419,Male,47.94419913285154
87.306690394559,39,Divorced,91615.82754352607,Male,84.85211715312164
75.44264574982769,41,Married,89257.45867142151,Female,83.20343801842043
41.422024651442385,43,Married,39214.737123383595,Male,54.83547339908455
57.32684685888203,35,Married,82628.96860997412,Female,57.08328728133877
56.57368492038269,43,Single,76374.46778500636,Female,54.594599589069816
11.675609715424347,67,Single,20093.956834525583,Female,12.76361855749169
93.32158024806603,34,Married,87352.89725301399,Female,86.66727266406735
65.54606617899127,37,Married,82025.17829748966,Female,65.2041123225451
16.50218474758927,60,Single,18595.086324664604,Male,18.630535062109917
43.36051153821292,35,Single,33224.84328400597,Female,54.00661088017133
53.17779666771834,39,Single,40723.5414447916,Male,51.78552933084288
9.41618932568834,69,Single,21400.957520558433,Female,16.610987722475056
67.8446163314431,31,Married,33794.491087766626,Female,56.57563827419116
51.6980547438065,37,Single,38312.677076709835,Female,57.37802743673323
27.7265970384277,65,Married,19562.71221492126,Male,26.01198563094232
10.189096058644882,70,Single,22657.120370910037,Male,16.405831129175667
12.404157492294381,75,Divorced,18434.606265601462,Male,11.772624207132562
95.19847073987164,43,Divorced,79564.50123350439,Male,79.70071299343914
29.564318513880583,61,Married,24741.595034093843,Female,13.050707843850002
37.822364793582,33,Single,80177.09192606653,Female,49.72330997069813
26.253098529493368,63,Divorced,26285.574730605258,Female,19.7586479501284
67.40527170268737,32,Married,74265.64123763387,Male,68.77410157120019
0.07114199365857132,71,Divorced,24953.37928390139,Male,17.782008144267344
64.75602496593325,47,Single,86321.46325761892,Male,81.6365543806179
72.52816715800594,27,Single,77651.00164039189,Male,72.52239846613386
38.81441612780708,71,Married,25673.95363853399,Male,26.96329691826041
72.13166870411598,31,Married,37454.851917178035,Female,67.38657837623187
49.00628704744192,39,Single,35061.21167757746,Male,51.71451250835565
90.29221432701213,33,Married,87958.05555020424,Male,89.45642929812274
75.25660139340705,41,Single,84101.78214199621,Female,68.37046293789467
62.92857445401762,36,Married,80900.1247901876,Female,57.24545941301754
35.411528069330984,45,Divorced,39909.84815325331,Male,49.3207416562687
20.151548724172297,71,Single,20374.199595131795,Female,19.754747097111704
71.18745177905515,47,Divorced,86424.2914647679,Male,82.05185412776726
95.19068479263046,44,Single,85057.2484647694,Male,87.99439168244989
79.45331913986051,37,Single,81007.23128445592,Male,77.44471195921045
64.57278422970518,30,Married,75408.28354547184,Male,59.217663587147214
60.62420090875971,51,Married,36471.72822841416,Female,58.244515733550024
27.678192300617255,64,Divorced,22000.045500984423,Female,20.15100194436112
84.71187070412732,41,Single,85487.0709956062,Male,81.91110068775309
94.04345289293126,42,Divorced,82259.49599040182,Female,85.84441348267504
62.01061549787116,34,Married,73030.42320543293,Female,56.4426683798076
18.78279553352192,66,Married,25246.438770673733,Male,10.578750456899787
46.93497087068553,39,Single,36435.327999141045,Female,50.25749855273885
80.64591504627583,48,Single,87580.97694712131,Female,79.21456736679065
69.80166401553893,39,Single,76956.72434906026,Male,70.23974763519392
70.16252759536034,41,Married,38671.548346746466,Female,62.594714370898494
75.02634961102065,41,Married,36264.49432358367,Female,55.45516101979341
70.53753683853053,36,Divorced,81856.30811645696,Female,72.41496766192984
49.726543170569904,41,Divorced,34705.21972957537,Female,48.983783597844656
71.21136031361088,36,Single,83123.34325040616,Female,71.39812770694837
61.936010494301506,39,Single,87140.05970223261,Male,73.62344266262153
84.2703352657137,34,Single,89752.21095253454,Female,83.98872998723452
36.014324682090155,39,Single,38779.9862554162,Male,41.980128518796626
17.111556795487616,70,Single,21810.78839829781,Female,15.84058768925229
50.813005560499306,39,Divorced,36507.937107458565,Female,47.28413215981674
43.9541788382408,34,Single,85009.27508544247,Female,53.261950373709126
61.37548212616532,35,Married,77177.74271272618,Female,61.08326930433548
57.43140579308114,37,Divorced,34087.264417060826,Female,48.59062249224423
65.25901890476499,33,Divorced,81833.45446658574,Female,62.104728678305385
90.77136593571264,32,Divorced,91917.96207198805,Male,87.96713707348397
72.79474873482573,42,Single,82640.59761143426,Female,57.60321888771567
17.185600812233357,65,Married,23211.783762261635,Male,18.443189240424747
65.18163177620424,41,Single,78627.88580590647,Female,63.32837860232574
8.353194758807886,60,Divorced,19076.46216312278,Female,9.482738974320824
35.61890998294381,36,Divorced,47019.254140990495,Female,51.8072698621216
53.810649941260216,34,Divorced,82021.84112128575,Female,61.02929252508712
19.46426777207703,65,Divorced,22479.542539703412,Male,19.768501475468515
29.932632192673655,62,Single,25589.541467330717,Female,27.98175661982137
56.03571053543239,41,Single,30227.82308003226,Male,49.71954730193873
55.72250367320042,38,Married,88392.54515572567,Female,82.87660098905945
48.61849573635702,35,Married,82031.7223873976,Male,58.98372135464639
93.45354615062266,43,Single,94404.50746774542,Female,84.1876402435513
47.41961203965145,36,Single,40347.14922215056,Male,47.42255223389194
11.500455072036951,62,Divorced,20750.670804249654,Female,25.834045828599653
19.0019249069655,71,Divorced,28831.54280741973,Female,22.131714390813116
17.861619702230037,74,Single,25914.923982149034,Female,8.206941631602891
15.454307099058711,64,Single,21720.21982020951,Male,12.270594230430152
23.18970446889864,64,Married,21512.146930998002,Male,14.217260052804136
77.1590825353007,38,Single,85028.65017582627,Male,87.18511386214698
30.022951506618533,75,Married,24226.32645892124,Male,17.24684168026831
14.013987655396953,76,Single,20709.183434438033,Female,13.39765237972873
93.35686017324845,48,Married,84386.95726469884,Female,81.62368691269333
82.2071846542372,43,Married,95318.94778076335,Female,83.21451074225169
4.2982904237978925,63,Married,22295.848431076614,Male,11.705176828747621
59.39299033852585,36,Married,34550.57616826339,Male,52.32732016205881
94.33867908924665,36,Single,89547.29666626101,Male,81.02294035763072
68.95197793235344,37,Divorced,78013.43504386605,Male,62.269869966859204
61.83707641253797,35,Divorced,75812.59641495535,Male,56.857766601185936
43.75042224439887,36,Divorced,32481.44058871976,Male,51.680233066560135
60.57233295693257,42,Divorced,42018.95180219714,Female,50.944685625425564
69.37986922912305,36,Single,81988.62621701464,Female,64.26738054749217
97.78834485210268,46,Divorced,87562.59333244344,Male,87.84322817566715
84.13513985570634,44,Married,91833.967682855,Female,88.66291377920584
83.91156877931351,37,Married,84994.50170404771,Male,91.23133730279876
61.351958910386664,43,Married,84794.55156226814,Male,63.416846809351675
81.89829947162738,37,Divorced,89625.4577668093,Male,82.63975384215234
55.177682720265466,33,Single,81818.28437482305,Male,54.135461436336115
46.033693221854996,39,Divorced,36893.235488771235,Male,44.45269201553123
26.66698913764892,64,Divorced,23993.870316262335,Female,21.35151013804922
15.80300434930982,66,Single,24600.189205574716,Female,11.202151387075084
69.74512775830647,34,Married,74528.43955762158,Male,63.58999436799234
23.562618379736126,70,Divorced,18481.259055175804,Female,15.728420812013693
86.28184814217735,36,Single,86436.95296482931,Male,84.03015334016368
69.24933179044928,38,Married,76319.69247131266,Female,58.76078703084126
51.501141170588724,39,Divorced,33068.655285273635,Male,46.09081705741353
16.640884950151314,69,Married,18966.40785696067,Male,16.19870487641316
18.402724214755164,58,Married,22205.005518185964,Male,18.27970179731897
46.780430254215275,29,Divorced,81438.19614094215,Female,47.70916065754831
17.17267337893747,62,Married,26467.3625582978,Male,11.471637193675523
51.20812045980532,36,Divorced,75758.45963152112,Male,60.55194654216915
54.010822706116976,29,Divorced,80392.19434059074,Female,57.67902395970235
95.45626185292693,44,Single,90865.08789452427,Male,89.71418008854234
63.10564413803947,34,Single,78018.36352374047,Male,63.32310708539846
81.52533156432644,43,Married,82687.43354099231,Female,89.0324361973741
56.4647503945406,47,Married,38529.46959541904,Male,45.23446326499466
50.70880391171948,42,Single,36534.285491411254,Female,43.50413248245059
62.89035154483815,32,Single,76871.1691329986,Female,62.06460377442665
12.810357092949197,64,Single,21978.55059571338,Female,11.40939024556302
68.22670802347149,42,Divorced,35011.71582524097,Female,63.33237747628727
43.2770570890631,43,Single,34667.8324758448,Male,54.5271277149598
67.14904023826963,40,Single,32516.377065965353,Male,69.45052270112177
49.37150689756647,38,Divorced,86578.53304246851,Female,60.162542460353706
85.10281538010318,36,Single,90038.5102568458,Male,75.96432277896123
83.8519743696396,44,Single,91330.2280182013,Female,79.79983212683798
62.349002659654374,36,Divorced,83132.5803634053,Female,57.17174846327141
11.905927803226948,61,Divorced,28544.778425357366,Male,13.711876638281591
74.20502673794888,47,Single,88232.8943670163,Male,80.28217605831655
62.91588404884867,37,Divorced,83114.43960442045,Male,60.91712398017183
89.39845311895645,33,Married,87194.34294011538,Female,86.49956340735807
39.94581039127333,36,Divorced,29327.550715094298,Male,49.29678009343917
