promotion_effectiveness,advertising_spend,customer_satisfaction,population_variables,Sales,product_awareness,Season,sales_channel,economic_conditions,consumer_confidence,competitor_pricing
0.14184573453418095,7417.7580602509515,3.654808304194753,1.0,3912.3749809934484,0.9066184366722354,Spring,Call center,0.5613452635694111,-0.28422815736789225,66123.69751838161
0.23341948385772926,3461.0821925237456,3.1657011190787623,2.0,4752.489573529796,2.3706618747050143,Summer,Agent,0.9088192444351115,0.6287934710440968,57436.7246840058
-0.10230316125083135,7526.6815789710845,5.024607849568167,2.0,5109.921707134923,-0.4500705970123211,Autumn,Call center,-0.7026033594798845,0.7915475034761408,70363.52331804817
1.1799621358746082,5385.037837541751,4.429082762625376,1.0,3865.618356255999,-2.05782225105929,Summer,Call center,0.2569197431717213,-0.1817575503983273,53298.127404762505
0.3934365440052137,5573.483311135103,1.259841569239721,1.0,2118.031778743934,-0.5176120498918663,Winter,Web,1.754623776630567,0.2561343165238282,61108.33885816467
3.358163875393356,7951.432367266614,3.3228952923358923,,3131.9867117320414,-1.3648005826966543,Winter,,0.07920636917900253,0.3062981628134774,47956.726229757056
1.6283934660309118,7607.065237184279,2.691091719245218,2.0,2924.448384597242,0.5214366523363195,Autumn,Call center,0.8631052747726758,-0.5523119751107253,48929.23116853559
-1.3666947927520419,3844.229325557339,5.597354972406498,0.0,5325.7428679881805,-0.3838348945411177,Spring,Agent,-0.4844799333593211,-1.1020095800447578,65104.875198569694
-1.5809930255889,5793.570469912117,4.811833428848142,1.0,4395.992556303899,-1.1932622599446872,Winter,Web,1.2822534798520744,-1.8572676751140929,62884.29643898162
-0.7434517469602824,5424.002290773863,2.673478222778977,1.0,2479.2491009009073,0.0358035763568223,Autumn,Web,0.4816839186124188,-0.19746024939066734,49433.87302863106
-0.45591989123511945,5629.102659260916,5.5876127189700675,2.0,6213.816909779894,0.9085716592601517,Autumn,Agent,-0.9592754041146081,-1.0826024113342974,65609.6503321148
-0.26210148325322297,5797.536302557116,4.336448969935634,0.0,3363.1571777091895,-0.1655058510401851,Winter,Call center,-0.13286723462038386,-1.250451273690562,33111.85824765259
1.1655847368662982,5323.861732796338,4.605438046203526,0.0,5092.414059564368,-0.4411901125294173,Autumn,Call center,0.3233001558558212,0.6378160969884931,48749.77778707446
-1.1420474242087681,6605.643233710636,4.034965203687752,0.0,3793.0006384502376,-0.4111438465083066,Summer,Call center,0.6670917113477295,-0.23426462811311569,49907.574345963076
1.4634647179754814,7005.111496074854,5.251598633380993,1.0,5619.893572809126,0.6441092573850593,Summer,Agent,-0.6740744844774522,0.6700582714272897,44544.58183149918
-0.4962568915850488,5061.601110497779,4.45469770140653,1.0,4657.581219590317,0.26694158180134564,Winter,Web,-0.3558674843998176,-2.299346676008579,62169.787462766784
0.9437217483466288,3556.5408333927307,5.158720839048296,2.0,4765.0423339782665,0.07149255766507111,Autumn,Call center,-1.87549691227502,-0.548728626839944,43868.51366016673
0.053791310296500736,6881.711117382801,4.780393040674186,1.0,4721.680447677517,-0.19970200906457206,Spring,Call center,1.5846440799827135,-0.49570369294509714,44011.15507627352
0.046467841972663064,4760.1987428382035,4.225723380657609,,3156.8495505466576,-1.4827233058869,Spring,,0.1922332215676744,-0.2587820189724561,50326.83160968318
0.2083068223886836,5449.891985448238,4.42424734558404,1.0,3250.6855002747197,-1.2444791707698772,Spring,Call center,-0.03726566187492846,-0.523720754766472,34326.620833331384
-0.7633616289818492,2984.893648673121,5.497749779921072,2.0,4705.394304900366,-1.4804525660393941,Spring,Call center,0.8380179516413988,-1.415029645918877,69462.1389713186
0.5065607614728773,5208.9274647517705,4.675422802643256,1.0,4699.285247980754,0.752272344663961,Winter,Call center,-1.3802372181473876,-0.1639134792184756,62253.08750327596
0.20562901297907007,7179.820673767575,5.477248788661713,2.0,5290.566205299503,0.6808456526996409,Spring,Call center,-0.7784582458217278,0.17527710627568024,57591.61473020819
0.6511036331907292,7762.4731045311155,5.639095638046468,1.0,5991.823639981861,-1.0932718454384667,Summer,Call center,0.8300736816592809,-0.39150314468632724,76721.93346882623
0.13624966500852492,4922.344341424854,6.038064415854082,0.0,6992.855837555729,0.5196445400141586,Summer,Web,0.9526150105198198,0.9672346286450432,72621.87299391095
2.0797685396604115,5289.670521754883,5.035233499191997,0.0,4413.1751571021405,-1.8452942780740897,Winter,Call center,0.3636444271178424,0.7370868135530021,35733.813778848256
-0.3720118166586025,5992.277960669045,3.7550964575179684,0.0,3380.841550711065,-2.1888013814181946,Winter,Call center,1.0129112167885888,0.6685937338345067,64773.364194484486
1.024620392508047,6742.974011450967,3.526263632706035,2.0,3366.5395912689637,-0.2804454769288364,Winter,Call center,-0.08169907156399223,1.1679140624055409,60942.86260094238
-0.879464532471616,4170.875073554794,2.4390877474012083,1.0,3157.8090145407396,0.9386578010428221,Spring,Call center,-0.11085660950638213,1.3807722989935716,65891.13520369759
0.6793930817033013,6494.758208112988,6.413656900481617,0.0,6030.51311783512,-0.35908794140601874,Spring,Call center,0.2987952185378011,0.3869556199154142,48533.12323940496
-0.7195505310676081,4694.579365963926,3.8589775033113387,0.0,4234.113081596914,0.6320143026723243,Winter,Agent,-0.5955210049490073,1.2065495378605076,50168.139505857
2.177643845414582,7676.295308532443,5.518035935098746,2.0,6429.80336721606,1.5065946437295055,Autumn,Call center,-0.8926591585417005,0.008626745153560135,45717.8539811831
