pricing_strategy,economic_conditions,consumer_confidence,demographic_factors,product_quality,promotion_effectiveness,brand_image,advertising_spend,Season,distribution_channel,Sales
55135.89609642356,1.0795242567435512,-0.1060945940127418,2,5.490059766115151,-1.6254737655040152,1.0141538528638074,6220.7588159306715,Winter,Retailer,4760.596962126178
68379.76190426017,0.2950705915077313,-0.7649817170692887,2,5.44842505422309,0.04330312785466604,0.14973986358412622,4677.996779123515,Winter,Internet,4203.368065744233
57125.57232397724,0.3643071445181954,0.45263075154472765,2,3.9008744249089338,1.5892159784920836,-1.144280973400813,3106.9584166533923,Winter,Distributor,4016.7173393528465
56601.57122753875,1.0476716577968452,-1.2047793904610435,0,7.2040542374439935,1.2356605494208328,-0.2556674626310164,5638.082957055521,Summer,Retailer,4166.188074984043
64142.47353143336,-0.6142822549546011,1.1951051377543205,0,5.1529520362020165,0.7507848386877927,-0.17280462605428137,4760.4682488753715,Summer,Internet,4456.348236938976
50225.13688802662,0.5576433152475374,-0.4071316755336745,2,3.0759770530240527,0.3983473640835198,-0.5302505988492966,3798.437267891224,Summer,Distributor,3673.6612163533828
64916.57164108159,-0.35114949287267583,1.8418975485145548,2,4.503037304562283,-0.40573616640514554,0.22802781048681503,5285.625653494539,Winter,Retailer,6477.835949779873
67548.5315728268,0.2212388829211939,-2.059707992937907,0,3.162009425504009,0.1614722527628443,-0.4472448188294096,6454.884521653426,Summer,Retailer,2924.6038461513317
67839.44282490181,1.3298500755823157,0.5262349067690588,0,6.419563814771592,-0.6140567997468456,-1.3329605260233328,6703.836759483778,Autumn,Retailer,4712.830656411993
59158.47536137435,0.07948902262233652,-1.4033972370179004,0,4.604878475472848,0.5308466557541781,2.121282359938597,5167.50680788204,Summer,Retailer,5157.878563341736
60085.748444830664,0.1389955668436994,-1.5977094437456405,0,5.224464818900481,0.7418335588637355,0.8371049272879317,4836.023592792676,Autumn,Retailer,4529.132389032763
55392.72822577917,0.9408977764781926,-0.5723391048606685,0,3.7834349644149956,0.2580290431528854,0.03635726454459628,4543.394424493669,Winter,Retailer,4175.556568260129
56313.49431378939,-0.6135400342614676,0.05403390573489761,2,3.171803881981404,-1.1905553163679516,-0.8934825632872929,4468.686920796227,Winter,Internet,2756.1383743047572
61176.29628671459,0.9804518066148804,1.9105842809807054,0,3.8338434583957035,0.3902058138070771,-0.19166019048510208,5608.281812310385,Autumn,Retailer,5380.658020424861
63972.80785917845,-0.09823014483157114,1.349848337292419,1,3.9435229704033326,0.4415423693649262,-0.32145985980153635,4551.419116822534,Spring,Retailer,5285.069148001997
68032.56520245329,-0.4047687922308992,,0,4.372649130417671,0.9250217824992253,0.3274703431247597,5019.821560564459,Summer,,4802.462617268973
43893.6628143381,0.6424593086966701,-1.413982329743878,2,4.589691889271222,-1.6763329975637853,0.5795570011883622,4323.971389693462,Spring,Internet,2852.554124793841
73981.46414103215,0.14291974439348362,1.499413590042405,0,4.118969860736657,1.741577774355797,0.1768590993956435,2787.707483643394,Autumn,Retailer,6115.146531874264
78666.63548708198,-0.35968359260551724,-0.48342550331971146,0,3.8631450257847724,0.9989705251875797,-0.7376836470004345,3038.6431791940204,Summer,Internet,4116.215478409847
90906.60032184944,-0.3853526169694371,-0.8744855683960931,0,4.372350817312279,-1.9666060529181209,1.2721538780343857,5206.343130409871,Autumn,Retailer,6762.875754531409
71426.06770259794,-0.3784548058443788,-0.8005623960695001,0,2.9037137532718345,0.2342441832921123,-0.7466350219195723,5354.277352829904,Summer,Distributor,4855.076833325083
54632.01151867006,-1.037351709587198,-1.4017258595952373,2,6.177288301350831,0.34631495099283033,0.5493389322075607,6136.919603111921,Winter,Distributor,4750.077494342412
58689.35467941561,-0.3816973267447202,0.004652505412829867,1,4.580960562423238,-0.4572798155598797,1.0069336874214851,4998.745337255699,Spring,Retailer,5585.562620548019
91519.75190878754,0.8769995138164816,,0,5.545499894846262,0.5862684604600658,0.5247564001871228,4759.439347816808,Summer,,7744.328480224288
53187.917231016676,-0.7862962101607058,1.3161181492496616,1,5.266737909899926,-0.13743764065007222,0.07161273612896069,4406.915875084169,Winter,Retailer,4996.1735904448105
85602.7031756201,-2.079022662335012,,0,6.375090825051634,2.2582297585950157,-0.2413977784322939,7605.778697594743,Spring,,6915.969143045575
75935.05347411771,0.23766381591817537,-0.8572665867172575,2,7.050725916594928,0.8803464559729287,-0.762040809178707,5808.1019701032565,Winter,Internet,4099.450126841812
59560.812644328566,-1.0247847050917835,-1.3127666232947641,1,6.958327020903888,0.4615497599048564,-1.5325167029688855,3976.346531257481,Summer,Internet,2396.3992353099843
58898.52491687065,-1.510776088811889,-1.5822766689629493,1,5.345926717817247,-0.29364242043954214,0.4096080317328299,6018.6311474474205,Spring,Retailer,4001.247602863449
54102.10409640516,-0.7785963729235905,0.5731966551790675,0,5.81199335207563,0.6733186050080173,1.173418120539674,4429.3196680575065,Summer,Retailer,5493.692151788397
75853.76206621443,-0.8210928853220997,0.22433739070013892,2,6.954296742738927,1.7285863855545969,1.1970676522769221,3574.617659147292,Autumn,Internet,6501.251641313242
51669.0657842029,0.43628031240117093,0.19000904462140045,1,6.471943047555303,0.7801932118608021,-0.07870191441901335,4375.431662743967,Summer,Distributor,4988.987385215874
73311.95595860668,-0.5061008432442888,1.4748094667987153,2,5.013468353168498,0.033318501434495384,0.5856064149715253,4027.5145751521804,Autumn,Retailer,6660.796002748546
74468.10063023982,1.175429439368682,-2.029782751324621,1,4.820027495708063,0.18101652628654086,0.37220996371354675,5015.74105205891,Autumn,Distributor,5769.194113988012
88384.66133780089,-1.0239803610160179,0.7999085565537675,0,6.140728288637148,-0.9228624408294864,1.041794290164779,1647.9971161861763,Summer,Retailer,7892.242718168212
74736.78996719561,-1.1024251232850948,0.16357916685132165,1,5.184304759273491,-1.4708191508177597,1.0225137452960433,5550.7785504034255,Spring,Retailer,6406.999411397105
51100.62939780555,1.3095557918113536,-0.5097191663927582,1,5.291171431538171,1.639795987295867,-1.8835755001521948,5548.33045043878,Summer,Retailer,2634.4886678071284
62156.63124660983,-0.7424091293467845,0.9823869083379638,0,6.475495764913813,0.2775546648190044,-1.6170542554294711,4245.260204837787,Winter,Retailer,4571.633405258447
52139.15534775189,1.1465070493918446,1.44514518412725,0,6.272022765117258,1.3246203127393503,1.1857891410005177,5724.083658628478,Spring,Retailer,6536.991202348269
71911.19771631905,-0.13170898271217632,0.8511950680375452,1,6.044202480424669,-0.5551172519917079,0.39429688787660844,5653.635588890748,Spring,Retailer,6600.073780482245
67760.4465339274,-1.5689623528015049,0.6618119574315446,2,5.732075480039151,-1.1122005263341148,-1.1094494035194753,2406.2039466363017,Summer,Retailer,4294.248021171711
64327.08897404059,0.33150576024926726,0.7918028876544041,0,5.062988910465008,0.0626790810031269,-0.636555908030024,5876.1087926746295,Spring,Retailer,4847.503971079352
59522.301331641116,-0.8918332810356795,0.9497476066799962,0,4.597504012285387,-0.6919691376308382,-0.050477987582494666,6167.676961281116,Winter,Internet,4495.984482547307
78522.39464132332,1.612919915999874,0.644790422609593,0,4.588155091899966,-1.89347093035451,0.7568944757831793,5591.449414909618,Summer,Retailer,6298.2421293889865
70619.1083559774,-0.24750598082865477,-0.3743161635170346,1,5.311251014203733,-0.24398025999840514,-0.0592457188842189,6273.7322567773435,Spring,Retailer,4899.321652424135
75943.34043237302,0.7761417625965382,0.7595240674489026,1,3.8016565732510137,-2.3118619037900787,1.4457904140237958,5705.315062213778,Summer,Internet,6268.506346327364
33206.92407852221,0.07953574702568496,,1,6.260502449941951,-0.8534496889573916,-2.054038093388729,3867.573516259396,Spring,,2967.402934539691
85821.88839228879,-1.1224578275129973,0.44144942602121795,1,6.643318911499256,-1.1213780519941428,2.451050749687091,4880.39464604614,Summer,Retailer,8856.950923240638
70871.88891262063,-0.3029165796965758,0.6348764959944118,0,6.503996904340422,-0.7002310546864458,0.4912522509007497,3823.530189741171,Summer,Retailer,6256.339056977881
82114.26132036604,0.4279971630087647,,0,4.924276044849513,-0.49565105357056805,1.3815184613292233,5771.474580341655,Summer,,6699.471277732706
65655.91278601608,1.0680036492525753,-0.7461577448855882,1,5.578750251788762,0.1284991793762843,0.40345391453261775,2773.1674696717705,Summer,Retailer,4645.672538029149
70656.85488678704,-0.11081218481997031,-0.4180031668438709,2,6.709024961581076,-0.8350696533658688,-0.797065358024316,2903.025266308561,Spring,Retailer,4591.373060323287
66583.84703632045,0.42590439923572,-0.003686733301006381,2,2.641523819939875,1.3777588586451817,-0.8262577792572897,4298.133119375831,Winter,Retailer,3631.745185050964
