Brand Loyalty,City,Renew,Hours Online,Years subscribed,Sex,Education Level,Marital Status,Location Code,Years after high school graduation,Monthly Income
-0.47255946250916736,Mahasarakam,No,8.505254604913333,5.0,Male,College,Married,Rural,19.0,3317.0492281700804
0.09319513897941065,Khon Kaen,No,2.412727819393385,4.0,Female,Graduate School,Married,Rural,42.0,5694.323774949146
0.46733824755946474,Udon,No,6.579276499408243,5.0,Female,High School,Married,Rural,16.0,4820.013994198647
-0.2111461916657987,Udon,Yes,6.176851336494204,3.0,Male,Graduate School,Married,Urban,45.0,3906.1814938206057
0.06276423041236553,Udon,No,5.610211946905226,7.0,Female,College,Married,Rural,14.0,4837.419636805964
-0.019792129024269592,Udon,Yes,7.248674636977667,8.0,Male,College,Single,Suburban,27.0,3318.581673441518
-0.6094041262540629,Khon Kaen,Yes,6.035746610167034,5.0,Male,High School,Single,Suburban,39.0,6236.720917595439
-0.2719099919654518,Khon Kaen,Yes,6.149855991579992,5.0,Male,,Single,Urban,43.0,4971.790406209384
0.4276376628435844,Khon Kaen,Yes,5.561460591417891,5.0,Male,College,Divorced,Urban,36.0,4944.679521073077
0.04426177287745899,,No,6.121034622488987,5.0,Female,High School,Single,Rural,19.0,4102.509664481173
0.5149103044267466,Mahasarakam,Yes,3.2959605522856386,3.0,Male,Graduate School,Divorced,Urban,20.0,3473.5117106814796
0.4241805820253691,Khon Kaen,Yes,5.270739048556976,5.0,Female,College,Divorced,Rural,40.0,4788.518827053341
-0.4996189973029731,Udon,Yes,6.586537989618584,4.0,Female,Graduate School,Single,Rural,37.0,4640.046056523281
-0.1519574867726878,Udon,Yes,4.081232749891955,4.0,Female,High School,Divorced,Suburban,21.0,6529.041896601284
0.31501612867801065,Khon Kaen,Yes,4.9680586536667715,5.0,Female,College,Single,Urban,33.0,4029.2548530520694
0.004850890570481699,Udon,No,6.614411977870953,4.0,Female,Graduate School,Married,Suburban,19.0,4207.577703761791
-0.13291053638931474,Udon,Yes,4.401379145893183,4.0,Female,Graduate School,Divorced,Urban,32.0,4618.14868971249
-0.3861546267275804,Udon,No,7.212413853687036,7.0,Male,College,Single,Rural,18.0,5740.467474444575
-0.19564004035360652,Udon,Yes,5.597479046100384,5.0,Female,College,Single,Urban,20.0,5693.700200108909
0.15559333263403016,Mahasarakam,Yes,3.606291125177022,6.0,Male,College,Divorced,Urban,31.0,6116.159255626275
,Udon,Yes,6.243181234840741,6.0,Male,High School,Divorced,Urban,36.0,5424.32875725826
-0.08777467762963996,Khon Kaen,Yes,6.133054185815262,2.0,Male,Graduate School,Married,Suburban,46.0,6018.960354388305
-0.11986401849718825,Udon,Yes,7.1575151348877775,4.0,Male,Graduate School,Divorced,Suburban,44.0,3272.3801931564076
0.3851289227960619,Mahasarakam,Yes,5.791861331899886,5.0,Male,College,Divorced,Suburban,41.0,6875.031374333514
-0.36878482738913565,Udon,Yes,4.738370284761233,,Female,High School,Divorced,Urban,38.0,1907.1619750779287
-0.3528959351682301,Mahasarakam,No,6.249999539102644,6.0,Female,College,Divorced,Rural,29.0,4685.847436300797
0.34696776522234457,Udon,No,8.455747685389873,3.0,Male,Graduate School,Married,Urban,15.0,5218.33191321328
-1.0990248684998527,Mahasarakam,Yes,5.280456563470008,7.0,Male,College,Single,Urban,45.0,4789.577603613599
0.18263816330523874,Khon Kaen,Yes,6.71845278680072,3.0,Female,College,Divorced,Urban,41.0,2901.4926146840317
-0.3093209187010513,Udon,No,6.187335506628696,2.0,Male,College,Single,Rural,27.0,6305.802321701789
0.34852516879473805,Mahasarakam,Yes,6.366859692452216,5.0,Male,High School,Single,Suburban,45.0,3901.3141397236896
-0.2171372327740494,Udon,No,5.21412920385129,6.0,Female,College,Married,Suburban,38.0,4434.163633236619
0.18401024356037965,Mahasarakam,No,5.987474964614958,3.0,Female,High School,Married,Suburban,36.0,5567.612206315509
-0.06299874816866965,Mahasarakam,No,3.6756207865030333,4.0,Male,Graduate School,Single,Rural,47.0,4585.019943515548
-0.5360858014230344,Mahasarakam,Yes,3.2707215877837803,1.0,Male,Graduate School,Divorced,Urban,33.0,4135.280656711277
-0.6446245028994947,,No,4.361798897686092,5.0,Female,Graduate School,Single,Rural,36.0,3666.2676503531898
-0.6514308613029178,Udon,Yes,4.56579331151475,5.0,Female,High School,Divorced,Urban,33.0,4065.2549590867666
0.46206385791633553,Khon Kaen,Yes,5.67889453824018,6.0,Male,High School,Single,Rural,38.0,4440.580526429834
0.46717710651139116,Khon Kaen,Yes,6.532296715071969,5.0,Male,College,Single,Rural,39.0,3216.5131006357788
0.022524198016446253,Khon Kaen,No,6.867880033663525,4.0,Male,College,Married,Suburban,34.0,4276.2539078755035
0.21773336873726648,Khon Kaen,Yes,5.8940549262411,7.0,Male,Graduate School,Divorced,Suburban,38.0,5216.855661994184
-0.005760999206062177,Khon Kaen,No,,4.0,Female,College,Divorced,Rural,44.0,5419.830380683843
0.068687541763987,Mahasarakam,No,5.764451971232778,3.0,Female,High School,Married,Suburban,33.0,3988.725287269085
0.7572069864085679,Udon,Yes,5.009826447032185,4.0,Female,Graduate School,Divorced,Suburban,37.0,6129.372786223293
-0.7118256935324065,Udon,No,6.02563388281917,5.0,Male,Graduate School,Married,Rural,32.0,4725.900026258032
-0.28022466173005667,Mahasarakam,Yes,5.4235495018381625,5.0,Male,Graduate School,Single,Suburban,25.0,5401.137182223536
0.29603389288663684,Mahasarakam,No,5.895360902937009,7.0,Male,Graduate School,Divorced,Rural,17.0,4378.953118918616
-0.2704549325733752,Udon,Yes,3.515759556954869,3.0,Female,High School,Divorced,Urban,29.0,4213.75272448772
-0.28740330677435605,Mahasarakam,No,6.6278222590425955,5.0,Female,College,Married,Rural,21.0,4397.780755055417
0.07894794465395656,Mahasarakam,Yes,5.071817327126821,7.0,Male,Graduate School,Divorced,Suburban,22.0,5852.608035306328
-0.38050755835583816,Mahasarakam,Yes,4.4991434223975135,4.0,Female,College,Divorced,Urban,25.0,3042.169723814727
0.7485416217302858,Khon Kaen,Yes,4.283592299677331,3.0,Male,High School,Married,Urban,11.0,4936.531279353172
0.26902690947569885,Khon Kaen,No,5.4232942603733925,4.0,Male,College,Divorced,Rural,28.0,5334.155482466492
0.06033602633516285,Mahasarakam,No,7.859142594639633,5.0,Female,Graduate School,Married,Rural,11.0,4446.206596345377
-0.13835478076152175,Udon,Yes,5.275031571213127,6.0,Male,,Single,Urban,29.0,4426.2737106242785
-0.32607550547658465,,Yes,6.279247289586881,3.0,Female,Graduate School,Divorced,Urban,35.0,4894.409414194032
0.03488255247684888,Khon Kaen,Yes,3.9644251817135743,6.0,Female,College,Single,Urban,16.0,5442.174625004655
-0.1981729096180603,Udon,No,5.72254498619804,6.0,Female,Graduate School,Single,Suburban,22.0,5580.757055685452
0.5283933615455279,Udon,Yes,5.175517794696754,5.0,Male,College,Divorced,Suburban,35.0,3398.328649767439
-0.27248187379745936,Udon,,4.523240941682182,6.0,Female,College,Divorced,Suburban,37.0,6164.6357702086125
-0.1996555664756013,Khon Kaen,Yes,5.143359151571572,7.0,Male,Graduate School,Single,Urban,27.0,3224.528753468442
0.2488432910245016,Mahasarakam,Yes,5.627776028961153,7.0,Male,High School,Single,Suburban,31.0,6583.486606587478
0.2194011675331619,Khon Kaen,Yes,4.1227424912425334,4.0,Male,Graduate School,Divorced,Suburban,28.0,3243.6186936151007
-0.017744130915598032,Udon,Yes,5.154305743127433,3.0,Female,High School,Married,Suburban,32.0,4246.897290045833
0.11775533429536325,Mahasarakam,No,4.764270710108465,5.0,Male,High School,Married,Urban,38.0,6190.743986615431
0.031369627305631656,Mahasarakam,Yes,3.6218060089857027,4.0,Female,Graduate School,Single,Urban,20.0,4917.595416637459
0.38143598762003317,Khon Kaen,Yes,5.289799792469893,6.0,Female,College,Married,Suburban,32.0,6120.80667993472
,Udon,,7.944087379775654,3.0,Female,Graduate School,Divorced,Rural,21.0,4447.073716826983
0.3749028650230488,Mahasarakam,No,6.837056031757245,4.0,Male,High School,Married,Urban,27.0,5027.804867519381
-0.228453273419147,Khon Kaen,Yes,6.081259889547051,6.0,Female,Graduate School,Married,Suburban,28.0,6089.4753788327225
0.27483464744577407,Udon,Yes,5.570998661264511,5.0,Male,College,Divorced,Urban,41.0,3585.0058428555585
-0.4546756140150711,Mahasarakam,No,7.084606085891414,5.0,Female,High School,Married,Suburban,18.0,4579.313623216396
0.5461920185507207,Khon Kaen,No,6.0189715358350515,3.0,Male,College,Married,Rural,36.0,1778.4360619841436
-0.2961288057665581,Udon,Yes,4.813290775844333,6.0,Male,Graduate School,Divorced,Urban,29.0,5128.955877297445
-0.16693579215659526,Mahasarakam,No,6.118863741250859,4.0,Male,High School,Single,Urban,29.0,5841.633548624324
-0.06980682606173327,Mahasarakam,Yes,4.912413800215642,3.0,Female,Graduate School,Divorced,Urban,26.0,3797.79898849413
-0.5016612110379121,Khon Kaen,No,4.182761213212483,6.0,Female,College,Married,,39.0,3336.563929668295
0.3139528450707309,Mahasarakam,Yes,4.700121160395685,4.0,Male,College,Divorced,Suburban,30.0,4188.902238892108
0.5079267878709814,Udon,Yes,6.925295500136307,3.0,Female,High School,Single,Suburban,,3638.45737693353
-0.04133002083393095,Udon,,8.0073254452843,3.0,Male,College,Married,Rural,26.0,4138.835429996484
0.17529309995416528,Udon,Yes,6.565318780643546,5.0,Male,Graduate School,Married,Urban,35.0,5328.084927616781
-0.5602385347691431,Mahasarakam,No,5.124740329108136,4.0,Female,College,Single,Suburban,28.0,3356.8103950894692
-0.5688250525727023,Khon Kaen,No,4.055872816970315,,Female,College,Married,Suburban,,4476.048431724415
0.3878322235611953,Udon,Yes,4.749554668351127,3.0,Male,Graduate School,Single,Urban,43.0,5097.185939969952
-0.3364604172805642,Mahasarakam,No,7.553244871953843,4.0,Female,College,Divorced,Rural,14.0,6615.378462798059
-0.5961942754454086,Udon,No,6.102751766125555,3.0,Female,Graduate School,Married,Rural,31.0,5511.431528659295
-1.0033373352308175,Mahasarakam,Yes,7.087550269864355,4.0,Female,College,Single,Suburban,41.0,3026.258571025647
-0.7888573450197274,Udon,Yes,3.116717665441811,0.0,Male,College,Divorced,Rural,27.0,4184.901704365644
-0.8819247735727367,,Yes,3.622241298866386,5.0,Female,College,Married,Suburban,27.0,4150.205872368537
-0.5963070106414136,Udon,Yes,,5.0,Female,High School,Divorced,Urban,30.0,4724.278658586741
0.7905936769941437,Mahasarakam,Yes,6.401266179597383,7.0,Female,College,Single,Urban,48.0,4563.794944027493
0.5655847929544012,Udon,Yes,5.3134761280290395,7.0,Female,College,Single,Suburban,29.0,3022.741486330796
0.44627800721518973,Mahasarakam,Yes,4.343416677973106,7.0,Male,College,Divorced,Rural,29.0,3125.100220246585
-0.15853241952949387,Udon,Yes,4.023293516886966,6.0,Male,High School,Married,Urban,19.0,5558.1490858437755
-0.2559909119982233,Udon,Yes,6.690649319865679,5.0,Female,Graduate School,Single,Urban,39.0,3608.0403186508547
,Mahasarakam,No,6.257864828186295,6.0,Female,High School,Single,Rural,21.0,6141.73575580921
-0.17551492119599948,Khon Kaen,No,3.5442267356885613,7.0,Female,High School,Divorced,Urban,33.0,5533.129206713235
0.025481987799263014,Mahasarakam,No,5.4770003001492515,4.0,Female,College,Married,Suburban,33.0,5755.67281998933
0.09954523677913972,Khon Kaen,Yes,3.5936227854819602,4.0,Male,College,Single,Suburban,21.0,7568.5399202573735
-0.36570598303023416,Mahasarakam,Yes,6.23243165516884,8.0,Female,Graduate School,Single,Rural,29.0,5318.295340304848
0.06672305479509408,Mahasarakam,No,5.555785704987388,5.0,Male,College,Married,Suburban,27.0,5328.195020822768
-0.3057059547880646,Udon,Yes,6.955762167356746,8.0,Male,High School,Divorced,Urban,,2911.9103723836934
-0.04248222655428233,Udon,Yes,5.244857124621635,6.0,Male,Graduate School,Divorced,Urban,40.0,5783.185416574463
-0.22008109895109304,Udon,Yes,5.606361253840308,5.0,Female,Graduate School,Divorced,Urban,34.0,4789.447019346086
-0.20641015085299314,Mahasarakam,Yes,5.250781200511583,5.0,Female,High School,Single,Urban,37.0,4700.736634820297
-0.006572972136189487,Udon,Yes,3.4373454201577864,3.0,Male,High School,Divorced,Urban,33.0,4018.405612007561
0.30621978920642734,Udon,Yes,4.093612787860848,4.0,Female,,Married,Urban,27.0,3381.235380941571
-0.5094854738918915,Udon,Yes,6.388442390101333,5.0,Male,High School,Divorced,,32.0,4638.610209580702
-0.19119807425409438,Udon,No,3.3954902269782106,8.0,Male,Graduate School,Single,Suburban,43.0,4637.196418023012
0.5576017854460499,Mahasarakam,No,4.9127187232887755,6.0,Female,Graduate School,Divorced,Rural,26.0,3337.4718963344176
0.21246656015896798,Mahasarakam,Yes,5.395677234132968,6.0,Male,Graduate School,Divorced,Urban,33.0,3257.9200403172936
0.42694561448655394,Khon Kaen,Yes,4.943152914956073,6.0,Female,College,Divorced,Urban,31.0,3094.3632258811035
0.15488003802921255,Mahasarakam,Yes,3.680754122341669,7.0,Female,College,Divorced,Urban,23.0,3120.6246238195677
0.17227495710528926,Mahasarakam,No,2.099642579322125,7.0,Male,Graduate School,Married,Rural,42.0,4091.4830580011194
0.22488031447227932,Mahasarakam,Yes,6.822777956162877,4.0,Male,High School,Divorced,Suburban,,5943.972066783314
-0.27413959877440897,Udon,No,7.832049842153101,4.0,Male,High School,Married,Rural,16.0,3729.3799529900443
0.6422629526298682,Mahasarakam,Yes,5.933933529126441,7.0,Male,High School,Single,Suburban,31.0,5971.596750926364
0.19901744978701708,Udon,No,5.612464084959002,5.0,Male,College,Divorced,Rural,24.0,3448.8176750294865
0.13395334491395083,Mahasarakam,No,5.485858354390603,3.0,Female,High School,Divorced,Rural,34.0,5053.432274355044
-0.013600678992960039,Udon,Yes,5.748929863147225,5.0,Female,Graduate School,Single,Urban,46.0,4324.945789358607
0.8600236093479106,Udon,Yes,6.5124003606889245,5.0,Female,High School,Single,Urban,43.0,6795.277859077756
0.26366828143723153,Udon,No,3.578187655840575,3.0,Female,College,Married,Rural,54.0,4881.182483834898
-0.29932539701242,Khon Kaen,Yes,6.137698135933092,7.0,Female,College,Single,Urban,44.0,5480.928081434624
0.5004193837065906,Mahasarakam,No,3.21269207258232,7.0,Female,High School,Divorced,Rural,44.0,3798.9929199511016
-0.3482838575630216,Mahasarakam,No,5.474371308375923,7.0,,College,Married,Rural,26.0,4407.622387571326
0.8231900877760311,Khon Kaen,No,5.338065715979102,4.0,Female,College,Married,Suburban,30.0,3739.843695038716
-0.2880880957736694,Khon Kaen,Yes,4.560861975175333,5.0,Male,High School,Married,Urban,24.0,5296.540730551164
,Mahasarakam,Yes,5.0198023127625575,7.0,Female,High School,Married,Urban,32.0,6210.717141670111
1.0138029769523969,Udon,Yes,4.097459401747136,4.0,Male,College,Divorced,Urban,21.0,5058.770419759663
0.1449295693561203,Mahasarakam,Yes,5.756035529678052,5.0,Female,High School,Single,Urban,30.0,3297.059924699917
-0.32283015581990365,Khon Kaen,Yes,4.4806580755968275,3.0,Male,Graduate School,,Suburban,34.0,6307.632691168227
0.5162347318974195,Mahasarakam,No,5.048380165305046,3.0,Male,College,Single,Suburban,37.0,3222.361587574286
0.2402602328576436,Khon Kaen,No,3.461784961451044,5.0,Female,High School,Married,Urban,43.0,4144.875144055126
-0.22604584612306672,Khon Kaen,No,5.693044626532044,5.0,Female,High School,Single,,22.0,3248.7868456896363
-0.1911312050440194,Mahasarakam,No,5.287954618475785,6.0,Female,Graduate School,Divorced,Rural,21.0,4544.190134535657
0.31483338666721883,Mahasarakam,Yes,4.4113009122287306,2.0,Male,College,Divorced,Rural,31.0,5249.43385450015
-0.2022320256715002,Udon,No,5.227323913617033,6.0,Female,High School,Divorced,Urban,36.0,3731.8493254525856
0.01980732371221561,Udon,No,6.504187565853662,5.0,Female,Graduate School,Married,Rural,15.0,5700.480307537724
0.5301435615801906,Khon Kaen,Yes,6.853225768321201,7.0,Female,High School,Single,Suburban,35.0,6989.809801072333
-0.11049793712333753,Udon,No,4.289306593306124,4.0,Male,High School,Married,Rural,40.0,4284.143244211106
-0.7916687771659264,Mahasarakam,Yes,3.350200619511811,5.0,Male,College,Single,Urban,32.0,5092.589086545232
0.6781380534008908,Udon,Yes,6.55889655280053,6.0,Female,High School,Divorced,Urban,39.0,5727.329117030607
-0.1523560496646778,Udon,Yes,3.5721569805131512,5.0,Male,High School,Single,Urban,40.0,5109.52387433537
0.915722161774944,Khon Kaen,Yes,4.972620756066545,8.0,Female,College,Divorced,Urban,23.0,3593.5803789006677
-0.6723087841794245,Mahasarakam,Yes,4.568353541750996,5.0,Female,College,Single,Urban,30.0,
0.09307207979825238,Mahasarakam,No,5.749804765807266,5.0,,High School,Divorced,Rural,31.0,4671.215339588073
-0.14886731693934596,Khon Kaen,No,7.515733329611522,7.0,Female,College,Married,Rural,14.0,5069.951235836119
-0.13775137157199815,Mahasarakam,Yes,,7.0,Male,High School,,Suburban,34.0,5976.703326614623
0.3664645688370013,Mahasarakam,No,7.374661093943169,5.0,Female,High School,Married,Suburban,12.0,
-0.2111440245781828,Mahasarakam,Yes,4.17892432173096,,Male,Graduate School,Married,Urban,34.0,6023.721533610871
-0.6299868718095704,Khon Kaen,,5.076899079626776,5.0,Female,High School,Single,Urban,20.0,6693.180363689127
-0.42501151738724696,Khon Kaen,No,3.5695623155929472,6.0,Female,High School,Divorced,Rural,37.0,2979.621946827252
-0.3638714733692988,Mahasarakam,Yes,5.494676176032251,4.0,Male,College,Divorced,Rural,28.0,4265.906437087852
-0.1540065190563711,Udon,No,4.433731974968658,7.0,Male,College,Married,Rural,35.0,3393.840599691643
0.4483543516877276,Khon Kaen,Yes,5.655655827449465,6.0,Male,College,Divorced,Urban,37.0,4044.3542231589745
0.39772797208846267,Udon,Yes,4.012099103843008,4.0,Male,College,Divorced,Urban,42.0,7173.969459631717
-0.09660985650360629,Udon,Yes,4.566874698030118,6.0,,High School,Divorced,Urban,24.0,4462.020765175917
0.5743806465554874,Mahasarakam,No,7.48983669530511,4.0,,High School,Divorced,Suburban,30.0,4751.035550472259
-0.37278179532051003,Khon Kaen,Yes,5.831566327942453,5.0,Female,Graduate School,Divorced,Suburban,38.0,5569.280644333882
-0.16133471339024905,Mahasarakam,Yes,3.5625418437648046,,Female,Graduate School,Divorced,Urban,37.0,5676.466940111961
-0.48723313000823815,Mahasarakam,Yes,4.730567832192655,6.0,Male,High School,Single,Urban,35.0,5951.250878908341
-0.867466678163913,Udon,No,5.249897055759456,5.0,Female,College,Divorced,Rural,49.0,3911.9999428728843
-0.25611623054209853,Mahasarakam,,4.82309361588101,4.0,Male,High School,Divorced,Urban,33.0,4604.163045922735
0.6841560975338752,Udon,No,2.3288016216846747,7.0,Female,High School,Divorced,Urban,37.0,4060.74480584342
0.09972459463044277,Mahasarakam,Yes,6.929582536123477,7.0,Female,High School,Divorced,Urban,36.0,4518.660029634153
0.7235009812945146,Khon Kaen,Yes,5.317377141955895,4.0,Female,Graduate School,Married,Urban,27.0,6721.924897266173
0.07668205493166017,Khon Kaen,No,4.603816021054214,6.0,Male,High School,Married,,40.0,5445.486078905442
-0.701568358530474,Udon,No,6.901894335893471,3.0,Male,College,Married,Rural,18.0,5682.211816629864
-0.21572207673215754,Udon,No,5.526917561809657,7.0,Female,Graduate School,Divorced,Rural,20.0,6109.683627448011
-0.07655504270346554,Khon Kaen,No,6.518538778816995,4.0,Male,Graduate School,Married,Urban,26.0,4399.505213485335
,Mahasarakam,No,5.4260453559317545,6.0,Male,College,Divorced,Rural,37.0,1580.5072513120708
-0.5525640428987997,Udon,Yes,3.9072611920196216,4.0,Female,High School,Divorced,Urban,27.0,5975.276287842436
,Khon Kaen,,5.880178441342506,8.0,Female,College,Single,Urban,30.0,3593.74858622877
-0.5142717770259374,Mahasarakam,Yes,4.804458494646429,6.0,Male,College,Married,Urban,31.0,4800.4068014007225
0.9096068553287191,Khon Kaen,No,7.1223052044973,2.0,Female,Graduate School,Married,Suburban,25.0,5093.550152589312
0.3320093056378861,Khon Kaen,No,6.0957707247464095,6.0,Male,Graduate School,Single,Rural,20.0,4024.7603224380373
0.6206249358729771,Udon,Yes,5.983042605741846,4.0,Female,Graduate School,Divorced,Suburban,27.0,3482.5050993555833
,Khon Kaen,No,4.86754621493943,5.0,Female,Graduate School,Married,Urban,39.0,1687.649201080767
-0.004239754501351008,Udon,Yes,5.798767682295073,4.0,Male,Graduate School,Single,Rural,28.0,5003.086884400891
-0.21068021523426123,Khon Kaen,No,6.172033632529947,1.0,Male,High School,Married,Rural,41.0,3891.369749366432
-0.19692971735290615,Mahasarakam,Yes,4.230207739806099,3.0,Female,College,Married,Urban,31.0,3691.880958128009
0.5564899521274229,Khon Kaen,,5.691431849597003,4.0,Female,College,Single,Suburban,36.0,3444.978673869394
0.18569195902149638,Udon,No,6.020209571783738,5.0,Male,High School,Married,Rural,24.0,4493.127051526471
0.500436857528515,Mahasarakam,Yes,4.082570154769122,5.0,Female,High School,Single,Suburban,25.0,4808.538756936588
0.06283163219527088,Udon,Yes,4.8377776605062435,3.0,Male,Graduate School,Single,Urban,34.0,3494.398281539995
0.5410658727760764,Udon,Yes,4.160046491879576,6.0,Female,High School,Single,Suburban,39.0,4719.117470784195
0.06125976351967528,Khon Kaen,No,4.701584036042987,3.0,Female,Graduate School,Married,Rural,38.0,6637.204698574042
