consumer_confidence,product_quality,brand_image,promotion_effectiveness,Sales,distribution_channel,pricing_strategy,Season,advertising_spend,population_variables,financial_circumstances
-1.0833156311646293,4.761384092222915,0.6128027712817866,-0.5137047960302901,6687.439876067514,Retailer,56349.9172391088,Summer,5919.304660802703,2,1.067581509486393
-0.33495311067004946,6.3031779083740425,0.47111366741647176,-1.5810941359881854,5517.219494946792,Retailer,78068.07667462021,Summer,4420.537843224198,1,0.020733924902493497
0.8675243003001801,6.5952917717562185,0.947341322903754,-1.4376224700003397,5398.394243318992,Retailer,62496.318208502234,Summer,7144.240454225106,1,-0.8996280646780923
-0.5958422514639806,3.0401495595759433,-0.6522579906412114,-0.34442029430855214,3468.049446416904,Retailer,57925.93116534502,Rainy,5140.163657785112,1,0.8171890373188757
-0.7079032380472609,5.831651874363382,0.764406277860635,-1.3496813266181205,6094.6583745859,Retailer,50397.0057280311,Rainy,7804.98610810717,1,0.30614478394175615
0.4086943959101741,3.91417039658441,-0.9303000302653641,-0.4046487290408075,4779.094333879031,Retailer,61212.51690135082,Rainy,4525.298505448596,0,0.7823423475922848
0.9692711221721213,5.540989656147748,1.6479030291181032,0.9606363242466438,5374.03276246207,Retailer,77720.51894806295,Summer,3555.918180458315,0,-1.1642304037309485
-2.2720614336901046,4.43385470051106,-0.44004239814219337,0.7199708588963749,3427.188529909401,Internet,38027.60510167841,Summer,5406.450542417098,1,-0.01642830066179772
1.4637912461854068,5.336016626111191,-0.3006619026590648,-0.2151718696743769,6175.897943958162,Retailer,57162.01082638822,Rainy,4115.594612290182,2,1.6142841547301985
-0.18470771269723193,3.758752697021877,-0.7174842179151216,0.8112570857895807,4076.260927066564,Retailer,49691.61770575907,Summer,4961.330671516001,0,-0.16534504029956507
1.7304271795049067,2.7773287350104856,-0.13768367470561338,-0.1007103330116931,2970.080502462454,Retailer,40786.55729770917,Summer,4865.614669941327,1,-1.2523731423168394
-0.388922950474075,7.894373819241881,0.21654078983912714,-1.1879424404828356,5816.359747101966,Retailer,90173.78157252436,Summer,6099.3691953015295,1,0.6350521696278484
0.04507930193978003,4.46114602463281,0.6319779265641996,0.3784792622893109,6104.67930949859,Retailer,60877.51043838378,Rainy,4307.356022623721,2,1.448131251612356
-0.5806700149111343,4.474464645396297,0.03727022181938478,-1.3437884805810103,4071.878241091702,Internet,66658.24455808605,Rainy,3181.705908478435,1,-0.8856879607952227
0.9497733782116687,6.024893077448064,1.4628758645374906,1.7178205343151103,7190.851654911021,Distributor,54837.523293794555,Summer,4236.910282129396,1,1.5426048451457013
1.4677127932821896,4.546048649892209,-0.782200839480789,2.4952692611026936,4688.941726652395,Distributor,45451.1127292233,Summer,4991.099870731984,0,1.109643527409413
1.2159655769280648,4.170832754108348,0.2801527471286235,0.32106325258780216,4554.6346230939,Retailer,60681.31490053863,Rainy,6095.723320511443,2,1.2692482772425162
0.7757907565517019,5.664271274301481,-1.711632569533034,0.9696877783169566,5225.677768706616,Retailer,39234.54818661124,Rainy,3580.1884583560454,1,0.3587622868752451
0.8336964203245726,6.815926183141862,1.005729201869658,0.9791207665572164,5126.726357774509,Internet,64405.863117628716,Rainy,6756.400782867579,1,-0.58287018711493
2.381337866962424,6.0244449568613,-1.4399625611100701,-0.23450985156727913,4800.25929419377,Distributor,77334.34776399299,Rainy,5999.3643928728025,1,-1.0757507014462435
0.24717849864342795,5.315943301448842,-1.4956762019922962,2.516663252626071,3448.14801277546,Retailer,83834.28742114513,Rainy,7395.748379184488,2,-2.3331530334680592
-1.5960330433594876,5.315703339427252,-0.5085716873590433,0.39828962322570594,5412.429526046864,Internet,47848.43376893014,Rainy,3608.9734203119233,1,0.9397796510405183
0.19741346680298077,6.809892785732284,0.8140157797992899,-0.8606850727627281,5699.408942714014,Internet,51707.95394783039,Rainy,5543.737560931875,1,-0.9849720293014091
0.015596183523208912,5.18547331845002,0.08961513651397747,-0.5457245820498237,2928.2330538448423,Retailer,93954.15724047618,Summer,6751.4561329027465,2,-1.1969100962140335
2.499582568828174,5.958108079831379,0.7534550419968983,0.0558396897126222,5109.905657929836,Retailer,71740.0511656382,Summer,3963.0654272933552,1,-1.594518018705501
0.31113528340287366,5.874533056743765,-0.43709216662490674,-1.0474681896744786,5144.974633205486,Retailer,54869.8826461071,Rainy,4932.136946052284,1,1.0017545687581588
-0.10159922677881615,4.347245964077764,-0.10184392391025225,-0.2863599820871592,5602.194870117922,Retailer,72203.63251368629,Rainy,5464.98065738255,2,0.3502741861857002
-0.6073815654116714,5.099906402472207,0.34378427746171764,0.4956651059885761,5922.9110959023665,Distributor,42895.23232642779,Summer,5179.767716340726,2,-0.5424770363305901
1.283611147835476,6.0213763975914745,-1.1009876174802957,-0.07864218166032591,3947.988505204871,Retailer,74966.8679662715,Rainy,4611.906024074822,0,-0.1341473706233897
0.3421085762311245,3.67511232099924,0.6583164445314189,-0.17912406050369084,3942.371293988719,Retailer,71730.6848666885,Rainy,3909.3199004507605,2,-0.6461201725060964
-0.5412916113424852,5.175136961348205,-2.5744357620746663,1.1504861525742054,3491.9830952264774,Retailer,43956.215197293044,Summer,4344.782168735177,2,-0.29071588967136286
