product_quality,financial_circumstances,promotion_effectiveness,consumer_confidence,Sales,Season,product_awareness,demographic_factors,advertising_spend,distribution_channel,competitor_pricing
5.312914990160599,-0.16502386762931964,1.4328175871215258,0.38151158185694617,6097.333225093946,Summer,1.4842467703351805,2,4349.858407196869,Retailer,49558.82118335609
2.35547462997585,-0.6367587657881121,-1.909756589547491,-0.7810873678292171,3807.495245163813,Summer,0.11519056753904874,2,5298.28626073697,Retailer,69319.69281108645
3.659011592390893,-1.1385852110720487,0.2586898995724179,-1.7642065971160055,4296.837859718592,Rainy,-0.42384625282258287,2,5486.814012134231,Distributor,65278.83166254738
4.977684966309432,0.7808583465607487,-0.22262526902050103,-0.16671489036937504,3704.7495153718764,Summer,0.35796106552948603,2,3653.4411531340907,Retailer,53730.527977512866
5.671329638059361,-0.7800950651237479,-0.5150923352151873,-2.255976200322047,2666.125780258839,Summer,0.9708438757944535,1,6402.704400419483,Retailer,59368.55569317244
6.16318607968638,-0.5939506747499373,1.1985884609330624,0.10313730975820609,3966.612570015691,Rainy,-1.5710849268978444,2,3260.984759048966,Internet,49996.928130774606
4.397979166089811,0.5017143115763396,-0.1697708930935258,0.5522965749089828,5775.1448794147245,Rainy,0.9240031564008997,0,4763.049753537235,Retailer,61713.02034093045
1.8244680268510591,-0.26717300024381496,-0.3645956569432315,1.0575164012535057,3661.3747613139485,Rainy,1.1364324202108524,1,1452.95941393868,Retailer,28430.27022253906
3.2363033760094972,0.0602377652521503,0.17268231353720312,1.3119546157850446,6309.997184186079,Rainy,-1.202169846179476,1,4228.808004612748,Retailer,83726.76647293859
4.247573904022602,0.13991743783549154,0.6995904761833085,0.8962116709641944,5877.301777082024,Rainy,-1.0957541861790858,0,5531.451606669233,Retailer,61216.072222529605
5.808641913194473,1.6525259999935764,-2.2622623421035066,-0.19014780646740156,5030.985105303492,Rainy,0.7253485730281013,0,5632.481989043274,Retailer,54266.57572262865
5.401956569682796,0.5965234698805554,0.8419780715990247,0.5126396111922892,7736.050310482349,Rainy,1.775529920189175,0,4898.6443227369255,Distributor,59451.96946272288
3.80319395510247,-0.041039980413287144,,-0.9635311161100442,3897.942960592395,Summer,-0.3405403828662093,2,6220.832801730868,Retailer,
4.467206725129838,1.0335014042927229,-0.6063754624594222,-0.3584822622948008,3233.106980413598,Rainy,0.28894335348628225,0,4774.921476498031,Internet,74814.8388233992
2.941183798920543,-0.6134273642017517,0.028343094943631526,0.4621733095218109,5804.359295518276,Summer,0.5347908463226858,1,6158.276775760609,Distributor,54608.16042464376
3.9372684357297523,0.2720907573789458,-2.1603582139471724,0.41775614481451634,5589.207229595452,Summer,-0.23737761521290004,2,5956.335183557122,Retailer,57811.7918470762
3.9467422697869385,1.3218524652551487,0.16618503730374223,0.595782939509359,7542.534777486702,Rainy,1.0559815954371425,1,7512.376289181751,Distributor,56010.85617219255
5.349633127329619,-1.2038396138816854,0.7560883238862085,0.5007122580734344,4891.223247750507,Summer,-1.141666385848754,2,5585.097584728792,Retailer,73389.0558470643
4.292012451207221,-1.4283851367460407,-0.25062089249353403,-0.9587295770093232,5027.068466711433,Summer,-2.504400779283329,2,4681.231818384769,Retailer,47209.27093264254
5.0906790891835465,-0.7672386699966305,-0.6547210430127123,-0.3011583996721361,5636.149746415831,Rainy,-1.0027897586508054,2,6572.091433657851,Retailer,48785.712474377586
4.481363908321568,-0.33499751797829763,-0.5246817649481196,-0.6761657234927756,4813.338347070207,Summer,1.2320264208969156,0,3972.9762224771293,Retailer,74669.33801004454
5.843979897838594,0.5996392788585537,-0.22012094672124655,-1.3930900468476564,6334.355154935707,Rainy,0.035591541192057576,1,6120.960975361168,Retailer,54737.09014054361
4.105361473113546,-0.2443927441507906,-0.2768983086603628,-0.8686535902036829,3773.6277726001044,Summer,1.0839764672682024,2,4465.821896777866,Retailer,54048.39305549149
3.45400340773911,1.312688486269712,1.3192091306273344,-0.5679479525784855,4554.745064944995,Rainy,-0.9892602905123966,0,6226.332207560341,Retailer,66796.8099795759
6.4893754337107525,-0.4587205215312531,-0.9376470190218642,0.17004629024939008,6762.484541115936,Summer,0.5590246351049339,2,5284.626641180297,Distributor,60673.048015284345
6.101488519880488,1.6950982301696171,,0.37735709792979627,7006.738142877683,Rainy,1.337510026587704,1,5946.034664060859,Retailer,
4.644341793849586,-1.918603822588963,-1.686877068757059,0.33223081937230103,3166.3089109033817,Rainy,-2.1034133439327105,2,1290.5421149993067,Retailer,48465.15638215863
3.7263276311856557,0.5726104108588363,-0.3306976188194335,-1.0214204836067657,3859.682427298252,Rainy,0.008338664493841408,0,5839.8792061844215,Retailer,56887.77758666988
4.885944524103661,0.10373571365518579,-0.48320450170116264,-0.10461039237380808,7133.105338370509,Summer,-0.7603126611151655,2,7602.768052126872,Distributor,48182.452473735975
4.702337110954397,-0.3082244722914869,-1.134201282602622,0.3382084471656649,5280.834271660754,Rainy,-1.0863935550557964,2,3115.769265658121,Retailer,57384.67370002056
3.9817321968280917,-0.3945462162671498,-0.495950709588368,1.1033445299667142,6632.74842426769,Rainy,-0.029000182175102817,1,5299.208903538522,Retailer,65364.191391467226
2.110187194463209,0.25378007037126454,0.3393191088254937,-0.16448522002988322,4651.45366067795,Rainy,-0.9003342373748607,0,3243.5882521883586,Retailer,51719.95606417028
5.4091525359301,-2.1630458475862016,-1.2550162309302753,1.3014567042566558,5034.510690624289,Rainy,0.420338304871849,0,2850.938779353729,Retailer,40413.65508026845
5.153230469973128,-0.7147146531494556,-0.3057121100485384,-1.6534302634192444,4354.486567739665,Summer,-0.261828970055595,1,4547.311366718275,Distributor,74002.2615657805
1.9235705544818242,-1.2089515552275072,-0.12723720751030332,0.7886852987373734,3666.18075000499,Summer,-0.865557583815839,0,5108.835960396085,Internet,63727.55847908012
5.245199790313674,-2.189815143724609,0.33445249879564515,0.467750872939173,5470.928277186593,Rainy,0.27641025762681065,0,4582.8810942083655,Retailer,57196.81059663167
5.833834194131993,-1.3578590871299003,-2.041511395000013,-0.7039783488079341,5991.355309115493,Rainy,0.8432062101184452,0,5802.885041613116,Retailer,69832.06065527404
3.7959248280133284,0.018627600001985562,0.9865504874702615,-0.20486108527679953,4415.656914901636,Summer,1.214953436810299,1,4961.756257689193,Retailer,49599.11582287047
3.6567897382275545,1.0635027126997842,-0.5694122238234139,1.6608957561714432,7099.410458852203,Summer,0.6231139799038691,0,3011.6624065748238,Distributor,54882.78201529807
4.609165392809505,-1.686805821009558,-0.18854450794628191,0.3553732592368017,5140.853300694864,Summer,0.6510225450460349,1,5391.311415086791,Internet,59177.916528349495
7.3847476363868125,-1.505731395512746,0.08455844963448662,0.6487194289679404,5616.323419920738,Rainy,1.585668915050046,1,6829.202885815694,Retailer,45691.04783246758
4.198227663816781,-0.07659884278835845,1.18386237146121,1.2758029313370514,7139.641322011327,Summer,-0.9016597628907045,2,2435.764152144213,Distributor,58232.20307576604
5.144375224047652,-0.6072126425133534,-1.3488083976939231,1.3852280957946925,6230.369440453858,Rainy,0.16340132483529557,1,6303.573153568608,Retailer,55208.32325554535
5.299588068263122,-0.9620673516644617,-0.2673892185166547,-0.6223950540929668,3861.534847785006,Rainy,1.8954212238194867,0,3701.0646436052693,Retailer,53345.77361195472
3.632892973463761,-0.14487872436252727,-1.817926039407924,-0.7516499471970421,2697.047001591602,Rainy,0.7283510432916901,1,6594.968109287317,Retailer,51952.60922893999
3.9763108191519394,-0.4452677172022347,0.02909922802604022,0.3150154246569133,6028.909230018151,Summer,-0.12259231694302315,0,7166.955509115626,Retailer,62085.68479114994
4.308972461289001,-1.7168697641686617,,-1.6372108793006082,2818.92363218891,Summer,1.1195273633919232,1,3830.7258957630575,Retailer,
5.043324715505702,-0.2286118952540838,1.070318185829976,-0.06655267539837148,4055.487401947893,Rainy,-2.10562127060883,2,5146.700864909231,Internet,86612.02313556315
5.955153616446026,1.6711804568329034,0.38220073220761097,-0.5061347358765503,4963.73808400963,Rainy,-0.09948057558738697,0,4774.9831531139025,Retailer,71598.24241770421
