promotion_effectiveness,consumer_confidence,pricing_strategy,demographic_factors,financial_circumstances,distribution_channel,product_quality,product_awareness,advertising_spend,Sales,Season
0.21411382004607094,1.3459789463530858,59087.43724938422,0,-0.3885861730817982,Retailer,6.1505138300603654,-0.046056114368840585,4443.336811863325,5560.851898259996,Autumn
-0.5296110523384575,1.4378104744259947,60748.003319575204,0,-0.7696936913346727,Retailer,2.8992642264545316,-0.9930473735681974,4848.259969531177,5640.830496075352,Summer
0.3067955304545363,0.9148301104946486,65363.22649667545,0,0.48437319698787384,Retailer,6.005878501915691,0.5506435593316089,8097.203567681032,7899.512169360956,Winter
0.4601690853804079,0.33487642870676165,65845.74979153009,1,0.4520121256432272,Retailer,6.900904653381936,-0.3632787722001812,5848.352552671205,5395.456501052651,Winter
-0.4874404425158083,-1.257314908623591,,1,0.8061840649120633,Internet,,0.6672302852115899,7406.13879204771,5474.866142956306,Winter
0.27054230035103355,-0.21549273929723167,58782.44073594191,0,-0.7656176082171499,Internet,5.802498878913526,-0.9481046297163016,4290.368598334377,3783.6904577675086,Summer
0.21062166503145405,1.8480820091884578,51135.798848651415,0,0.8325007848036589,Retailer,3.1016105041747957,0.18469478411536625,5864.820379476351,7502.442988243907,Summer
0.47875935078298215,-0.7895640421540001,55933.20356158286,0,-1.0604213238276012,Retailer,6.350363966498786,-1.7692718425907024,3436.4300963992396,4809.19894802746,Autumn
0.787363459638421,0.40682188562310084,72390.31404948633,2,-0.6830872625237648,Distributor,4.473938789348743,0.22926635548284766,2102.851434507931,6255.338719425884,Winter
0.6218338222832811,0.5164390928486814,48119.188237925,0,-2.2099593530187622,Distributor,6.97324126776349,-0.42455189825463613,4037.2489145303957,5160.796346064244,Spring
0.8322655426866904,-1.9437428147738764,53101.06083567249,0,0.4029916958026331,Retailer,3.181062762243128,-0.38247902558418145,5183.8252320381525,4184.298506716424,Spring
-1.5267632618046212,-0.060939080989166325,66430.93675486687,1,0.6122858010515566,Retailer,4.526548672190994,-0.036499356079847244,3622.037503164002,4159.606596157677,Summer
1.4085089657629104,-0.7215147515720253,61040.6286021766,2,-0.180825177509214,Retailer,6.0779231350343315,0.011910329916902582,5653.88630425212,6120.182961681273,Autumn
0.07784876004805442,1.0269725515655643,56877.91271262943,1,0.15455999801622303,Internet,5.910510020072672,0.3357057241334511,5751.1948729634005,6869.039591752108,Spring
0.3302894620495504,-0.4220292560827134,58933.83698441438,1,-0.2070085061429477,Retailer,1.2658168390801792,-0.29224808866917684,3278.759858624636,3044.316696986543,Winter
-0.576871612657529,-0.09609836660644104,,1,0.8288404190869801,Retailer,,0.42764636627985547,5845.776476709041,7247.854751429374,Autumn
-0.5069397650061002,-0.1748183911569579,47722.52025501031,2,-0.3866272241611118,Retailer,3.681315871805687,-0.042140516295750656,4275.2292662924665,5218.6186558913805,Summer
0.37104501644386734,0.012879416404425859,47256.292517564274,0,-0.5327232090196276,Internet,1.723888158561127,1.2790951780344082,4676.5339940018075,1948.15159117445,Spring
0.8694885338772468,0.3936676827324998,,1,1.1637179928108374,Retailer,,-1.9906155629316293,5337.449651758341,6925.680665033739,Summer
0.24992024438753574,0.40382804880435363,43255.60091616616,1,-0.4941436869309508,Retailer,7.302717825958064,0.08863718448556088,5952.520398480431,6297.49224232393,Summer
0.34498741990798265,-1.7070671131687118,,1,0.7782871552084208,Distributor,,1.0305543231936027,5706.899169870217,8829.660172719334,Spring
0.8240965013770741,0.7972981649675658,73252.99239868214,2,-1.3872782390137837,Retailer,2.642079758503203,0.5574488479547989,5373.779568533946,5746.145761564955,Spring
0.34820280227662115,-0.30620720036916144,40061.426856195256,1,-1.483316456444598,Distributor,5.3990132979215115,-0.5033211040217518,5648.645020739102,7253.586008803415,Spring
0.04337473526207868,-1.5351642233931495,68486.03158177991,0,0.08107074051563856,Distributor,2.8634610405826444,-0.48516183957549835,6972.650096858919,7683.032004271707,Spring
0.3812435254542999,0.4150546007146219,61782.28586134078,2,-0.3986481534631289,Distributor,4.169223890173991,-0.22585106207858305,6032.526926597532,7463.835096307308,Winter
-0.7951183445339421,1.5706791383872885,56551.95297201816,1,0.41431099150635237,Distributor,6.352071026149018,1.4680275027006289,3499.5708795955634,7265.98732580899,Winter
1.703894231282334,-1.110250383524493,,0,-1.6931168075794618,Retailer,,-0.71153204252051,5332.998912018372,4358.8303436273145,Summer
-0.30355185010722807,0.2379472417599554,21316.806521138154,2,-0.5303571876415257,Distributor,1.4383446024768958,0.9531380444063585,5613.511340498532,5163.235589845615,Winter
1.021106292483911,-1.032927167313996,,2,0.5064961922362549,Retailer,,1.2120605407025307,2558.1891266421817,3545.746552449967,Autumn
-0.7357090520242692,-1.2130856494065945,45018.2236796347,2,0.616043494506284,Retailer,4.888891668326533,-1.9191405620812558,2776.6088039282763,3785.9608114263947,Winter
-1.2250966042777631,-2.9343810413978897,29147.855366101903,0,-2.0206744414945206,Distributor,4.9842653556940695,-0.9955527135832694,4492.480762593836,3817.9680816824803,Winter
-2.5294389658661114,1.3830505566198013,57318.44398938002,2,-0.3424326424585319,Retailer,2.268773917068781,0.5644189034650836,4997.4820547280415,4512.396602561328,Spring
0.4418211519456715,0.6109376242005371,66492.56752772986,0,0.18552918049618045,Retailer,6.210370632349732,0.007355795777049812,3956.897772008297,5182.856557550672,Autumn
0.19936520216724415,0.6973939873879016,51823.344290948706,0,-0.2304062786759641,Distributor,3.6674373820371926,-1.1993163687482966,4678.577801541348,5728.880216924545,Winter
-0.25149226580000816,1.4357657975677456,59874.39687866929,2,-1.4383147050618175,Retailer,6.52005579603828,0.8970735182625972,3670.12109620836,4067.777986630923,Summer
-1.9670359506992747,0.3250497483625056,32940.10427188045,1,1.1097347374191078,Retailer,4.52909019748664,-0.006829421141423318,5361.650482032763,6486.949036410724,Autumn
-0.9196306754186061,0.37635711316899223,33678.127169170846,1,3.198318329636941,Retailer,3.223644321500993,-0.35875600516696493,5118.90005195997,7946.395045427673,Spring
0.7430233445704374,0.17620649132300015,62841.643366893,2,-0.4709129870660308,Retailer,5.03797919542539,-0.9827640793703853,5227.883222354982,5027.20107027385,Spring
1.1385184510129462,0.46392209902990866,49964.341871527264,1,1.850948227339007,Internet,4.976359378150343,0.02877620577343934,4076.82549059654,5478.640368266872,Spring
0.6484877415060525,-0.5687301563645286,33783.24330983196,1,-0.44788244968148394,Retailer,5.731226946352456,-0.04371383276482003,5970.454663749337,4498.005933136566,Winter
0.7168472624634034,0.5870056259286369,52274.4429805252,2,-0.46132062962862785,Retailer,5.177999840401459,-0.23624473963887024,6500.803228078852,6571.720178145832,Summer
-0.100041693462598,-1.3983911800642455,53460.42274393158,0,-0.3189603746379754,Retailer,3.5029241400282167,-1.0013632796980791,3907.2415562691235,4139.57428976199,Winter
1.0077693649265678,-0.8277397433923173,52335.849699043094,2,1.6387966725506964,Retailer,5.43529282981315,-0.29491353207105037,5203.967360709858,4301.700263620942,Spring
-0.877123110562094,0.20623946979763913,70574.64524193695,2,1.2253416488837903,Internet,3.06795247447608,-0.31950083933829043,3591.5621640166078,5239.68316177513,Spring
-2.374932583928616,-0.43368387197444497,33265.46542216008,2,-1.276998499766945,Internet,4.91087980735572,-1.0076818815832576,5559.386282316661,3559.2348200300257,Spring
-1.0453219452904392,0.7464368483532372,25424.02288521871,1,0.24639569667938563,Retailer,7.079051443594692,-1.8982772373500236,4706.351712571223,7476.101270141374,Winter
0.15232596301657095,-0.24551908789905838,63721.217393682295,0,1.3008905556837314,Retailer,5.953678496389486,-1.310186115593158,5445.913144599964,8798.10182507665,Summer
-1.0336358468961058,-0.3145796716245644,55071.98894670844,2,-1.0105446101202569,Retailer,3.2381564644605625,-0.2822254028718392,5418.528251688866,2646.3483818372024,Summer
0.6894776596565497,-1.791293646206505,54940.52552441989,0,-0.3620628895355562,Retailer,6.052753187692979,0.267737696628341,4538.089259754548,5892.054797586908,Spring
0.6920366059677925,0.5332201561770008,44866.82711817723,2,0.06479180367129646,Distributor,3.1378039614557527,-0.3779060828825225,5407.409374531446,6586.784184506406,Winter
-0.44062704258359103,0.3474631165473029,77809.99711434718,0,0.03777228449043765,Retailer,5.635865452907087,1.3082427483950432,6925.303059543698,8619.174355150146,Spring
